exp.ID,P.layer,P.row,P.col,layer,row,col,replicate,replicate.raw,Generation,treat,treat.1,ecotype,id,flt,height,diam,biomass,fruit,rm
676,9,9_1,11,5,1,5,6,5,F4,actr1,actr,Tri-0,613,40,54.5,12.5,633.6,332,FALSE
677,10,10_1,2,12,5,6,5,5,F4,actr2,actr,Abd-0,702,NA,NA,NA,NA,NA,TRUE
678,8,8_7,13,4,1,6,5,4,F4,actr2,actr,Ang-0,601,46,35.2,5.7,170.6,179,FALSE
679,10,10_1,4,11,5,6,5,5,F4,actr2,actr,aaCol-0,704,18,34.6,10.6,556.5,550,FALSE
680,12,12_5,8,9,2,3,6,6,F4,actr2,actr,aaCol-0,904,26,44.8,14.2,355.3,353,FALSE
681,10,10_1,9,8,4,13,5,5,F4,actr2,actr,Dja-1,709,23,25.4,9.5,263,213,FALSE
682,12,12_5,12,1,1,3,6,6,F4,actr2,actr,Dja-1,908,29,30,8.8,278.9,379,FALSE
683,12,12_5,3,10,6,4,6,6,F4,actr2,actr,Fei-0,899,46,48.2,11.6,785.3,183,FALSE
684,8,8_7,4,5,3,4,4,4,F4,actr2,actr,Ler-0,592,19,22.9,NA,68.4,172,FALSE
685,12,12_5,6,16,5,3,6,6,F4,actr2,actr,Ler-0,902,16,27.4,5.3,140.22,229,FALSE
686,8,8_7,3,13,4,2,4,4,F4,actr2,actr,Sap-0,591,25,38.2,NA,107.6,245,FALSE
687,10,10_1,10,10,5,11,5,5,F4,actr2,actr,Sap-0,710,20,40.4,12.6,519.6,510,FALSE
688,10,10_1,1,9,3,4,5,5,F4,actr2,actr,Tol-0,701,59,40.9,10.3,810.8,122,FALSE
689,12,12_5,1,12,1,5,6,6,F4,actr2,actr,TRE-1,897,45,56.2,12.5,800.3,367,FALSE
690,8,8_7,2,3,1,11,5,4,F4,actr2,actr,Tri-0,590,41,52,12.1,458.7,271,FALSE
691,9,9_1,2,7,5,9,4,5,F1,actr1,actr,Abd-0,604,31,36.3,9.9,379.2,272,FALSE
692,11,11_1,2,9,2,12,6,6,F1,actr1,actr,Abd-0,772,42,45.2,13.4,NA,365,FALSE
693,7,7_4,7,13,5,3,4,4,F1,actr1,actr,Ang-0,483,31,40,8.2,200.5,242,FALSE
694,9,9_1,14,11,4,4,6,5,F1,actr1,actr,Ang-0,616,23,43,4.4,255.2,345,FALSE
695,7,7_4,6,14,5,8,4,4,F1,actr1,actr,aaCol-0,482,21,31.7,8.7,291.1,307,FALSE
696,9,9_1,9,7,4,2,4,5,F1,actr1,actr,Dja-1,611,20,25,7.8,202.4,196,FALSE
697,9,9_1,13,5,3,10,4,5,F1,actr1,actr,Fei-0,615,32,47.6,12.2,443.1,552,FALSE
698,11,11_1,13,8,5,14,5,6,F1,actr1,actr,Fei-0,783,24,38.6,9.8,232.8,257,FALSE
699,11,11_1,7,5,5,12,5,6,F1,actr1,actr,Ler-0,777,NA,NA,NA,NA,NA,TRUE
700,11,11_1,10,16,3,2,6,6,F1,actr1,actr,Sap-0,780,NA,NA,NA,NA,NA,FALSE
701,9,9_1,1,2,4,10,4,5,F1,actr1,actr,Tol-0,603,32,42,7.5,196.1,196,FALSE
702,11,11_1,1,6,5,12,6,6,F1,actr1,actr,Tol-0,771,27,42.4,9.6,228.8,283,FALSE
703,7,7_4,4,11,4,6,4,4,F1,actr1,actr,TRE-1,480,34,66,15,816.9,354,FALSE
704,11,11_1,12,6,3,7,5,6,F1,actr1,actr,TRE-1,782,50,45.4,10.4,301.7,73,FALSE
705,7,7_4,1,9,6,15,4,4,F1,actr1,actr,Tri-0,477,21,48.8,9.4,296.4,461,FALSE
706,9,9_1,11,1,6,4,6,5,F1,actr1,actr,Tri-0,613,23,36.2,6.5,163,325,FALSE
707,10,10_1,2,1,2,14,5,5,F1,actr2,actr,Abd-0,702,33,32.9,9.8,247.5,324,FALSE
708,8,8_7,13,10,5,14,5,4,F1,actr2,actr,Ang-0,601,25,39.2,9.2,267.3,403,FALSE
709,10,10_1,4,5,6,8,5,5,F1,actr2,actr,aaCol-0,704,18,26.2,6.2,157.3,243,FALSE
710,12,12_5,8,6,5,3,6,6,F1,actr2,actr,aaCol-0,904,20,32.3,7.2,204.5,263,FALSE
711,10,10_1,9,15,3,15,5,5,F1,actr2,actr,Dja-1,709,23,29.5,9.2,218.4,200,FALSE
712,12,12_5,12,6,1,13,6,6,F1,actr2,actr,Dja-1,908,20,15.6,5.2,172.3,216,FALSE
713,12,12_5,3,11,5,2,6,6,F1,actr2,actr,Fei-0,899,28,51,16.2,699.9,719,FALSE
714,8,8_7,4,9,6,7,4,4,F1,actr2,actr,Ler-0,592,18,21.2,4.4,193,352,FALSE
715,12,12_5,6,4,2,13,6,6,F1,actr2,actr,Ler-0,902,20,22.1,3,114.4,146,FALSE
716,8,8_7,3,1,3,6,4,4,F1,actr2,actr,Sap-0,591,NA,NA,NA,NA,NA,FALSE
717,10,10_1,10,2,1,3,5,5,F1,actr2,actr,Sap-0,710,NA,NA,NA,NA,NA,FALSE
718,10,10_1,1,13,2,15,5,5,F1,actr2,actr,Tol-0,701,45,45.1,10.6,411.7,323,FALSE
719,12,12_5,1,3,4,1,6,6,F1,actr2,actr,TRE-1,897,50,50.2,9.5,383.3,221,FALSE
720,8,8_7,2,5,5,6,5,4,F1,actr2,actr,Tri-0,590,28,45.7,10.8,275.4,233,FALSE
721,2,2_4,5,1,4,7,1,1,F2,Drought,Drought,Abd-0,131,NA,NA,NA,NA,NA,FALSE
722,4,4_1,2,5,2,13,2,2,F2,Drought,Drought,Abd-0,268,31,36.5,10.3,306.6,341,FALSE
723,6,6_3,11,14,1,14,3,3,F2,Drought,Drought,Abd-0,977,25,34.9,12.2,418.8,405,FALSE
724,2,2_4,4,15,2,9,1,1,F2,Drought,Drought,Ang-0,130,31,31.2,8.4,235.8,126,FALSE
725,4,4_1,14,11,4,15,2,2,F2,Drought,Drought,Ang-0,280,27,45.6,7.2,NA,556,FALSE
726,6,6_3,8,7,2,7,3,3,F2,Drought,Drought,Ang-0,974,25,35.6,7.9,181.5,169,FALSE
727,2,2_4,14,10,1,11,1,1,F2,Drought,Drought,aaCol-0,140,21,50.4,11.1,429.4,483,FALSE
728,4,4_1,4,4,6,15,2,2,F2,Drought,Drought,aaCol-0,270,NA,61.4,11.7,443.6,257,FALSE
729,6,6_3,3,6,1,3,3,3,F2,Drought,Drought,aaCol-0,969,21,38.2,10.1,242.7,273,FALSE
730,2,2_4,1,10,1,15,1,1,F2,Drought,Drought,Dja-1,127,30,35.9,10.5,456.5,433,FALSE
731,4,4_1,9,2,1,11,2,2,F2,Drought,Drought,Dja-1,275,23,23.8,6.3,161.4,482,FALSE
732,6,6_3,1,15,5,5,3,3,F2,Drought,Drought,Dja-1,967,19,21.5,6,200.9,326,FALSE
733,2,2_4,3,7,2,9,1,1,F2,Drought,Drought,Fei-0,129,30,40.2,10.5,341.9,393,FALSE
734,4,4_1,13,7,5,11,2,2,F2,Drought,Drought,Fei-0,279,26,55.5,9.7,335.4,295,FALSE
735,6,6_3,4,14,2,14,3,3,F2,Drought,Drought,Fei-0,970,25,64.4,11.1,511.7,280,FALSE
736,2,2_4,11,7,3,13,1,1,F2,Drought,Drought,Ler-0,137,17,31.2,6.7,224,333,FALSE
737,4,4_1,7,13,4,13,2,2,F2,Drought,Drought,Ler-0,273,23,26.3,7.1,292.4,320,FALSE
738,6,6_3,12,16,6,11,3,3,F2,Drought,Drought,Ler-0,978,18,19.5,3.6,127.6,163,FALSE
739,2,2_4,12,8,4,15,1,1,F2,Drought,Drought,Sap-0,138,24,35.2,6.5,139.8,187,FALSE
740,4,4_1,10,13,2,2,2,2,F2,Drought,Drought,Sap-0,276,22,34.3,5.1,89.2,204,FALSE
741,6,6_3,14,4,6,13,3,3,F2,Drought,Drought,Sap-0,980,24,34.2,6.1,105.3,126,FALSE
742,2,2_4,7,10,4,4,1,1,F2,Drought,Drought,Tol-0,133,27,51,11.2,303.5,292,FALSE
743,4,4_1,1,13,6,12,2,2,F2,Drought,Drought,Tol-0,267,45,48.9,9.4,467.2,232,FALSE
744,6,6_3,10,13,4,5,3,3,F2,Drought,Drought,Tol-0,976,25,39.5,10.1,281,321,FALSE
745,2,2_4,2,15,3,3,1,1,F2,Drought,Drought,TRE-1,128,NA,NA,NA,NA,NA,FALSE
746,4,4_1,12,16,3,14,2,2,F2,Drought,Drought,TRE-1,278,36,47.8,8.8,307.9,322,FALSE
747,6,6_3,5,3,5,9,3,3,F2,Drought,Drought,TRE-1,971,38,61.9,8.9,280.8,149,FALSE
748,2,2_4,6,11,1,8,1,1,F2,Drought,Drought,Tri-0,132,34,53.6,15,441.9,205,FALSE
749,4,4_1,11,15,3,1,2,2,F2,Drought,Drought,Tri-0,277,32,59.7,15.1,597,514,FALSE
750,6,6_3,6,6,6,5,3,3,F2,Drought,Drought,Tri-0,972,20,35.6,8.7,113.5,152,FALSE
751,2,2_4,5,10,2,4,1,1,F3,Drought,Drought,Abd-0,131,54,35.2,8.1,587.9,121,FALSE
752,4,4_1,2,15,1,5,2,2,F3,Drought,Drought,Abd-0,268,47,31.1,7.8,476.6,147,FALSE
753,6,6_3,11,2,5,5,3,3,F3,Drought,Drought,Abd-0,977,24,37,12.2,564.9,249,FALSE
754,2,2_4,4,4,4,1,1,1,F3,Drought,Drought,Ang-0,130,60,34.3,7,202.2,108,FALSE
755,4,4_1,14,12,1,11,2,2,F3,Drought,Drought,Ang-0,280,53,46.4,8.3,428.4,258,FALSE
756,6,6_3,8,8,4,5,3,3,F3,Drought,Drought,Ang-0,974,39,39.3,5.3,242.7,261,FALSE
757,2,2_4,14,2,3,2,1,1,F3,Drought,Drought,aaCol-0,140,34,45.6,9.8,264.4,270,FALSE
758,4,4_1,4,13,3,11,2,2,F3,Drought,Drought,aaCol-0,270,26,49.6,12,607.1,828,FALSE
759,6,6_3,3,14,1,3,3,3,F3,Drought,Drought,aaCol-0,969,23,40.1,11.3,481.4,319,FALSE
760,2,2_4,1,7,2,15,1,1,F3,Drought,Drought,Dja-1,127,35,24.1,9.2,493.3,435,FALSE
761,4,4_1,9,1,3,15,2,2,F3,Drought,Drought,Dja-1,275,33,24.5,4.2,254.1,428,FALSE
762,6,6_3,1,13,2,8,3,3,F3,Drought,Drought,Dja-1,967,29,25.2,5,NA,612,FALSE
763,2,2_4,3,3,2,3,1,1,F3,Drought,Drought,Fei-0,129,39,48.1,10.6,379.3,299,FALSE
764,4,4_1,13,2,2,1,2,2,F3,Drought,Drought,Fei-0,279,NA,NA,NA,471.1,NA,FALSE
765,6,6_3,4,10,1,8,3,3,F3,Drought,Drought,Fei-0,970,60,39,11,725.9,86,FALSE
766,2,2_4,11,11,1,12,1,1,F3,Drought,Drought,Ler-0,137,16,NA,NA,248.9,NA,FALSE
767,4,4_1,7,4,1,1,2,2,F3,Drought,Drought,Ler-0,273,21,22.6,3.2,NA,132,FALSE
768,6,6_3,12,15,3,12,3,3,F3,Drought,Drought,Ler-0,978,16,26.8,4.8,139.6,188,FALSE
769,2,2_4,12,11,1,4,1,1,F3,Drought,Drought,Sap-0,138,24,41.3,5.4,206.6,382,FALSE
770,4,4_1,10,12,5,12,2,2,F3,Drought,Drought,Sap-0,276,25,40.3,2.2,94.6,240,FALSE
771,6,6_3,14,9,5,13,3,3,F3,Drought,Drought,Sap-0,980,24,48.9,9.4,360,422,FALSE
772,2,2_4,7,6,6,11,1,1,F3,Drought,Drought,Tol-0,133,29,41.3,5.2,235.4,157,FALSE
773,4,4_1,1,8,5,5,2,2,F3,Drought,Drought,Tol-0,267,NA,NA,NA,NA,NA,FALSE
774,6,6_3,10,9,3,15,3,3,F3,Drought,Drought,Tol-0,976,27,58.4,11.7,466.9,574,FALSE
775,2,2_4,2,1,5,3,1,1,F3,Drought,Drought,TRE-1,128,62,40.2,10.9,460.4,137,FALSE
776,4,4_1,12,5,2,11,2,2,F3,Drought,Drought,TRE-1,278,56,43.7,9.5,482.1,116,FALSE
777,6,6_3,5,9,6,14,3,3,F3,Drought,Drought,TRE-1,971,52,21.9,11.6,557.9,32,FALSE
778,2,2_4,6,9,4,5,1,1,F3,Drought,Drought,Tri-0,132,38,57.5,12.1,698.6,273,FALSE
779,4,4_1,11,7,6,12,2,2,F3,Drought,Drought,Tri-0,277,34,50.3,11.8,NA,348,FALSE
780,6,6_3,6,10,4,11,3,3,F3,Drought,Drought,Tri-0,972,39,55.4,12.9,497.8,288,FALSE
781,2,2_4,5,1,1,11,1,1,F4,Drought,Drought,Abd-0,131,58,32.1,9.5,373.8,185,FALSE
782,4,4_1,2,15,4,4,2,2,F4,Drought,Drought,Abd-0,268,42,32.7,10.9,591.6,203,FALSE
783,6,6_3,11,5,6,6,3,3,F4,Drought,Drought,Abd-0,977,60,30,8.3,579.8,106,FALSE
784,2,2_4,4,13,4,9,1,1,F4,Drought,Drought,Ang-0,130,33,38.2,7.2,293.3,303,FALSE
785,4,4_1,14,16,4,1,2,2,F4,Drought,Drought,Ang-0,280,38,38.6,8.7,224.1,325,FALSE
786,6,6_3,8,1,5,2,3,3,F4,Drought,Drought,Ang-0,974,62,39,6.7,248.9,158,FALSE
787,2,2_4,14,7,3,1,1,1,F4,Drought,Drought,aaCol-0,140,22,38,10.2,269.6,209,FALSE
788,4,4_1,4,14,4,12,2,2,F4,Drought,Drought,aaCol-0,270,19,41.3,10.3,447.5,447,FALSE
789,6,6_3,3,16,3,12,3,3,F4,Drought,Drought,aaCol-0,969,24,45.8,12.4,534.5,429,FALSE
790,2,2_4,1,12,1,15,1,1,F4,Drought,Drought,Dja-1,127,41,24.2,7.9,318.6,255,FALSE
791,4,4_1,9,14,1,15,2,2,F4,Drought,Drought,Dja-1,275,32,27.1,9.6,508.9,583,FALSE
792,6,6_3,1,6,2,8,3,3,F4,Drought,Drought,Dja-1,967,18,27.3,5.4,149.2,231,FALSE
793,2,2_4,3,12,4,7,1,1,F4,Drought,Drought,Fei-0,129,44,49,11,749.2,203,FALSE
794,4,4_1,13,1,4,13,2,2,F4,Drought,Drought,Fei-0,279,33,58,11.4,288.4,247,FALSE
795,6,6_3,4,16,6,8,3,3,F4,Drought,Drought,Fei-0,970,31,40.8,8.8,286.5,362,FALSE
796,2,2_4,11,12,2,13,1,1,F4,Drought,Drought,Ler-0,137,23,34.6,4.2,214.4,355,FALSE
797,4,4_1,7,12,5,1,2,2,F4,Drought,Drought,Ler-0,273,21,21.7,5.1,129.5,266,FALSE
798,6,6_3,12,2,2,9,3,3,F4,Drought,Drought,Ler-0,978,20,19.6,NA,75.4,132,FALSE
799,2,2_4,12,13,3,3,1,1,F4,Drought,Drought,Sap-0,138,27,42.6,NA,157.8,331,FALSE
800,4,4_1,10,2,1,7,2,2,F4,Drought,Drought,Sap-0,276,30,36.7,5.2,105.8,223,FALSE
801,6,6_3,14,6,4,9,3,3,F4,Drought,Drought,Sap-0,980,24,30.9,5.8,117.7,203,FALSE
802,2,2_4,7,13,5,8,1,1,F4,Drought,Drought,Tol-0,133,32,46.2,9.3,320.7,199,FALSE
803,4,4_1,1,3,5,6,2,2,F4,Drought,Drought,Tol-0,267,65,53.8,7.4,262.7,99,FALSE
804,6,6_3,10,10,5,7,3,3,F4,Drought,Drought,Tol-0,976,52,43.6,11.5,591.2,199,FALSE
805,2,2_4,2,5,4,9,1,1,F4,Drought,Drought,TRE-1,128,74,NA,NA,498.4,NA,FALSE
806,4,4_1,12,13,4,4,2,2,F4,Drought,Drought,TRE-1,278,36,51.2,9.4,303.3,156,FALSE
807,6,6_3,5,1,4,9,3,3,F4,Drought,Drought,TRE-1,971,46,50.2,9.8,294.8,212,FALSE
808,2,2_4,6,14,4,10,1,1,F4,Drought,Drought,Tri-0,132,36,52,11,528.5,320,FALSE
809,4,4_1,11,10,3,3,2,2,F4,Drought,Drought,Tri-0,277,41,54.5,12.9,663.5,382,FALSE
810,6,6_3,6,11,3,12,3,3,F4,Drought,Drought,Tri-0,972,33,57.2,13.5,690.5,521,FALSE
811,2,2_4,5,8,3,11,1,1,F1,Drought,Drought,Abd-0,131,26,32.8,NA,277.1,272,FALSE
812,4,4_1,2,6,3,1,2,2,F1,Drought,Drought,Abd-0,268,29,31.2,9.2,199.7,212,FALSE
813,6,6_3,11,1,4,1,3,3,F1,Drought,Drought,Abd-0,977,60,27.5,8.4,397.9,63,FALSE
814,2,2_4,4,5,6,3,1,1,F1,Drought,Drought,Ang-0,130,51,34.6,5.1,309.8,197,FALSE
815,4,4_1,14,8,3,3,2,2,F1,Drought,Drought,Ang-0,280,24,31.7,6.4,140.2,150,FALSE
816,6,6_3,8,14,1,6,3,3,F1,Drought,Drought,Ang-0,974,25,47.6,10.4,297.5,199,FALSE
817,2,2_4,14,11,5,14,1,1,F1,Drought,Drought,aaCol-0,140,18,45.7,10.3,446.6,503,FALSE
818,4,4_1,4,15,1,8,2,2,F1,Drought,Drought,aaCol-0,270,20,35.1,8.6,340.4,444,FALSE
819,6,6_3,3,6,6,1,3,3,F1,Drought,Drought,aaCol-0,969,21,33.3,7.3,171,249,FALSE
820,2,2_4,1,16,1,2,1,1,F1,Drought,Drought,Dja-1,127,18,25.1,7.6,254.9,322,FALSE
821,4,4_1,9,7,2,6,2,2,F1,Drought,Drought,Dja-1,275,18,21.8,8.1,246.7,374,FALSE
822,6,6_3,1,13,5,1,3,3,F1,Drought,Drought,Dja-1,967,20,28.4,4,204.3,480,FALSE
823,2,2_4,3,10,5,3,1,1,F1,Drought,Drought,Fei-0,129,NA,NA,NA,NA,NA,FALSE
824,4,4_1,13,13,6,13,2,2,F1,Drought,Drought,Fei-0,279,NA,NA,NA,NA,NA,FALSE
825,6,6_3,4,12,5,4,3,3,F1,Drought,Drought,Fei-0,970,NA,NA,NA,NA,NA,FALSE
826,2,2_4,11,3,3,12,1,1,F1,Drought,Drought,Ler-0,137,19,30.3,NA,142,249,FALSE
827,4,4_1,7,9,3,11,2,2,F1,Drought,Drought,Ler-0,273,16,23.1,2,138.4,233,FALSE
828,6,6_3,12,11,2,9,3,3,F1,Drought,Drought,Ler-0,978,18,26.9,6.5,256,256,FALSE
829,2,2_4,12,8,1,11,1,1,F1,Drought,Drought,Sap-0,138,22,39.2,NA,80.1,202,FALSE
830,4,4_1,10,9,6,6,2,2,F1,Drought,Drought,Sap-0,276,22,32.6,NA,186.7,476,FALSE
831,6,6_3,14,3,2,8,3,3,F1,Drought,Drought,Sap-0,980,23,34.5,6.1,104.1,182,FALSE
832,2,2_4,7,5,6,12,1,1,F1,Drought,Drought,Tol-0,133,30,34.8,9.6,277.8,212,FALSE
833,4,4_1,1,3,6,12,2,2,F1,Drought,Drought,Tol-0,267,27,43.1,8.1,294.9,262,FALSE
834,6,6_3,10,6,4,10,3,3,F1,Drought,Drought,Tol-0,976,28,49,9.6,336.1,281,FALSE
835,2,2_4,2,16,1,9,1,1,F1,Drought,Drought,TRE-1,128,46,59.2,9.1,470.3,199,FALSE
836,4,4_1,12,3,3,15,2,2,F1,Drought,Drought,TRE-1,278,50,45.6,8.6,353.7,155,FALSE
837,6,6_3,5,5,6,1,3,3,F1,Drought,Drought,TRE-1,971,35,55.9,12.7,525.6,223,FALSE
838,2,2_4,6,9,5,4,1,1,F1,Drought,Drought,Tri-0,132,29,44.7,8.4,171.8,172,FALSE
839,4,4_1,11,4,2,7,2,2,F1,Drought,Drought,Tri-0,277,24,45.2,8.2,157.8,211,FALSE
840,6,6_3,6,4,3,4,3,3,F1,Drought,Drought,Tri-0,972,22,40.4,11.1,181.2,213,FALSE
841,8,8_1,2,3,3,3,4,4,F2,Drought,Drought,Abd-0,534,30,28.2,8.9,196.7,167,FALSE
842,10,10_2,13,4,4,6,5,5,F2,Drought,Drought,Abd-0,727,25,32.5,7.2,192.8,248,FALSE
843,12,12_3,5,13,6,15,6,6,F2,Drought,Drought,Abd-0,873,43,35.2,10.3,384.4,378,FALSE
844,8,8_1,14,2,3,8,4,4,F2,Drought,Drought,Ang-0,546,26,27,6.3,78.4,168,FALSE
845,10,10_2,6,4,1,9,5,5,F2,Drought,Drought,Ang-0,720,30,34.6,NA,87,132,FALSE
846,12,12_3,13,11,5,1,6,6,F2,Drought,Drought,Ang-0,881,42,41.2,4.8,228.4,415,FALSE
847,8,8_1,4,13,5,14,4,4,F2,Drought,Drought,aaCol-0,536,27,40.5,8.2,288.2,312,FALSE
848,10,10_2,5,12,3,9,5,5,F2,Drought,Drought,aaCol-0,719,24,46.1,11.2,242,422,FALSE
849,12,12_3,2,14,4,13,6,6,F2,Drought,Drought,aaCol-0,870,22,55.2,12,NA,449,FALSE
850,8,8_1,9,13,5,15,4,4,F2,Drought,Drought,Dja-1,541,37,27.2,7.2,383.5,482,FALSE
851,10,10_2,14,3,2,9,5,5,F2,Drought,Drought,Dja-1,728,33,28,NA,173.1,282,FALSE
852,12,12_3,10,13,5,9,6,6,F2,Drought,Drought,Dja-1,878,23,31.5,6.4,255.8,541,FALSE
853,8,8_1,13,11,5,13,4,4,F2,Drought,Drought,Fei-0,545,22,57.4,13.4,666.4,666,FALSE
854,10,10_2,10,6,2,6,5,5,F2,Drought,Drought,Fei-0,724,24,45.3,7.4,167.3,299,FALSE
855,12,12_3,11,2,2,2,6,6,F2,Drought,Drought,Fei-0,879,50,38.9,11.2,377.2,192,FALSE
856,8,8_1,7,3,6,15,4,4,F2,Drought,Drought,Ler-0,539,20,17.8,NA,64.3,132,FALSE
857,10,10_2,12,1,6,15,5,5,F2,Drought,Drought,Ler-0,726,20,29.1,NA,86.5,248,FALSE
858,12,12_3,7,10,3,6,6,6,F2,Drought,Drought,Ler-0,875,17,22.5,NA,132.2,232,FALSE
859,8,8_1,10,7,4,12,4,4,F2,Drought,Drought,Sap-0,542,21,37.6,7.3,169.6,206,FALSE
860,10,10_2,4,9,2,11,5,5,F2,Drought,Drought,Sap-0,718,36,58.7,10.7,298,471,FALSE
861,12,12_3,8,9,6,4,6,6,F2,Drought,Drought,Sap-0,876,30,47.2,4.6,198.2,308,FALSE
862,8,8_1,1,8,3,6,4,4,F2,Drought,Drought,Tol-0,533,27,46.3,9.7,261.1,205,FALSE
863,10,10_2,11,12,4,6,5,5,F2,Drought,Drought,Tol-0,725,25,44.2,8.9,223.7,239,FALSE
864,12,12_3,12,6,6,7,6,6,F2,Drought,Drought,Tol-0,880,28,48.9,9.2,321.7,334,FALSE
865,8,8_1,12,9,1,1,4,4,F2,Drought,Drought,TRE-1,544,48,43.6,12.6,612.4,124,FALSE
866,10,10_2,8,4,2,9,5,5,F2,Drought,Drought,TRE-1,722,38,42.3,8.7,273.7,163,FALSE
867,12,12_3,14,11,3,10,6,6,F2,Drought,Drought,TRE-1,882,29,51.5,16.2,588.4,388,FALSE
868,8,8_1,11,3,5,5,4,4,F2,Drought,Drought,Tri-0,543,18,35.6,5.3,47.6,108,FALSE
869,10,10_2,3,3,3,6,5,5,F2,Drought,Drought,Tri-0,717,27,41.5,9.2,187.4,282,FALSE
870,12,12_3,3,6,2,5,6,6,F2,Drought,Drought,Tri-0,871,31,49.1,10.4,318.3,151,FALSE
871,8,8_1,2,3,6,11,4,4,F3,Drought,Drought,Abd-0,534,50,30,6.6,372.2,167,FALSE
872,10,10_2,13,14,1,12,5,5,F3,Drought,Drought,Abd-0,727,34,42.9,11.8,531.1,329,FALSE
873,12,12_3,5,7,2,10,6,6,F3,Drought,Drought,Abd-0,873,41,33.6,8.9,374.7,202,FALSE
874,8,8_1,14,10,2,7,4,4,F3,Drought,Drought,Ang-0,546,47,43.4,8.5,290.7,232,FALSE
875,10,10_2,6,16,1,15,5,5,F3,Drought,Drought,Ang-0,720,44,43.9,10.9,254,397,FALSE
876,12,12_3,13,2,5,9,6,6,F3,Drought,Drought,Ang-0,881,49,35,7.5,196.7,246,FALSE
877,8,8_1,4,2,6,7,4,4,F3,Drought,Drought,aaCol-0,536,27,44.3,8.7,NA,256,FALSE
878,10,10_2,5,14,3,12,5,5,F3,Drought,Drought,aaCol-0,719,23,54.2,13,577.7,638,FALSE
879,12,12_3,2,14,5,12,6,6,F3,Drought,Drought,aaCol-0,870,21,35.3,9.2,265.5,236,FALSE
880,8,8_1,9,1,3,8,4,4,F3,Drought,Drought,Dja-1,541,34,21.9,4,208.9,238,FALSE
881,10,10_2,14,7,4,5,5,5,F3,Drought,Drought,Dja-1,728,34,22.2,8.2,275.5,271,FALSE
882,12,12_3,10,2,5,12,6,6,F3,Drought,Drought,Dja-1,878,39,25.6,9.5,343.5,610,FALSE
883,8,8_1,13,1,2,13,4,4,F3,Drought,Drought,Fei-0,545,53,48.8,11.5,536.9,168,FALSE
884,10,10_2,10,15,6,10,5,5,F3,Drought,Drought,Fei-0,724,41,37.1,11.4,618.2,285,FALSE
885,12,12_3,11,8,6,5,6,6,F3,Drought,Drought,Fei-0,879,35,40.6,11.2,902.4,382,FALSE
886,8,8_1,7,2,3,13,4,4,F3,Drought,Drought,Ler-0,539,20,18.9,4.2,91.4,159,FALSE
887,10,10_2,12,6,2,12,5,5,F3,Drought,Drought,Ler-0,726,16,30.2,6.2,152,285,FALSE
888,12,12_3,7,8,6,9,6,6,F3,Drought,Drought,Ler-0,875,19,32.1,7.4,295.1,206,FALSE
889,8,8_1,10,15,6,6,4,4,F3,Drought,Drought,Sap-0,542,31,39.8,7.5,264.4,185,FALSE
890,10,10_2,4,4,1,10,5,5,F3,Drought,Drought,Sap-0,718,43,45.1,5.2,200.5,265,FALSE
891,12,12_3,8,12,4,10,6,6,F3,Drought,Drought,Sap-0,876,25,41.3,7.4,116.7,332,FALSE
892,8,8_1,1,4,4,10,4,4,F3,Drought,Drought,Tol-0,533,43,41.2,8.6,293.6,252,FALSE
893,10,10_2,11,12,1,14,5,5,F3,Drought,Drought,Tol-0,725,34,50.2,11.2,491.5,638,FALSE
894,12,12_3,12,9,5,6,6,6,F3,Drought,Drought,Tol-0,880,45,43.6,11.5,498.1,211,FALSE
895,8,8_1,12,15,3,4,4,4,F3,Drought,Drought,TRE-1,544,27,41.5,9.7,362.2,299,FALSE
896,10,10_2,8,5,3,3,5,5,F3,Drought,Drought,TRE-1,722,44,44.9,9.9,625.1,232,FALSE
897,12,12_3,14,14,6,9,6,6,F3,Drought,Drought,TRE-1,882,29,43.1,12.7,467.4,422,FALSE
898,8,8_1,11,1,6,10,4,4,F3,Drought,Drought,Tri-0,543,31,53,11.3,381.4,412,FALSE
899,10,10_2,3,12,5,11,5,5,F3,Drought,Drought,Tri-0,717,38,47.6,10.4,316.2,177,FALSE
900,12,12_3,3,16,4,3,6,6,F3,Drought,Drought,Tri-0,871,20,34,8.8,168.1,249,FALSE
901,8,8_1,2,12,6,13,4,4,F4,Drought,Drought,Abd-0,534,63,28.4,9,378.3,132,FALSE
902,10,10_2,13,4,4,15,5,5,F4,Drought,Drought,Abd-0,727,54,31.2,8.4,473.6,130,FALSE
903,12,12_3,5,9,2,14,6,6,F4,Drought,Drought,Abd-0,873,46,43,13.1,697.9,321,FALSE
904,8,8_1,14,15,6,8,4,4,F4,Drought,Drought,Ang-0,546,40,30.4,8.4,357.6,155,FALSE
905,10,10_2,6,11,3,14,5,5,F4,Drought,Drought,Ang-0,720,41,49.5,10.2,592.1,572,FALSE
906,12,12_3,13,6,5,15,6,6,F4,Drought,Drought,Ang-0,881,NA,NA,NA,NA,NA,TRUE
907,8,8_1,4,8,3,12,4,4,F4,Drought,Drought,aaCol-0,536,20,38.6,8,311.8,291,FALSE
908,10,10_2,5,14,5,11,5,5,F4,Drought,Drought,aaCol-0,719,26,43.8,11,410.5,252,FALSE
909,12,12_3,2,16,4,6,6,6,F4,Drought,Drought,aaCol-0,870,21,35.7,8.9,326.1,342,FALSE
