exp.ID,P.layer,P.row,P.col,layer,row,col,replicate,replicate.raw,Generation,treat,treat.1,ecotype,id,flt,height,diam,biomass,fruit,rm
215,9,9_2,2,5,5,11,5,5,F1,Cd1,Cd1,Ang-0,618,50,39.2,5.6,257.8,182,FALSE
216,11,11_7,12,9,1,3,6,6,F1,Cd1,Cd1,Ang-0,866,31,42.7,5.5,289.1,313,FALSE
217,7,7_2,9,14,3,3,4,4,F1,Cd1,Cd1,aaCol-0,457,NA,NA,NA,NA,NA,FALSE
218,9,9_2,8,11,1,5,5,5,F1,Cd1,Cd1,aaCol-0,624,NA,NA,NA,NA,NA,FALSE
219,11,11_7,11,1,6,7,6,6,F1,Cd1,Cd1,aaCol-0,865,NA,NA,NA,NA,NA,FALSE
220,7,7_2,11,6,2,3,4,4,F1,Cd1,Cd1,Dja-1,459,20,21.6,6.8,149.8,275,FALSE
221,9,9_2,12,14,6,12,5,5,F1,Cd1,Cd1,Dja-1,628,26,24.3,9.2,322.4,266,FALSE
222,11,11_7,7,16,6,13,6,6,F1,Cd1,Cd1,Dja-1,861,20,NA,NA,NA,NA,FALSE
223,7,7_2,2,12,3,6,4,4,F1,Cd1,Cd1,Fei-0,450,NA,49.1,13,388.2,272,FALSE
224,9,9_2,10,14,5,1,5,5,F1,Cd1,Cd1,Fei-0,626,30,45.4,13,346.5,628,FALSE
225,11,11_7,9,11,5,5,6,6,F1,Cd1,Cd1,Fei-0,863,24,45.8,14.1,495.1,492,FALSE
226,7,7_2,14,8,1,2,4,4,F1,Cd1,Cd1,Ler-0,462,NA,NA,NA,NA,NA,FALSE
227,9,9_2,3,5,2,2,5,5,F1,Cd1,Cd1,Ler-0,619,NA,NA,NA,NA,NA,FALSE
228,11,11_7,10,2,2,12,6,6,F1,Cd1,Cd1,Ler-0,864,NA,NA,NA,NA,NA,FALSE
229,7,7_2,1,4,2,1,4,4,F1,Cd1,Cd1,Sap-0,449,NA,NA,NA,NA,NA,FALSE
230,9,9_2,6,2,3,6,5,5,F1,Cd1,Cd1,Sap-0,622,NA,NA,NA,NA,NA,FALSE
231,11,11_7,13,14,4,9,6,6,F1,Cd1,Cd1,Sap-0,867,NA,NA,NA,NA,NA,FALSE
232,7,7_2,5,14,5,5,4,4,F1,Cd1,Cd1,Tol-0,453,36,45.4,10.1,438.9,313,FALSE
233,9,9_2,9,7,5,4,5,5,F1,Cd1,Cd1,Tol-0,625,29,44.1,9,309,240,FALSE
234,11,11_7,3,6,3,15,6,6,F1,Cd1,Cd1,Tol-0,857,31,42.5,10.1,192.2,159,FALSE
235,7,7_2,10,13,3,2,4,4,F1,Cd1,Cd1,TRE-1,458,23,54.5,6.5,199.8,257,FALSE
236,9,9_2,13,12,2,11,5,5,F1,Cd1,Cd1,TRE-1,629,26,51.2,10.2,583.9,450,FALSE
237,11,11_7,14,3,6,6,6,6,F1,Cd1,Cd1,TRE-1,868,48,47.3,8.8,355,163,FALSE
238,7,7_2,7,1,3,3,4,4,F1,Cd1,Cd1,Tri-0,455,33,43.5,10.9,238.2,293,FALSE
239,9,9_2,1,16,5,9,5,5,F1,Cd1,Cd1,Tri-0,617,20,38.1,7.2,192.5,216,FALSE
240,11,11_7,4,4,2,12,6,6,F1,Cd1,Cd1,Tri-0,858,30,46.2,9.2,242.2,232,FALSE
241,1,1_4,10,11,4,12,1,1,F2,Cd2,Cd2,Abd-0,52,33,39.8,12.6,592.5,400,FALSE
242,3,3_4,12,1,5,12,2,2,F2,Cd2,Cd2,Abd-0,222,28,34.2,8.1,289.1,454,FALSE
243,5,5_4,2,11,4,11,3,3,F2,Cd2,Cd2,Abd-0,380,32,44.8,13.9,844.1,525,FALSE
244,1,1_4,9,3,5,1,1,1,F2,Cd2,Cd2,Ang-0,51,NA,29.2,NA,69,123,FALSE
245,3,3_4,1,9,3,10,2,2,F2,Cd2,Cd2,Ang-0,211,25,38.3,7.5,238.3,383,FALSE
246,5,5_4,9,13,1,13,3,3,F2,Cd2,Cd2,Ang-0,387,44,49.8,11.8,435.6,372,FALSE
247,1,1_4,12,12,2,15,1,1,F2,Cd2,Cd2,aaCol-0,54,23,49.2,9.7,409.4,620,FALSE
248,3,3_4,9,4,6,11,2,2,F2,Cd2,Cd2,aaCol-0,219,23,36.2,9.2,295.2,372,FALSE
249,5,5_4,12,8,2,11,3,3,F2,Cd2,Cd2,aaCol-0,390,22,40.2,9.9,277.4,357,FALSE
250,1,1_4,6,3,5,7,1,1,F2,Cd2,Cd2,Dja-1,48,22,25.6,6.8,116.4,241,FALSE
251,3,3_4,10,15,4,6,2,2,F2,Cd2,Cd2,Dja-1,220,19,20.4,7.2,210.4,326,FALSE
252,5,5_4,7,15,4,15,3,3,F2,Cd2,Cd2,Dja-1,385,20,22.1,8.8,248.5,378,FALSE
253,1,1_4,8,9,6,11,1,1,F2,Cd2,Cd2,Fei-0,50,33,52.2,13.9,739.4,511,FALSE
254,3,3_4,14,8,3,5,2,2,F2,Cd2,Cd2,Fei-0,224,17,38.6,7.5,206.3,303,FALSE
255,5,5_4,8,2,2,7,3,3,F2,Cd2,Cd2,Fei-0,386,19,32.5,5.7,NA,72,FALSE
256,1,1_4,14,14,6,6,1,1,F2,Cd2,Cd2,Ler-0,56,17,19.2,3.9,114.1,71,FALSE
257,3,3_4,5,14,5,4,2,2,F2,Cd2,Cd2,Ler-0,215,16,20.7,5.5,133.9,134,FALSE
258,5,5_4,10,15,2,14,3,3,F2,Cd2,Cd2,Ler-0,388,17,NA,NA,139.6,NA,FALSE
259,1,1_4,4,7,2,14,1,1,F2,Cd2,Cd2,Sap-0,46,NA,NA,NA,NA,NA,FALSE
260,3,3_4,8,4,3,8,2,2,F2,Cd2,Cd2,Sap-0,218,NA,NA,NA,NA,NA,FALSE
261,5,5_4,13,7,6,13,3,3,F2,Cd2,Cd2,Sap-0,391,NA,NA,NA,NA,NA,FALSE
262,1,1_4,1,7,4,10,1,1,F2,Cd2,Cd2,Tol-0,43,27,43.3,10.8,259.4,189,FALSE
263,3,3_4,7,6,4,13,2,2,F2,Cd2,Cd2,Tol-0,217,24,42.4,7.6,179.4,158,FALSE
264,5,5_4,11,12,4,4,3,3,F2,Cd2,Cd2,Tol-0,389,28,40.7,8.2,NA,195,FALSE
265,1,1_4,5,10,2,3,1,1,F2,Cd2,Cd2,TRE-1,47,33,44.2,9.2,288.6,235,FALSE
266,3,3_4,13,5,2,6,2,2,F2,Cd2,Cd2,TRE-1,223,31,67.2,10.5,425.7,292,FALSE
267,5,5_4,14,7,3,14,3,3,F2,Cd2,Cd2,TRE-1,392,46,47.8,9.6,NA,160,FALSE
268,1,1_4,2,8,6,13,1,1,F2,Cd2,Cd2,Tri-0,44,20,43.9,6.2,235.6,380,FALSE
269,3,3_4,6,5,2,14,2,2,F2,Cd2,Cd2,Tri-0,216,NA,NA,NA,NA,NA,FALSE
270,5,5_4,3,13,1,12,3,3,F2,Cd2,Cd2,Tri-0,381,NA,NA,NA,NA,NA,FALSE
271,1,1_4,10,2,5,2,1,1,F3,Cd2,Cd2,Abd-0,52,64,30.4,9.4,579.3,112,FALSE
272,3,3_4,12,15,6,2,2,2,F3,Cd2,Cd2,Abd-0,222,29,30.2,9,NA,319,FALSE
273,5,5_4,2,2,1,8,3,3,F3,Cd2,Cd2,Abd-0,380,64,30.1,9.6,603.3,152,FALSE
274,1,1_4,9,10,4,7,1,1,F3,Cd2,Cd2,Ang-0,51,50,48.6,7.7,545.2,264,FALSE
275,3,3_4,1,3,5,10,2,2,F3,Cd2,Cd2,Ang-0,211,62,39.1,7.1,190,85,FALSE
276,5,5_4,9,5,2,3,3,3,F3,Cd2,Cd2,Ang-0,387,41,35.2,7.9,189.3,325,FALSE
277,1,1_4,12,1,6,2,1,1,F3,Cd2,Cd2,aaCol-0,54,29,NA,NA,220.5,NA,FALSE
278,3,3_4,9,12,3,4,2,2,F3,Cd2,Cd2,aaCol-0,219,22,34,7.7,164.5,282,FALSE
279,5,5_4,12,13,3,6,3,3,F3,Cd2,Cd2,aaCol-0,390,24,40.3,10.7,384.8,523,FALSE
280,1,1_4,6,11,1,10,1,1,F3,Cd2,Cd2,Dja-1,48,30,54.2,9,521.4,293,FALSE
281,3,3_4,10,12,2,4,2,2,F3,Cd2,Cd2,Dja-1,220,22,24.5,9.8,173.4,452,FALSE
282,5,5_4,7,5,6,15,3,3,F3,Cd2,Cd2,Dja-1,385,34,28.2,6.9,351.7,417,FALSE
283,1,1_4,8,13,6,1,1,1,F3,Cd2,Cd2,Fei-0,50,46,46.2,11.2,NA,412,FALSE
284,3,3_4,14,4,3,15,2,2,F3,Cd2,Cd2,Fei-0,224,40,55.5,11.6,418.6,225,FALSE
285,5,5_4,8,2,3,12,3,3,F3,Cd2,Cd2,Fei-0,386,39,51.2,10.6,399.1,252,FALSE
286,1,1_4,14,11,4,10,1,1,F3,Cd2,Cd2,Ler-0,56,16,25.8,6.9,262.7,259,FALSE
287,3,3_4,5,1,6,5,2,2,F3,Cd2,Cd2,Ler-0,215,22,18.4,NA,NA,112,FALSE
288,5,5_4,10,3,4,7,3,3,F3,Cd2,Cd2,Ler-0,388,23,27.3,8.7,131.7,285,FALSE
289,1,1_4,4,8,3,9,1,1,F3,Cd2,Cd2,Sap-0,46,NA,NA,NA,NA,NA,FALSE
290,3,3_4,8,13,2,1,2,2,F3,Cd2,Cd2,Sap-0,218,NA,NA,NA,NA,NA,FALSE
291,5,5_4,13,1,2,6,3,3,F3,Cd2,Cd2,Sap-0,391,NA,NA,NA,NA,NA,FALSE
292,1,1_4,1,2,2,8,1,1,F3,Cd2,Cd2,Tol-0,43,33,54.6,9,249,244,FALSE
293,3,3_4,7,10,1,3,2,2,F3,Cd2,Cd2,Tol-0,217,31,47.7,11.2,322.8,208,FALSE
294,5,5_4,11,4,3,13,3,3,F3,Cd2,Cd2,Tol-0,389,38,41.2,8.2,265,219,FALSE
295,1,1_4,5,1,6,6,1,1,F3,Cd2,Cd2,TRE-1,47,63,41.2,10.5,469.8,128,FALSE
296,3,3_4,13,11,5,10,2,2,F3,Cd2,Cd2,TRE-1,223,44,52.3,11.4,774.1,364,FALSE
297,5,5_4,14,3,2,1,3,3,F3,Cd2,Cd2,TRE-1,392,55,43.2,10.2,406.5,185,FALSE
298,1,1_4,2,3,6,5,1,1,F3,Cd2,Cd2,Tri-0,44,41,49.9,10.2,304.5,203,FALSE
299,3,3_4,6,6,1,15,2,2,F3,Cd2,Cd2,Tri-0,216,43,44.5,10.5,341.1,153,FALSE
300,5,5_4,3,4,2,5,3,3,F3,Cd2,Cd2,Tri-0,381,39,50.4,13.5,484,309,FALSE
301,1,1_4,10,1,6,13,1,1,F4,Cd2,Cd2,Abd-0,52,60,31.9,8.3,466.6,146,FALSE
302,3,3_4,12,16,4,11,2,2,F4,Cd2,Cd2,Abd-0,222,46,29.8,8.6,337.8,178,FALSE
303,5,5_4,2,8,6,8,3,3,F4,Cd2,Cd2,Abd-0,380,19,20.5,4.8,150.8,216,FALSE
304,1,1_4,9,7,2,3,1,1,F4,Cd2,Cd2,Ang-0,51,29,39.2,6.3,273.8,320,FALSE
305,3,3_4,1,12,4,3,2,2,F4,Cd2,Cd2,Ang-0,211,43,38.6,8.5,280.1,240,FALSE
306,5,5_4,9,6,6,14,3,3,F4,Cd2,Cd2,Ang-0,387,47,35.4,7.9,245,230,FALSE
307,1,1_4,12,3,4,13,1,1,F4,Cd2,Cd2,aaCol-0,54,25,40.2,8.8,251.1,342,FALSE
308,3,3_4,9,12,3,5,2,2,F4,Cd2,Cd2,aaCol-0,219,21,33.2,6.5,220.1,358,FALSE
309,5,5_4,12,13,6,3,3,3,F4,Cd2,Cd2,aaCol-0,390,23,40.4,10.6,351.9,362,FALSE
310,1,1_4,6,3,6,4,1,1,F4,Cd2,Cd2,Dja-1,48,34,22.3,5.6,232.9,442,FALSE
311,3,3_4,10,7,6,8,2,2,F4,Cd2,Cd2,Dja-1,220,28,24,NA,305.5,400,FALSE
312,5,5_4,7,1,5,9,3,3,F4,Cd2,Cd2,Dja-1,385,38,26.9,9,274.2,300,FALSE
313,1,1_4,8,16,4,5,1,1,F4,Cd2,Cd2,Fei-0,50,29,43.8,10.9,436.8,508,FALSE
314,3,3_4,14,3,4,10,2,2,F4,Cd2,Cd2,Fei-0,224,39,49.7,9.4,213.9,160,FALSE
315,5,5_4,8,5,1,13,3,3,F4,Cd2,Cd2,Fei-0,386,41,40.6,12.9,480.4,255,FALSE
316,1,1_4,14,14,6,7,1,1,F4,Cd2,Cd2,Ler-0,56,18,21.9,6.2,155.6,215,FALSE
317,3,3_4,5,10,3,5,2,2,F4,Cd2,Cd2,Ler-0,215,18,22.5,5.9,218.8,249,FALSE
318,5,5_4,10,16,4,8,3,3,F4,Cd2,Cd2,Ler-0,388,17,23.1,6.4,204.2,171,FALSE
319,1,1_4,4,11,2,12,1,1,F4,Cd2,Cd2,Sap-0,46,NA,NA,NA,NA,NA,FALSE
320,3,3_4,8,4,6,14,2,2,F4,Cd2,Cd2,Sap-0,218,NA,NA,NA,NA,NA,FALSE
321,5,5_4,13,16,4,9,3,3,F4,Cd2,Cd2,Sap-0,391,NA,NA,NA,NA,NA,FALSE
322,1,1_4,1,8,4,9,1,1,F4,Cd2,Cd2,Tol-0,43,48,46.7,10.4,545.7,168,FALSE
323,3,3_4,7,3,2,6,2,2,F4,Cd2,Cd2,Tol-0,217,47,42.5,9.5,345.3,165,FALSE
324,5,5_4,11,16,6,9,3,3,F4,Cd2,Cd2,Tol-0,389,58,43.4,9.3,553.8,149,FALSE
325,1,1_4,5,15,6,7,1,1,F4,Cd2,Cd2,TRE-1,47,31,51.7,10,400.2,143,FALSE
326,3,3_4,13,10,4,13,2,2,F4,Cd2,Cd2,TRE-1,223,48,47.1,11.2,NA,146,FALSE
327,5,5_4,14,10,4,14,3,3,F4,Cd2,Cd2,TRE-1,392,47,48,11.8,757.9,144,FALSE
328,1,1_4,2,11,3,5,1,1,F4,Cd2,Cd2,Tri-0,44,35,55,16.1,562,306,FALSE
329,3,3_4,6,1,4,6,2,2,F4,Cd2,Cd2,Tri-0,216,42,44.5,11.2,346.7,262,FALSE
330,5,5_4,3,15,1,9,3,3,F4,Cd2,Cd2,Tri-0,381,36,51.2,8.5,414,182,FALSE
331,1,1_4,10,13,2,3,1,1,F1,Cd2,Cd2,Abd-0,52,NA,NA,NA,NA,NA,FALSE
332,3,3_4,12,11,2,8,2,2,F1,Cd2,Cd2,Abd-0,222,34,37.9,13.8,614.3,389,FALSE
333,5,5_4,2,4,5,11,3,3,F1,Cd2,Cd2,Abd-0,380,44,33.2,10.1,511,220,FALSE
334,1,1_4,9,14,4,6,1,1,F1,Cd2,Cd2,Ang-0,51,20,33,6.7,295.7,371,FALSE
335,3,3_4,1,1,3,11,2,2,F1,Cd2,Cd2,Ang-0,211,29,35.2,NA,117.3,133,FALSE
336,5,5_4,9,3,1,10,3,3,F1,Cd2,Cd2,Ang-0,387,32,39.7,8.1,174.8,264,FALSE
337,1,1_4,12,1,1,8,1,1,F1,Cd2,Cd2,aaCol-0,54,26,38.3,8.6,261.4,432,FALSE
338,3,3_4,9,12,5,7,2,2,F1,Cd2,Cd2,aaCol-0,219,20,33.6,10.3,339.7,372,FALSE
339,5,5_4,12,15,2,1,3,3,F1,Cd2,Cd2,aaCol-0,390,21,39.3,9.6,316.2,311,FALSE
340,1,1_4,6,13,4,6,1,1,F1,Cd2,Cd2,Dja-1,48,NA,NA,NA,NA,NA,FALSE
341,3,3_4,10,14,3,5,2,2,F1,Cd2,Cd2,Dja-1,220,NA,NA,NA,NA,NA,FALSE
342,5,5_4,7,6,6,2,3,3,F1,Cd2,Cd2,Dja-1,385,NA,NA,NA,NA,NA,FALSE
343,1,1_4,8,9,1,4,1,1,F1,Cd2,Cd2,Fei-0,50,33,54.2,13,NA,332,FALSE
344,3,3_4,14,7,6,4,2,2,F1,Cd2,Cd2,Fei-0,224,34,45.2,10.9,390,291,FALSE
345,5,5_4,8,7,6,15,3,3,F1,Cd2,Cd2,Fei-0,386,38,52.9,13.7,637.3,359,FALSE
346,1,1_4,14,13,4,12,1,1,F1,Cd2,Cd2,Ler-0,56,22,20.3,5.9,142.5,185,FALSE
347,3,3_4,5,4,6,3,2,2,F1,Cd2,Cd2,Ler-0,215,22,21.3,NA,128.8,203,FALSE
348,5,5_4,10,9,1,14,3,3,F1,Cd2,Cd2,Ler-0,388,21,29.4,5.2,193.9,330,FALSE
349,1,1_4,4,11,1,7,1,1,F1,Cd2,Cd2,Sap-0,46,NA,NA,NA,NA,NA,FALSE
350,3,3_4,8,4,4,7,2,2,F1,Cd2,Cd2,Sap-0,218,NA,NA,NA,NA,NA,FALSE
351,5,5_4,13,15,1,6,3,3,F1,Cd2,Cd2,Sap-0,391,NA,NA,NA,NA,NA,FALSE
352,1,1_4,1,4,6,6,1,1,F1,Cd2,Cd2,Tol-0,43,50,43.2,10.6,324.6,172,FALSE
353,3,3_4,7,14,4,11,2,2,F1,Cd2,Cd2,Tol-0,217,31,49.3,11.7,534,275,FALSE
354,5,5_4,11,5,2,9,3,3,F1,Cd2,Cd2,Tol-0,389,33,46.2,6.8,298.9,252,FALSE
355,1,1_4,5,5,5,13,1,1,F1,Cd2,Cd2,TRE-1,47,56,44.5,10.2,633.5,108,FALSE
356,3,3_4,13,5,3,5,2,2,F1,Cd2,Cd2,TRE-1,223,39,63.2,11.3,472.9,246,FALSE
357,5,5_4,14,16,6,7,3,3,F1,Cd2,Cd2,TRE-1,392,26,50.9,8.1,303.6,175,FALSE
358,1,1_4,2,1,6,9,1,1,F1,Cd2,Cd2,Tri-0,44,NA,NA,NA,NA,NA,FALSE
359,3,3_4,6,5,2,8,2,2,F1,Cd2,Cd2,Tri-0,216,NA,NA,NA,NA,NA,FALSE
360,5,5_4,3,3,4,4,3,3,F1,Cd2,Cd2,Tri-0,381,NA,NA,NA,NA,NA,FALSE
361,7,7_1,2,11,6,11,4,4,F2,Cd2,Cd2,Abd-0,436,NA,NA,NA,NA,NA,TRUE
362,9,9_3,1,6,6,3,5,5,F2,Cd2,Cd2,Abd-0,631,17,22,NA,73.1,160,FALSE
363,11,11_4,3,15,3,8,6,6,F2,Cd2,Cd2,Abd-0,815,16,20.7,5.6,231.6,304,FALSE
364,7,7_1,14,7,4,6,4,4,F2,Cd2,Cd2,Ang-0,448,NA,36.8,7.1,183.1,262,FALSE
365,9,9_3,4,3,1,14,5,5,F2,Cd2,Cd2,Ang-0,634,37,39.5,NA,214.9,282,FALSE
366,11,11_4,9,1,3,2,6,6,F2,Cd2,Cd2,Ang-0,821,NA,NA,NA,NA,NA,TRUE
367,7,7_1,4,1,2,7,4,4,F2,Cd2,Cd2,aaCol-0,438,24,34.5,9.1,297.3,572,FALSE
368,9,9_3,10,8,4,7,5,5,F2,Cd2,Cd2,aaCol-0,640,23,45.3,10,332.6,327,FALSE
369,11,11_4,7,16,5,11,6,6,F2,Cd2,Cd2,aaCol-0,819,22,37.2,9.4,NA,228,FALSE
370,7,7_1,9,8,2,1,4,4,F2,Cd2,Cd2,Dja-1,443,31,28.4,8.3,242.1,290,FALSE
371,9,9_3,13,12,2,7,5,5,F2,Cd2,Cd2,Dja-1,643,26,47.6,11.4,359.8,383,FALSE
372,11,11_4,12,12,1,9,6,6,F2,Cd2,Cd2,Dja-1,824,30,48.5,11.6,386.9,295,FALSE
373,7,7_1,13,12,6,3,4,4,F2,Cd2,Cd2,Fei-0,447,30,43,13.1,471.4,490,FALSE
374,9,9_3,11,15,5,15,5,5,F2,Cd2,Cd2,Fei-0,641,29,42.4,12.9,441.4,277,FALSE
375,11,11_4,8,10,5,12,6,6,F2,Cd2,Cd2,Fei-0,820,27,50.2,9.4,521.5,554,FALSE
376,7,7_1,7,15,5,9,4,4,F2,Cd2,Cd2,Ler-0,441,18,22.4,4.7,144,185,FALSE
377,9,9_3,12,16,4,10,5,5,F2,Cd2,Cd2,Ler-0,642,16,22.6,2.6,NA,177,FALSE
378,11,11_4,13,4,4,12,6,6,F2,Cd2,Cd2,Ler-0,825,19,22.3,4.9,59.5,136,FALSE
379,7,7_1,10,6,1,6,4,4,F2,Cd2,Cd2,Sap-0,444,NA,NA,NA,NA,NA,FALSE
380,9,9_3,9,15,6,9,5,5,F2,Cd2,Cd2,Sap-0,639,NA,NA,NA,NA,NA,FALSE
381,11,11_4,11,6,6,13,6,6,F2,Cd2,Cd2,Sap-0,823,NA,NA,NA,NA,NA,FALSE
382,7,7_1,1,10,3,9,4,4,F2,Cd2,Cd2,Tol-0,435,25,52.4,6.6,393.7,395,FALSE
383,9,9_3,6,2,6,12,5,5,F2,Cd2,Cd2,Tol-0,636,37,50.2,9.2,297.1,393,FALSE
384,11,11_4,6,4,3,3,6,6,F2,Cd2,Cd2,Tol-0,818,37,44.8,8.7,288,267,FALSE
385,7,7_1,12,13,2,9,4,4,F2,Cd2,Cd2,TRE-1,446,30,53.5,11.8,629.3,406,FALSE
386,9,9_3,2,7,1,7,5,5,F2,Cd2,Cd2,TRE-1,632,29,51.5,9.1,333.2,238,FALSE
387,11,11_4,4,8,1,6,6,6,F2,Cd2,Cd2,TRE-1,816,26,65.9,11.3,509,379,FALSE
388,7,7_1,11,9,6,5,4,4,F2,Cd2,Cd2,Tri-0,445,25,57.5,7.4,378.4,444,FALSE
389,9,9_3,5,16,6,1,5,5,F2,Cd2,Cd2,Tri-0,635,20,42.1,9,229.2,233,FALSE
390,11,11_4,10,14,1,10,6,6,F2,Cd2,Cd2,Tri-0,822,25,55.6,13.8,395.4,256,FALSE
391,7,7_1,2,9,5,14,4,4,F3,Cd2,Cd2,Abd-0,436,18,40,5.1,285.9,452,FALSE
392,9,9_3,1,12,2,8,5,5,F3,Cd2,Cd2,Abd-0,631,17,35.5,NA,195.5,477,FALSE
393,11,11_4,3,12,1,8,6,6,F3,Cd2,Cd2,Abd-0,815,19,37.4,7.2,163.1,418,FALSE
394,7,7_1,14,8,2,15,4,4,F3,Cd2,Cd2,Ang-0,448,NA,45.7,9.3,460.2,431,FALSE
395,9,9_3,4,7,1,5,5,5,F3,Cd2,Cd2,Ang-0,634,49,43.2,8.3,392.3,268,FALSE
396,11,11_4,9,11,3,4,6,6,F3,Cd2,Cd2,Ang-0,821,42,47.8,9.4,534.5,461,FALSE
397,7,7_1,4,9,1,13,4,4,F3,Cd2,Cd2,aaCol-0,438,22,53.6,12.5,438.6,546,FALSE
398,9,9_3,10,8,2,7,5,5,F3,Cd2,Cd2,aaCol-0,640,23,44.6,8.9,331.7,536,FALSE
399,11,11_4,7,9,3,6,6,6,F3,Cd2,Cd2,aaCol-0,819,23,52,11.6,538.5,620,FALSE
400,7,7_1,9,15,2,4,4,4,F3,Cd2,Cd2,Dja-1,443,25,20.3,8.8,363.9,310,FALSE
401,9,9_3,13,11,1,9,5,5,F3,Cd2,Cd2,Dja-1,643,38,51.3,12.4,553.1,342,FALSE
402,11,11_4,12,1,4,12,6,6,F3,Cd2,Cd2,Dja-1,824,30,45.6,10.6,206.2,299,FALSE
403,7,7_1,13,16,2,11,4,4,F3,Cd2,Cd2,Fei-0,447,29,51.8,12.7,556.2,489,FALSE
404,9,9_3,11,15,3,9,5,5,F3,Cd2,Cd2,Fei-0,641,32,42.3,10.9,422.8,305,FALSE
405,11,11_4,8,3,3,13,6,6,F3,Cd2,Cd2,Fei-0,820,36,42.6,11.7,348,268,FALSE
406,7,7_1,7,16,5,6,4,4,F3,Cd2,Cd2,Ler-0,441,17,27.1,7.6,198.6,182,FALSE
407,9,9_3,12,9,2,13,5,5,F3,Cd2,Cd2,Ler-0,642,18,21.6,7.2,253.1,305,FALSE
408,11,11_4,13,10,6,13,6,6,F3,Cd2,Cd2,Ler-0,825,19,26.6,6.3,188.7,386,FALSE
409,7,7_1,10,8,6,3,4,4,F3,Cd2,Cd2,Sap-0,444,NA,NA,NA,NA,NA,FALSE
410,9,9_3,9,2,1,6,5,5,F3,Cd2,Cd2,Sap-0,639,NA,NA,NA,NA,NA,FALSE
411,11,11_4,11,15,1,10,6,6,F3,Cd2,Cd2,Sap-0,823,NA,NA,NA,NA,NA,FALSE
412,7,7_1,1,5,5,9,4,4,F3,Cd2,Cd2,Tol-0,435,28,44.6,10.6,350.1,211,FALSE
413,9,9_3,6,7,3,9,5,5,F3,Cd2,Cd2,Tol-0,636,27,44.3,9.9,248.2,135,FALSE
414,11,11_4,6,1,2,5,6,6,F3,Cd2,Cd2,Tol-0,818,34,48.1,8.9,291,365,FALSE
415,7,7_1,12,3,4,9,4,4,F3,Cd2,Cd2,TRE-1,446,46,48.8,7.6,303.5,149,FALSE
416,9,9_3,2,12,6,8,5,5,F3,Cd2,Cd2,TRE-1,632,55,45.8,9.6,503.8,210,FALSE
417,11,11_4,4,1,3,9,6,6,F3,Cd2,Cd2,TRE-1,816,46,56,10.6,456.1,216,FALSE
418,7,7_1,11,9,5,2,4,4,F3,Cd2,Cd2,Tri-0,445,42,57.6,13.6,554.7,317,FALSE
419,9,9_3,5,8,4,14,5,5,F3,Cd2,Cd2,Tri-0,635,40,48,12.2,425.6,224,FALSE
420,11,11_4,10,4,6,2,6,6,F3,Cd2,Cd2,Tri-0,822,40,48,12,382.8,219,FALSE
421,7,7_1,2,3,1,4,4,4,F4,Cd2,Cd2,Abd-0,436,18,33.2,5.2,132.7,232,FALSE
422,9,9_3,1,8,1,10,5,5,F4,Cd2,Cd2,Abd-0,631,16,31.2,2.8,143.9,267,FALSE
423,11,11_4,3,3,1,13,6,6,F4,Cd2,Cd2,Abd-0,815,19,34.9,NA,116.4,194,FALSE
424,7,7_1,14,9,2,6,4,4,F4,Cd2,Cd2,Ang-0,448,53,56.7,9.5,537.7,292,FALSE
425,9,9_3,4,10,1,5,5,5,F4,Cd2,Cd2,Ang-0,634,46,44.3,8.9,NA,335,FALSE
426,11,11_4,9,8,2,6,6,6,F4,Cd2,Cd2,Ang-0,821,38,38.8,7.3,240.5,226,FALSE
427,7,7_1,4,6,1,11,4,4,F4,Cd2,Cd2,aaCol-0,438,22,37.2,10.3,NA,390,FALSE
428,9,9_3,10,1,4,5,5,5,F4,Cd2,Cd2,aaCol-0,640,27,44.2,11.2,359.7,682,FALSE
429,11,11_4,7,9,4,15,6,6,F4,Cd2,Cd2,aaCol-0,819,19,45,9.2,471.4,582,FALSE
430,7,7_1,9,13,3,14,4,4,F4,Cd2,Cd2,Dja-1,443,29,27.8,9.9,383.1,599,FALSE
431,9,9_3,13,14,6,5,5,5,F4,Cd2,Cd2,Dja-1,643,36,45.6,9.6,527.8,220,FALSE
432,11,11_4,12,9,3,5,6,6,F4,Cd2,Cd2,Dja-1,824,50,38,12.5,910.3,193,FALSE
433,7,7_1,13,12,3,7,4,4,F4,Cd2,Cd2,Fei-0,447,45,61.2,10,520.7,263,FALSE
434,9,9_3,11,7,5,15,5,5,F4,Cd2,Cd2,Fei-0,641,45,42.3,13.7,693.6,520,FALSE
435,11,11_4,8,7,5,10,6,6,F4,Cd2,Cd2,Fei-0,820,34,42.6,12.8,472.1,293,FALSE
436,7,7_1,7,16,3,13,4,4,F4,Cd2,Cd2,Ler-0,441,17,21.9,2,73.4,183,FALSE
437,9,9_3,12,7,4,1,5,5,F4,Cd2,Cd2,Ler-0,642,19,22,5.9,105,172,FALSE
438,11,11_4,13,15,1,15,6,6,F4,Cd2,Cd2,Ler-0,825,19,NA,NA,15.2,NA,FALSE
439,7,7_1,10,9,4,8,4,4,F4,Cd2,Cd2,Sap-0,444,NA,NA,NA,NA,NA,FALSE
440,9,9_3,9,12,1,12,5,5,F4,Cd2,Cd2,Sap-0,639,NA,NA,NA,NA,NA,FALSE
