ecotype,treat,gen,trait,Estimate,Std.Error,df,tvalue,Pvalue
Tri-0,Salt1,F3,flt,-3.51799587390484,4.42382496520707,73.6828668567972,-0.795238487411576,0.429029085683853
aaCol-0,Salt1,F4,flt,3.36629793265567,4.66132516850616,74.9999999990113,0.722176164709507,0.47243192814495
Abd-0,Salt1,F4,flt,8.24080372544504,6.71297592039252,74.9999999994778,1.22759321993266,0.223438783744229
Ang-0,Salt1,F4,flt,5.08120168336984,4.38590435379464,74.9999999994449,1.15852998001966,0.250323510564605
Dja-1,Salt1,F4,flt,-1.23701363079312,4.18611724520389,74.9999999985821,-0.295503818535036,0.768425604108456
Fei-0,Salt1,F4,flt,0.135755805387006,4.33979414079702,74.9999999987153,0.0312816232712074,0.975128042375741
Ler-0,Salt1,F4,flt,-0.598971424621664,4.80791398623833,74.9999999990392,-0.12458031203056,0.901189121210822
Sap-0,Salt1,F4,flt,13.2690384049261,4.53329575257466,74.9999999997317,2.92701803040095,0.00452776595985983
Tol-0,Salt1,F4,flt,-4.44918683976259,4.30444646604076,74.9999999993258,-1.03362578089047,0.304632632556557
TRE-1,Salt1,F4,flt,11.9383370243952,4.48823912422976,74.9999999994138,2.65991554682237,0.00955273139416528
Tri-0,Salt1,F4,flt,-2.62045484670577,4.29880359239364,74.9999999992634,-0.609577709328809,0.543983942044917
aaCol-0,Salt2,F1,flt,3.76763607703316,4.56671087087583,39.0000000001951,0.825021811882428,0.414377170840688
Fei-0,Salt2,F1,flt,5.77314811878612,4.18666565573192,39.0000000001415,1.37893698554174,0.175771957827991
aaCol-0,Salt2,F2,flt,5.28224808244071,3.10535686844752,58.8554401291542,1.70101160871777,0.0942191444331802
Ang-0,Salt2,F2,flt,3.17280591063914,3.11491146311314,59.7847524971379,1.0185862257119,0.312503832270266
Fei-0,Salt2,F2,flt,5.53885216202363,2.97232099341339,59.5343785401495,1.86347711915962,0.0673294577181587
Sap-0,Salt2,F2,flt,5.87580171993947,3.3654867986275,61.8299810336697,1.74589950028498,0.0857955539970902
Tol-0,Salt2,F2,flt,-1.01924195053546,3.01686345474879,61.8011583359657,-0.337848220784104,0.736622505994543
TRE-1,Salt2,F2,flt,-9.42277082749678,3.2077120943459,57.5932528311114,-2.93753633441913,0.00475044756947448
Tri-0,Salt2,F2,flt,2.38336436896748,2.8697683709229,60.5725371241294,0.830507574449643,0.409513435020494
aaCol-0,Salt2,F3,flt,-2.55672006772931,4.8566915409808,65.3905620863291,-0.526432458424771,0.600368908894772
Ang-0,Salt2,F3,flt,-0.730335879212714,5.01760978985841,64.1621598988014,-0.145554538874041,0.884729363753187
Fei-0,Salt2,F3,flt,5.89471198379179,5.36832603625018,60.662902244897,1.09805401981682,0.276520190452546
Sap-0,Salt2,F3,flt,7.76974655808444,5.10388667731223,64.8720024064473,1.52231956728633,0.132788999233845
Tol-0,Salt2,F3,flt,-2.76393999996516,4.8395456678087,63.0680171777967,-0.571115594248881,0.569950899089488
TRE-1,Salt2,F3,flt,-27.2913560363619,4.96143744862646,64.3862288384474,-5.50069537688464,6.99222596370329e-07
Tri-0,Salt2,F3,flt,-2.71817268144727,4.95787836468218,62.5003318485899,-0.548253200564656,0.585471074546613
aaCol-0,Salt2,F4,flt,0.796241666192844,4.64097362912953,63.6126826200318,0.171567806633322,0.864321935364642
Ang-0,Salt2,F4,flt,9.14401491791861,4.44895484169689,63.3989807668237,2.05531753935065,0.0439729880414807
Fei-0,Salt2,F4,flt,3.39817888961624,4.49448907824273,64.4274629500601,0.756076793259195,0.452358854267942
Sap-0,Salt2,F4,flt,23.2368136113556,4.74184988795181,62.2377639883014,4.90036887721734,7.1586165804796e-06
Tol-0,Salt2,F4,flt,-6.13458355680373,4.34112499528291,63.0050646099752,-1.41313220961608,0.16253828517231
TRE-1,Salt2,F4,flt,-17.1914693288619,4.57005490941929,61.2414753968813,-3.761764282838,0.000379761267157527
Tri-0,Salt2,F4,flt,-7.85842675152932,4.38141022902422,62.880318440978,-1.7935838784216,0.0776881919964285
Abd-0,Cd1,F1,flt,7.63188062085907,4.52699371396535,62.9999999980125,1.68586066230122,0.09676978021075
Ang-0,Cd1,F1,flt,3.41732461341842,4.4997974838009,62.9999999977013,0.759439647166491,0.450421993668595
Dja-1,Cd1,F1,flt,1.51233854890054,4.34824546329485,62.9999999981886,0.347804318239793,0.729146550256196
Fei-0,Cd1,F1,flt,-4.2155610063987,4.37106329530155,62.9999999977075,-0.964424608293823,0.338520573258719
Ler-0,Cd1,F1,flt,-0.425184759990527,5.23675912598584,62.9999999980533,-0.081192346212885,0.935546377237646
Tol-0,Cd1,F1,flt,-2.99125651524734,4.6229000013612,62.999999998243,-0.647051961834903,0.519949024578767
TRE-1,Cd1,F1,flt,-8.7619288577464,3.94795320725993,62.999999998026,-2.21935985503425,0.0300708120368829
Tri-0,Cd1,F1,flt,3.56833086235463,4.16667815974834,62.999999998008,0.856397044731228,0.39502395168273
aaCol-0,Cd1,F2,flt,1.93743783167975,3.44233231297463,74.5499819397434,0.562827076391573,0.575241389446675
Abd-0,Cd1,F2,flt,1.3696854580525,3.61411806190727,66.896924188642,0.378981935451682,0.705901503673575
Ang-0,Cd1,F2,flt,1.77489309271041,3.75063521274473,74.4957679481062,0.47322466516586,0.637436649168669
Dja-1,Cd1,F2,flt,-5.49830634218261,3.61530961852309,69.6030402942588,-1.52083968521312,0.13283020564639
Fei-0,Cd1,F2,flt,8.65066717923094,3.53945901100745,67.9704850084747,2.44406479982619,0.0171228674680805
Ler-0,Cd1,F2,flt,0.972384174767792,3.77412949373496,78.8283048602853,0.257644624113175,0.797352588342261
Sap-0,Cd1,F2,flt,1.11050756503942,3.653415542514,68.6736381717102,0.303964208866111,0.762074265010269
Tol-0,Cd1,F2,flt,-1.01977858974864,3.56522753832107,73.6147434787453,-0.286034644012897,0.775654972682039
TRE-1,Cd1,F2,flt,1.31565437728544,3.65621214872852,62.5955139454556,0.359840819888685,0.720177420167757
Tri-0,Cd1,F2,flt,0.960977556402113,3.51392581505494,65.449252624873,0.273476905028824,0.785347806700282
aaCol-0,Cd1,F3,flt,-1.40284114178186,4.28258885650919,77.9023914186436,-0.327568484574385,0.744116628582392
Abd-0,Cd1,F3,flt,4.64173903879361,4.43640093107965,78.0509011204513,1.04628484009988,0.298658982088452
Ang-0,Cd1,F3,flt,5.75575245520936,4.27738236680476,74.5130267429461,1.34562495508414,0.18250391703783
Dja-1,Cd1,F3,flt,0.0839458838179649,4.72737460573813,76.8323996769593,0.0177574004218051,0.985878421455559
Fei-0,Cd1,F3,flt,6.52079343553827,4.68058102735634,73.6801595811807,1.39315896839015,0.167760715279374
Ler-0,Cd1,F3,flt,-1.0041855428303,4.52955036337234,80.1020053783515,-0.221696517815659,0.825114359198684
Sap-0,Cd1,F3,flt,-1.28671404634131,4.30637154882847,77.3664827964388,-0.298793086418973,0.765899027154681
Tol-0,Cd1,F3,flt,-5.88691175751933,4.25210685264612,74.2670332568539,-1.38446938459598,0.170360551616145
TRE-1,Cd1,F3,flt,3.74262435463583,4.24229958467043,68.8189416263107,0.882215949142258,0.380731191312917
Tri-0,Cd1,F3,flt,0.00515695983182061,4.50106443407148,75.7115249417274,0.00114572006407734,0.999088861323885
aaCol-0,Cd1,F4,flt,3.00691133529763,4.00608769195491,77.6393436626957,0.750585500496196,0.455170970569546
Abd-0,Cd1,F4,flt,17.5528280500555,5.79955307944689,78.6150451645489,3.02658287795679,0.00334277064701724
Ang-0,Cd1,F4,flt,3.09758683627737,3.78975068683982,77.3550768681164,0.817359001222419,0.416233681309878
Dja-1,Cd1,F4,flt,1.70196635450219,3.90917106991176,77.6035266493233,0.435377813880273,0.664496744163494
Fei-0,Cd1,F4,flt,3.75569609663048,3.89859049516059,77.5342808465247,0.963347163876922,0.338368311412393
Ler-0,Cd1,F4,flt,-2.64987402914289,4.240132363919,78.7973381582522,-0.624950780237839,0.533808963935412
Sap-0,Cd1,F4,flt,7.91979746707486,3.90192370284372,77.0602516121699,2.0297161272792,0.0458375269519282
Tol-0,Cd1,F4,flt,-7.86454650665938,3.90618425190393,77.8821234949474,-2.01335779356186,0.0475318584294694
TRE-1,Cd1,F4,flt,8.42792027244649,3.89005136781209,77.9566082746532,2.16653187209368,0.0333254839461335
Tri-0,Cd1,F4,flt,-6.23738829602289,4.16114821333539,76.3796680034945,-1.49895845479228,0.138006390205575
aaCol-0,Cd2,F1,flt,3.22143414002708,4.62406937182319,60.0000000002651,0.696666481618316,0.488701889081998
Abd-0,Cd2,F1,flt,4.57845333908078,4.76120854040116,60.0000000008047,0.961615795701951,0.340102100197292
Ang-0,Cd2,F1,flt,2.18950827908459,4.5619755549026,60.0000000007256,0.479947394003809,0.633009876495431
Fei-0,Cd2,F1,flt,1.10336015398844,4.50461347829258,60.0000000004313,0.24494002855194,0.807338662505969
Ler-0,Cd2,F1,flt,-0.190775453646253,4.34715636680147,60.0000000003734,-0.0438851142101015,0.965141707258401
Tol-0,Cd2,F1,flt,-0.555346835750727,5.50173400398539,60.0000000008191,-0.100940328148987,0.919934381952566
TRE-1,Cd2,F1,flt,10.7532886817599,4.73111901835473,60.0000000008981,2.27288483761278,0.026628102207691
aaCol-0,Cd2,F2,flt,1.90584832636036,3.17776896138165,70.9999999979585,0.599744144247578,0.55058603721176
Abd-0,Cd2,F2,flt,-7.72659985991394,3.44689575880098,70.9999999975732,-2.24161111927611,0.0281133069886891
Ang-0,Cd2,F2,flt,9.64554334766746,4.04809827905381,70.9999999972251,2.3827344799351,0.0198644514987404
Dja-1,Cd2,F2,flt,-2.14288541725378,3.44432532929345,70.999999997682,-0.62214953942616,0.535836441999061
Fei-0,Cd2,F2,flt,-0.377210562022544,3.17216125379429,70.9999999977489,-0.118912795360373,0.905680253038477
Ler-0,Cd2,F2,flt,-1.48731267843836,3.31400980949239,70.999999997338,-0.448795496675424,0.654946001811718
Tol-0,Cd2,F2,flt,-2.99951358923179,3.15315407272121,70.9999999969129,-0.951274032303527,0.344692442970922
TRE-1,Cd2,F2,flt,4.00655334324527,3.61169731856163,70.9999999978918,1.1093269977676,0.271032469840666
Tri-0,Cd2,F2,flt,4.49785026745958,3.55735063204569,70.9999999971472,1.26438204514944,0.210227863759008
aaCol-0,Cd2,F3,flt,-2.85133664465047,4.37429183667575,72.6706637694628,-0.651839600811214,0.516560985680708
Abd-0,Cd2,F3,flt,-11.6378854975885,4.35026442928902,72.5290137466677,-2.67521335467199,0.00922476490776951
Ang-0,Cd2,F3,flt,13.3655374496597,4.74421338686155,73.0286502026101,2.81722940343994,0.00622691479295729
Dja-1,Cd2,F3,flt,6.13188939384764,4.70107553891639,73.2732958505898,1.30435883088597,0.196193600091216
Fei-0,Cd2,F3,flt,4.19512170468166,4.70140804343338,65.7847457847667,0.892311764034423,0.375478284122111
Ler-0,Cd2,F3,flt,2.06053582270394,4.58217267616004,75.6553144313616,0.449685327972126,0.65422311375649
Tol-0,Cd2,F3,flt,-6.93982923490911,4.1841139711073,66.8880012245148,-1.65861381473615,0.101876219840136
TRE-1,Cd2,F3,flt,5.85618284769007,4.67932539469269,71.0549688798411,1.25150152078164,0.214856130902887
Tri-0,Cd2,F3,flt,0.379717843892284,4.31593394237805,64.9315204062411,0.0879804577553526,0.930162991346505
aaCol-0,Cd2,F4,flt,-1.67706988952861,4.68216616927503,73.9999999984446,-0.358182479838875,0.721226502905881
Abd-0,Cd2,F4,flt,-6.58866797726566,6.24407035253529,73.9999999978137,-1.05518797919861,0.294772302046177
Ang-0,Cd2,F4,flt,2.87798215784535,4.19881494491477,73.9999999990711,0.685427244496904,0.495216006690745
Dja-1,Cd2,F4,flt,4.73050224409222,4.27197058240902,73.999999998781,1.10733492959229,0.271735634786179
Fei-0,Cd2,F4,flt,1.11527602290752,4.29404611825609,73.9999999982819,0.259726139914039,0.79579627202916
Ler-0,Cd2,F4,flt,0.762733808325244,4.57829711132735,73.9999999985086,0.166597708662929,0.868140976705496
Tol-0,Cd2,F4,flt,-1.92504250365988,4.46183560695978,73.9999999987999,-0.431446308926557,0.667398250332377
TRE-1,Cd2,F4,flt,5.82609158254168,4.54484831000861,73.9999999984562,1.28191111895012,0.203875616313785
Tri-0,Cd2,F4,flt,-3.10741601306877,4.25874924120226,73.9999999982719,-0.729654609152694,0.467904744965841
aaCol-0,Drought,F1,height,-0.195716384052843,3.4328592879297,70.9999999979519,-0.0570126438741614,0.95469526916778
Abd-0,Drought,F1,height,-2.78210143915884,3.57120970268308,70.9999999979702,-0.779036144830315,0.438547307724328
Ang-0,Drought,F1,height,0.312208357304507,3.71360011001889,70.9999999979717,0.0840716146205948,0.933236091925839
Dja-1,Drought,F1,height,-1.5653750526105,3.51894202464678,70.999999997594,-0.444842524158274,0.657786749891321
Ler-0,Drought,F1,height,6.17764953598109,3.46198110388688,70.9999999981045,1.78442612787379,0.0786266624830258
Sap-0,Drought,F1,height,-0.845096429979794,4.76351104163811,70.9999999977051,-0.177410406440283,0.859691193924927
Tol-0,Drought,F1,height,-0.783452007172285,3.33803352638694,70.9999999983139,-0.234704654994968,0.815113527999748
TRE-1,Drought,F1,height,-2.1908220771112,3.54370348359922,70.9999999976048,-0.618229512500312,0.538402282014986
Tri-0,Drought,F1,height,-2.41525595431929,3.70868125371962,70.9999999980402,-0.651243875945637,0.516991416832844
aaCol-0,Drought,F2,height,7.47405689940533,3.76131301466496,79.9843212395462,1.98708718744353,0.0503361244858816
Abd-0,Drought,F2,height,-0.636428153682076,4.19684619275647,79.9989368481871,-0.151644383532691,0.879849195460491
Ang-0,Drought,F2,height,-0.693635736127323,3.91529227775483,79.9658905257094,-0.177160652875979,0.859830165454702
Dja-1,Drought,F2,height,2.50305898289687,4.03112509534016,79.877297438344,0.62093309527663,0.536411501518145
Fei-0,Drought,F2,height,4.37825584267777,3.97600922794621,79.9716165002279,1.10116843087392,0.274126688785659
Ler-0,Drought,F2,height,2.05698947329084,4.0441690207747,79.9957659703639,0.508630935730971,0.612410872718501
Sap-0,Drought,F2,height,7.1509504145723,4.03939374576436,79.9751335742941,1.77030288816748,0.0804875925608614
Tol-0,Drought,F2,height,2.0018900339304,3.77268114211184,79.9991424871152,0.530627942972618,0.597146607553977
TRE-1,Drought,F2,height,-5.10924969279131,4.00593199600576,79.9756985014094,-1.27542097516524,0.205852651340888
Tri-0,Drought,F2,height,8.56650684324323,3.91843920945489,79.9448948194434,2.18620383916456,0.0317255468377032
aaCol-0,Drought,F3,height,1.77263040317272,3.95339321610076,80.8857692038719,0.448382011673777,0.655076346029502
Abd-0,Drought,F3,height,-1.78120074876495,3.69992843847099,80.1498157978636,-0.481414918798007,0.631533422749007
Ang-0,Drought,F3,height,1.96037183121495,3.56464891490179,80.3918158868009,0.549948081287821,0.583879700218225
Dja-1,Drought,F3,height,-2.99200240263509,3.87789791472858,79.9182354335,-0.771552647446239,0.442654821558468
Fei-0,Drought,F3,height,-1.54356056894253,4.04069168584339,80.9914098866966,-0.382004045087234,0.703458857416156
Ler-0,Drought,F3,height,3.78656285287245,4.18356472709245,80.2346141090127,0.905104402556737,0.368119942514489
Sap-0,Drought,F3,height,1.16874238806647,3.8870793715305,80.8753762021691,0.300673661728262,0.764434943542372
Tol-0,Drought,F3,height,5.26384730201924,4.09411583094495,80.9998490206088,1.2857103998458,0.202207733119581
TRE-1,Drought,F3,height,-11.3122906949137,3.84847220991379,80.7338715292669,-2.9394237707558,0.00428675938324258
Tri-0,Drought,F3,height,-2.57314210030284,3.71890771527432,80.8028439702421,-0.691908027116245,0.490978527050514
aaCol-0,Drought,F4,height,-2.98043699043899,4.47892947588326,76.9909948231926,-0.665435123836424,0.507760884236402
Abd-0,Drought,F4,height,-5.58880302054066,4.76076372984122,76.9998391421938,-1.17392992756796,0.244041287445432
Ang-0,Drought,F4,height,-6.59521710808887,4.23885079169207,76.4182036664289,-1.55589744300865,0.123864495377833
Dja-1,Drought,F4,height,8.4460388390367,4.0000836827549,76.2573385684385,2.11146553644593,0.038008351403985
Fei-0,Drought,F4,height,0.803001575512256,4.03214737710888,75.7788785278593,0.199149857485622,0.842678908286513
Ler-0,Drought,F4,height,4.4476886767753,4.60711394845473,75.8873993660109,0.965395847929287,0.337413057089709
Sap-0,Drought,F4,height,2.76605375914158,3.90999145844913,76.3275900906797,0.707432174350252,0.481452409874908
Tol-0,Drought,F4,height,6.67582097101793,4.04745085435075,76.6001798797369,1.64938901329508,0.103163285762138
TRE-1,Drought,F4,height,-7.09193224589729,4.04765572905243,75.0333518748144,-1.75210855878732,0.0838406601406242
Tri-0,Drought,F4,height,-1.65704600641049,4.03205309342715,76.7182691837289,-0.410968300271572,0.682241466291104
aaCol-0,Salt1,F1,height,-0.215375548440859,3.50242275340165,62.0000000002167,-0.0614933043795699,0.951164151971042
Abd-0,Salt1,F1,height,-1.24420780297469,3.51068143117233,61.9999999998857,-0.354406353116241,0.724236959962645
Ang-0,Salt1,F1,height,3.69016859822171,3.70104785681244,62.0000000001364,0.997060492322274,0.322610710733474
Dja-1,Salt1,F1,height,-1.7045497777445,3.793184147097,61.9999999999436,-0.449371744593266,0.654730522777068
Sap-0,Salt1,F1,height,12.0663851705683,5.00459585918681,62.0000000000151,2.41106085487769,0.0188830651923825
Tol-0,Salt1,F1,height,1.00669575507557,3.52589437516179,61.9999999997017,0.285515006395897,0.776201310413122
TRE-1,Salt1,F1,height,-1.12329714966479,3.5158561352034,61.9999999999886,-0.319494628468296,0.750425534326396
aaCol-0,Salt1,F2,height,-0.631777276388912,3.49041285216361,80.9999999972274,-0.1810035956054,0.856816892575914
Abd-0,Salt1,F2,height,1.0272373089048,3.64423736252892,80.9999999975503,0.28187991250711,0.778754525576448
Ang-0,Salt1,F2,height,4.90469883208115,3.42014531667994,80.9999999973515,1.43406153187734,0.155404030092392
Dja-1,Salt1,F2,height,-0.503512581317715,3.60053447079247,80.9999999974287,-0.139843844129867,0.889130517673502
Fei-0,Salt1,F2,height,-4.33746615456063,3.61448081053681,80.999999997185,-1.20002467350669,0.233627871226041
Ler-0,Salt1,F2,height,2.321388595611,3.54737896873208,80.9999999969914,0.654395432817466,0.514710900703573
Sap-0,Salt1,F2,height,10.3970822198246,3.6278241447789,80.9999999977029,2.86592784128964,0.00529587958679313
Tol-0,Salt1,F2,height,1.73576739214027,3.56585057153881,80.9999999973208,0.486775134660569,0.627732293634965
TRE-1,Salt1,F2,height,-3.91242316541522,3.68846083712057,80.9999999968564,-1.06071972516034,0.291969892900648
Tri-0,Salt1,F2,height,-1.89730946935587,3.6113672453612,80.9999999972036,-0.525371511798741,0.600760189528189
aaCol-0,Salt1,F3,height,2.44012515775177,3.44604950957193,83.4422145133169,0.708093470791394,0.480860550799057
Abd-0,Salt1,F3,height,-4.83870001401411,3.52275512740685,83.8095294218716,-1.37355559470179,0.173242823188038
Ang-0,Salt1,F3,height,1.29890546993883,3.3600448206203,83.5966259216041,0.386573852219937,0.700053957494838
Dja-1,Salt1,F3,height,1.96647506039031,3.55243440399739,83.8173789705001,0.553557036317835,0.581355712210157
Fei-0,Salt1,F3,height,-0.0802771131804316,3.46613970111181,83.4636491910073,-0.0231603801643314,0.981577624195967
Ler-0,Salt1,F3,height,-2.78328593398849,3.56323914817371,83.308963068854,-0.781111179533099,0.43695118025635
Sap-0,Salt1,F3,height,-0.111670289032561,3.59945727469573,83.8252322426087,-0.0310242018477634,0.975323987751211
Tol-0,Salt1,F3,height,1.40359552718027,3.46788020581541,83.6311413297938,0.404741641544172,0.686700786790824
TRE-1,Salt1,F3,height,-2.66666579210884,3.78763585515465,83.9893234569609,-0.704044922502182,0.483352256201997
Tri-0,Salt1,F3,height,-6.27529043735947,3.50686293248579,83.117657983616,-1.78943134025239,0.0771878389558637
aaCol-0,Salt1,F4,height,0.634682367869304,3.78987796966298,75.6317623096968,0.167467758315644,0.86744899129264
Abd-0,Salt1,F4,height,-6.79193592991322,4.5564188692715,75.9720885409844,-1.49063027890567,0.140198996374093
Ang-0,Salt1,F4,height,-7.21092053302717,3.50353525344336,75.7712964803058,-2.0581840944629,0.0430112988136248
Dja-1,Salt1,F4,height,-1.94550403985256,3.34185467496402,75.7337787530611,-0.582162969092457,0.56218602611935
