ecotype,treat,gen,trait,Estimate,Std.Error,df,tvalue,Pvalue
aaCol-0,Salt1,F1,flt,-0.720333470494034,4.18007406890728,194.999999993306,-0.172325527878107,0.863360334734655
Abd-0,Salt1,F1,flt,-8.58785063530152,4.29539587764327,194.999999993086,-1.99931528546639,0.0469625985290143
Ang-0,Salt1,F1,flt,1.75565634290404,4.45197063597121,194.999999991611,0.394354879324364,0.693749995429272
Dja-1,Salt1,F1,flt,1.39015854584457,4.12913820930416,194.999999989643,0.336670383837514,0.736727435910254
En-1,Salt1,F1,flt,-0.461866416575145,4.33123518657476,194.999999993173,-0.10663618960401,0.915187231966386
Fei-0,Salt1,F1,flt,-5.53531938103522,4.5840558823727,194.999999992795,-1.20751568546982,0.228696174768907
Kar-1,Salt1,F1,flt,1.86112631199964,4.22971173863389,194.999999992072,0.440012565159049,0.660415313516407
Ler-0,Salt1,F1,flt,-0.928374274008307,4.99839811415438,194.999999991113,-0.185734359850079,0.852846140358526
Olympia-2,Salt1,F1,flt,3.02591805398487,4.19565672534745,194.999999992768,0.721202484393976,0.471648728742244
Sap-0,Salt1,F1,flt,10.029021407645,4.15503691651799,194.999999991089,2.41370211845181,0.0167159078369132
Tol-0,Salt1,F1,flt,-0.368637803890398,4.17645695489132,194.999999991103,-0.088265677791474,0.929756098006941
TRE-1,Salt1,F1,flt,-4.46664876913219,4.61156384394043,194.999999991436,-0.968575719709778,0.333956709649062
Tri-0,Salt1,F1,flt,-4.11483606288286,4.25403064076141,194.999999993334,-0.967279366409632,0.334602529372201
Ws-2,Salt1,F1,flt,2.81036171867301,4.16573212058714,194.99999999154,0.674638127781703,0.500704757024367
aaCol-0,Salt1,F2,flt,0.306196265061567,1.83698961010234,205.765653333266,0.166683721768306,0.867782595465837
Abd-0,Salt1,F2,flt,-2.51455161993038,1.83915654311406,205.688011196743,-1.36723088056046,0.173045212285603
Ang-0,Salt1,F2,flt,0.397284701683974,1.84226040319598,205.673436767407,0.215650676199064,0.82947375926097
Dja-1,Salt1,F2,flt,-1.87185873333263,1.83836266736127,205.74039522557,-1.01822059736419,0.309768986422918
En-1,Salt1,F2,flt,-1.12357769133952,1.82822809324325,205.581051940868,-0.614571942905827,0.539517028217089
Fei-0,Salt1,F2,flt,-1.42186781511091,1.91527571578069,206.108072615754,-0.742382834698727,0.458700629612314
Kar-1,Salt1,F2,flt,-1.55096310854352,1.83088162690702,205.671031281092,-0.847112716491466,0.397916941258965
Ler-0,Salt1,F2,flt,0.317516255548656,1.86632682008883,205.658013677222,0.170128967837232,0.865075955662281
Olympia-2,Salt1,F2,flt,-3.02459742159828,1.84497580292853,205.617613723372,-1.6393696962298,0.102665364377881
Sap-0,Salt1,F2,flt,4.33399827746136,1.9643498649271,206.430352468239,2.2063270677203,0.0284638082898729
Tol-0,Salt1,F2,flt,0.151138416141777,1.82996581142715,205.681826140983,0.0825908414233747,0.934257203263661
TRE-1,Salt1,F2,flt,-3.19020615855454,1.86457563459212,205.65159230206,-1.71095561873112,0.0885971609446901
Tri-0,Salt1,F2,flt,1.65364789050529,1.87852002530443,206.015715675448,0.880292926468695,0.379726375297289
Ws-2,Salt1,F2,flt,0.313009644947025,1.83829978861446,205.714873135231,0.170271272882505,0.864964142849297
aaCol-0,Salt1,F3,flt,1.08575825889019,2.44714538730872,205.160014736064,0.443683593349665,0.657738924324325
Abd-0,Salt1,F3,flt,0.48928248280746,2.39814370106293,205.456169310353,0.204025506307481,0.838535517196074
Ang-0,Salt1,F3,flt,-2.14426816405765,2.36642627344264,205.731784265916,-0.906120840577976,0.365931896545489
Dja-1,Salt1,F3,flt,0.986245463131691,2.38034265370621,205.328787794479,0.414329198191739,0.679065544145705
En-1,Salt1,F3,flt,5.42718404724695,2.3643646265171,205.20461942409,2.29540908639022,0.0227203276778729
Fei-0,Salt1,F3,flt,-0.992575248609984,2.44686603041768,205.92319442504,-0.405651652469323,0.68541973545917
Kar-1,Salt1,F3,flt,0.925592273594753,2.42967693181497,206.310895674234,0.380952817831355,0.703630245651747
Ler-0,Salt1,F3,flt,-0.370182066911267,2.42105861897634,206.145974024556,-0.152900910374399,0.87862597462063
Olympia-2,Salt1,F3,flt,0.903134077868398,2.37591328004865,205.485779355118,0.380120808891604,0.704248346920132
Sap-0,Salt1,F3,flt,4.30660848877199,2.38840557649819,205.314319296548,1.80313114788746,0.0728338323379769
Tol-0,Salt1,F3,flt,0.600312481985564,2.38782927072632,205.398806729218,0.25140511063547,0.80175226156043
TRE-1,Salt1,F3,flt,-2.0216697218159,2.36499508714013,205.4324525554,-0.854830410772908,0.39364084479146
Tri-0,Salt1,F3,flt,-3.08945869059363,2.40537105213536,205.156041365547,-1.28440004624275,0.200450471240701
Ws-2,Salt1,F3,flt,-0.0202367495237353,2.36176922480722,205.593865938914,-0.00856847032774216,0.99317174198621
aaCol-0,Salt1,F4,flt,-1.79618534744414,3.81689226451329,196.999999998805,-0.470588432412352,0.638455277019671
Abd-0,Salt1,F4,flt,4.88661252511702,4.35742439261746,196.999999998308,1.12144516687338,0.263463528291474
Ang-0,Salt1,F4,flt,0.171537966860111,3.93098381053114,196.999999999625,0.0436374137183062,0.965237626783431
Dja-1,Salt1,F4,flt,1.26537220484658,3.72089978596928,196.999999999464,0.340071562695139,0.734164958959051
En-1,Salt1,F4,flt,2.88202665286524,3.64829903915653,197.000000000204,0.789964479866637,0.430498350555451
Fei-0,Salt1,F4,flt,5.61379777642087,3.78275119094258,197.000000000682,1.48405155217783,0.139393455187026
Kar-1,Salt1,F4,flt,0.972993640998717,3.74169806420698,197.000000000193,0.260040661833823,0.795103988022647
Ler-0,Salt1,F4,flt,0.515791388083189,3.77815502893391,197.000000000071,0.136519381585231,0.89155011558183
Olympia-2,Salt1,F4,flt,-4.58593091742126,3.70953139825113,196.99999999842,-1.23625612647013,0.217835317333812
Sap-0,Salt1,F4,flt,5.72877162945894,3.68534765918372,196.999999998984,1.55447251094021,0.121676778346076
Tol-0,Salt1,F4,flt,0.584914847699321,3.86465467074355,197.00000000031,0.151349835245897,0.879854632246072
TRE-1,Salt1,F4,flt,-5.23335063184378,4.02157338981082,196.99999999964,-1.30131919141477,0.19466906803701
Tri-0,Salt1,F4,flt,2.20170363721537,3.73905693417717,196.999999999293,0.588839291825301,0.556643654736477
Ws-2,Salt1,F4,flt,0.26552769785063,3.68353945546267,196.999999999197,0.072084933814637,0.942607447270581
aaCol-0,Salt2,F1,flt,-0.705323938200981,4.05323871977339,175.039863588881,-0.174014901900576,0.862054840993969
Ang-0,Salt2,F1,flt,19.2127201592242,4.12347976925078,174.25904394734,4.65934628866024,6.27666400933115e-06
En-1,Salt2,F1,flt,0.0130025552281979,4.51185821795211,173.018709869468,0.00288186254977215,0.997703929607914
Fei-0,Salt2,F1,flt,-12.8601877311362,4.20047949736926,175.064027045618,-3.06159992905344,0.00254892251930431
Kar-1,Salt2,F1,flt,0.395140394135959,4.07703880783704,174.829379050698,0.0969184775421821,0.922902149014736
Olympia-2,Salt2,F1,flt,-0.132509102995638,4.07254490690135,174.38691036475,-0.0325371741809618,0.974080881186844
Sap-0,Salt2,F1,flt,19.6424261641913,5.26087809354784,171.574224108772,3.73367825958209,0.000256473085712631
Tol-0,Salt2,F1,flt,2.91097995591202,4.02501761619209,175.142747817282,0.72322166844725,0.470508450649311
TRE-1,Salt2,F1,flt,-34.5982037064079,8.53307322394338,171.329651927382,-4.0546005874328,7.61022673580106e-05
Tri-0,Salt2,F1,flt,-8.24236826084122,4.12952441301625,174.489014181926,-1.99596065708228,0.0474937361385376
Ws-2,Salt2,F1,flt,3.28004828616502,4.01286191812055,175.651915183489,0.817383790694012,0.414816445929902
aaCol-0,Salt2,F2,flt,0.319652115426307,1.89392418388033,192.999999999106,0.168777672383587,0.866148272102542
Ang-0,Salt2,F2,flt,0.0933743566894066,2.03599489655881,192.999999998366,0.0458617832722595,0.963467832927687
En-1,Salt2,F2,flt,-2.56182686251653,1.92308123675531,192.999999999171,-1.33214698035271,0.184382779403953
Fei-0,Salt2,F2,flt,3.40759111102669,1.95758853055312,192.999999998085,1.74070855945599,0.0833283793940166
Kar-1,Salt2,F2,flt,-1.24379165211067,1.89875370199137,192.999999998512,-0.655056867463226,0.513211112142177
Olympia-2,Salt2,F2,flt,-0.417014464943813,1.90086982203335,192.999999998704,-0.219380864544282,0.826585216692437
Sap-0,Salt2,F2,flt,8.47171391072887,1.91124361937861,192.999999998217,4.43256622276296,1.56010629967232e-05
Tol-0,Salt2,F2,flt,2.31064746952622,1.90986318074641,192.999999998496,1.20984973835831,0.227816332582697
TRE-1,Salt2,F2,flt,-12.6698493438973,1.92523499521908,192.999999999175,-6.58093654819293,4.29651357366609e-10
Tri-0,Salt2,F2,flt,0.745772882041975,1.93600135253006,192.999999998705,0.385212996399698,0.700503815973612
Ws-2,Salt2,F2,flt,1.41832605704489,1.91895819136241,192.999999999106,0.739112536911452,0.460736616272667
aaCol-0,Salt2,F3,flt,-1.32097638746667,2.38234711034037,188.945234623318,-0.554485272835806,0.57990250676223
Ang-0,Salt2,F3,flt,0.918152752722612,2.34024346919504,189.713972716536,0.392332150397335,0.695253225852213
En-1,Salt2,F3,flt,-0.0809189227353204,2.30759714534216,189.530511208694,-0.0350663125488146,0.972063767203511
Fei-0,Salt2,F3,flt,-4.01387561250664,2.58264248177739,190.227432792333,-1.55417392876782,0.121805055161744
Kar-1,Salt2,F3,flt,-0.0722427578293106,2.39785317594228,190.664077078684,-0.0301280989820912,0.975996404387164
Olympia-2,Salt2,F3,flt,1.7207257750808,2.33530376033904,189.599885113505,0.736831672309298,0.462135487146903
Sap-0,Salt2,F3,flt,16.4078638153808,2.33106184889595,190.040632497325,7.03879385403351,3.43207702516516e-11
Tol-0,Salt2,F3,flt,-2.43818960357689,2.3346484019168,189.910572613952,-1.04434980512487,0.297651089157304
TRE-1,Salt2,F3,flt,-25.0052799988741,2.3069290289993,189.586715961728,-10.8392064448211,1.30104984812358e-21
Tri-0,Salt2,F3,flt,-4.78889682907243,2.36320291079219,188.846836821208,-2.02644335245301,0.0441258536813306
Ws-2,Salt2,F3,flt,0.714911265711629,2.35711576415071,189.699828749334,0.303299174603424,0.761994242725464
aaCol-0,Salt2,F4,flt,-0.672565591527353,3.55682476082233,184.519577662053,-0.189091573736081,0.850228871121586
Ang-0,Salt2,F4,flt,6.26649257679302,3.46904010455297,184.634192241732,1.80640534209118,0.0724834560850364
En-1,Salt2,F4,flt,1.43143276315198,3.48052981908673,184.68569889243,0.411268639418689,0.681352400810923
Fei-0,Salt2,F4,flt,11.6026282886884,3.58844736641527,184.402147721444,3.23332826260151,0.00144976037211026
Kar-1,Salt2,F4,flt,-3.19058549264986,3.55334827530346,185.275637819143,-0.897909589900074,0.370399097192801
Olympia-2,Salt2,F4,flt,-2.72548656040585,3.46915890829482,184.736598252643,-0.785633242077542,0.433088851058815
Sap-0,Salt2,F4,flt,12.6955712368469,3.44468247975334,184.898552083722,3.68555630641346,0.000299685107201464
Tol-0,Salt2,F4,flt,-3.63545784014536,3.58474827912756,184.692370806272,-1.01414591962093,0.311839840884594
TRE-1,Salt2,F4,flt,-34.9040625414305,3.61478587530544,184.792802237848,-9.65591427693657,4.06547539722607e-18
Tri-0,Salt2,F4,flt,-3.29838476588906,3.51654075200678,184.161039003913,-0.937962901185424,0.349491958059729
Ws-2,Salt2,F4,flt,2.97924798213981,3.44269164862511,184.395959744157,0.86538333554491,0.387952902616331
aaCol-0,Cd1,F1,flt,-1.70317582982133,4.75061175578223,193.60717081849,-0.358517158921332,0.720346954199627
Abd-0,Cd1,F1,flt,1.91620278022602,4.60478540527034,192.052332549058,0.416132916429256,0.677777390155131
Ang-0,Cd1,F1,flt,5.81182205585479,4.53765133492363,191.560025774155,1.2807996090675,0.201812569522843
Dja-1,Cd1,F1,flt,1.00926516826155,4.43712922711582,191.391362468494,0.227459043133973,0.820309606997279
En-1,Cd1,F1,flt,1.56105803734348,4.62597242884673,193.445340428831,0.337455110542597,0.736139725585337
Fei-0,Cd1,F1,flt,-4.44606190559199,4.58132494724774,192.408594222417,-0.970475126035971,0.333028094807677
Kar-1,Cd1,F1,flt,0.772336484210739,4.48698323045438,192.143711502205,0.172128230604625,0.863517879178954
Ler-0,Cd1,F1,flt,0.0785804593749961,4.63777954546709,192.439475953656,0.0169435521038941,0.986499201888903
Olympia-2,Cd1,F1,flt,-2.74398669851356,4.42285645106321,191.17445678466,-0.620410526290975,0.535726419780514
Sap-0,Cd1,F1,flt,1.86139421461584,4.72722139895788,193.385227639573,0.393760743896233,0.694191500637841
Tol-0,Cd1,F1,flt,2.91877920199686,4.40015278310115,191.140080986492,0.663335876246495,0.507914682031868
TRE-1,Cd1,F1,flt,-4.85572664640957,4.59054141922652,192.310050775854,-1.05776774523205,0.29148821059807
Tri-0,Cd1,F1,flt,-2.59571737397151,4.4942271012211,191.73882131145,-0.577567024431462,0.564234080734973
Ws-2,Cd1,F1,flt,1.09800368747479,4.41289766481495,191.262742016594,0.248816938636357,0.803769365460419
aaCol-0,Cd1,F2,flt,-0.255929718527404,2.07962635154721,205.729007564291,-0.123065241184791,0.902175576468219
Abd-0,Cd1,F2,flt,0.7168071282148,2.06780631981821,205.60871648775,0.346650999827594,0.729208035977325
Ang-0,Cd1,F2,flt,-0.0215020214971388,2.11080530708522,205.989274327759,-0.010186643659159,0.991882233658123
Dja-1,Cd1,F2,flt,-3.9648299982477,2.0949420149968,205.711537712331,-1.89257266781857,0.0598189472178716
En-1,Cd1,F2,flt,-3.47761119956386,2.10854258877644,205.802183695401,-1.64929616222828,0.100612501468502
Fei-0,Cd1,F2,flt,0.796742231749629,2.15321977106805,206.244809342718,0.370023646659358,0.711744561123171
Kar-1,Cd1,F2,flt,-1.1621968178765,2.07364666452434,205.640088097412,-0.560460389785397,0.575775540373585
Ler-0,Cd1,F2,flt,1.26164594894553,2.11369598902124,205.874021395157,0.596890922582367,0.551236047622562
Olympia-2,Cd1,F2,flt,0.565628181573798,2.08701394299009,205.673217894226,0.27102271332381,0.786645369958636
Sap-0,Cd1,F2,flt,0.10302535557726,2.08739538943607,205.769929778245,0.049355937116012,0.960683516380763
Tol-0,Cd1,F2,flt,1.5580517005426,2.07199839951504,205.604389463312,0.751956034766857,0.452937439595661
TRE-1,Cd1,F2,flt,-3.10278634143403,2.0701519008565,205.685553457197,-1.49882061318799,0.135453378965221
Tri-0,Cd1,F2,flt,-3.12800570004749,2.12969382020123,206.329722835965,-1.46875840572798,0.143421272571661
Ws-2,Cd1,F2,flt,0.948468513433119,2.08108665215794,205.616520255681,0.45575637729915,0.649046124740517
aaCol-0,Cd1,F3,flt,0.99751429905357,2.39096630160459,205.208218832954,0.417201320814992,0.67696729045487
Abd-0,Cd1,F3,flt,-1.11999135142947,2.35327938221561,205.51414113435,-0.475927915696521,0.634631258759258
Ang-0,Cd1,F3,flt,3.41248507884837,2.34926019068386,206.290545032838,1.45257860001238,0.14786012575745
Dja-1,Cd1,F3,flt,1.60073111104722,2.33562645057558,206.2604805899,0.685354077340899,0.493890035911712
En-1,Cd1,F3,flt,-1.03911336996904,2.34868867813014,205.893821433371,-0.442422778142017,0.658647701299651
Fei-0,Cd1,F3,flt,-3.24609562332864,2.41451066775545,206.261741785337,-1.34441138184999,0.180292071092751
Kar-1,Cd1,F3,flt,-0.12540213227827,2.42164341724647,206.787286381254,-0.0517838965824534,0.958750875147392
Ler-0,Cd1,F3,flt,0.492848549279873,2.37182776769281,206.39472051858,0.207792722554762,0.835595705380909
Olympia-2,Cd1,F3,flt,-5.29808395236665,2.35958068961333,205.837843832176,-2.24534976730753,0.0258087898368497
Sap-0,Cd1,F3,flt,0.498648181031116,2.32699839705036,205.990670284923,0.214288149774056,0.830534332980496
Tol-0,Cd1,F3,flt,0.543454599283346,2.34198992007403,206.083901928825,0.23204822301975,0.81673082182185
TRE-1,Cd1,F3,flt,2.31301738116242,2.34979045793158,206.089858609742,0.984350486808288,0.326097413974362
Tri-0,Cd1,F3,flt,-1.22095339216216,2.39885397312337,205.253377450601,-0.508973620671228,0.611317409608435
Ws-2,Cd1,F3,flt,1.5387888501347,2.34511613246407,206.03869198832,0.656167440423454,0.512448502206036
aaCol-0,Cd1,F4,flt,-0.29508030669857,3.80491215885425,197.999999999291,-0.0775524622853385,0.938262370615392
Abd-0,Cd1,F4,flt,0.50509146840163,4.04602736528558,197.999999998653,0.124836394517559,0.900779725211282
Ang-0,Cd1,F4,flt,8.45653811935107,3.70255793274084,198.000000000742,2.28397185755607,0.0234341025413524
Dja-1,Cd1,F4,flt,1.27166932282923,3.69103407161222,197.999999999395,0.344529283164749,0.730813936843493
En-1,Cd1,F4,flt,-0.595007987086408,3.73980463319877,198.000000000019,-0.159101355670946,0.873751189124513
Fei-0,Cd1,F4,flt,-2.08846626347533,4.07356961004295,198.000000000079,-0.512687019837942,0.608741745252359
Kar-1,Cd1,F4,flt,-1.04607373502945,3.72525103590678,197.999999998866,-0.280806239618915,0.779152220458005
Ler-0,Cd1,F4,flt,-0.534855500580618,3.84484956262814,197.999999999148,-0.139109604125842,0.889504927549345
Olympia-2,Cd1,F4,flt,-4.74051512965267,3.97737239416665,197.999999999714,-1.19187107966186,0.234738387952924
Sap-0,Cd1,F4,flt,5.86105901409503,3.68023704341176,197.999999998889,1.59257649574157,0.112850396872609
Tol-0,Cd1,F4,flt,-3.38249352458724,3.79891566386285,197.999999999242,-0.890383947388772,0.374340359597595
TRE-1,Cd1,F4,flt,14.3434211565222,3.8762648667529,197.999999998107,3.70032019213836,0.000278982633834722
Tri-0,Cd1,F4,flt,-0.794425381372994,3.79918677206435,197.99999999847,-0.209104060693844,0.834581977757192
Ws-2,Cd1,F4,flt,-1.04603299344009,3.70467501400707,197.999999999531,-0.282354859599053,0.777966353538917
aaCol-0,Cd2,F1,flt,-3.48727843154435,4.2998135749368,193.999999995363,-0.811030146021065,0.418342228283526
Abd-0,Cd2,F1,flt,-15.8492509347439,4.48894632629062,193.999999994581,-3.53072854578787,0.000517657985386498
Ang-0,Cd2,F1,flt,-1.82400346745267,4.42166737105408,193.999999995889,-0.412514853422328,0.680417598843346
Dja-1,Cd2,F1,flt,10.7873788240519,4.61590507311389,193.999999994859,2.33700187789494,0.0204592089719635
En-1,Cd2,F1,flt,-6.20982583166603,4.51272348918498,193.999999995057,-1.37607053624009,0.170386200765665
Fei-0,Cd2,F1,flt,-11.2559547710466,4.46900049218618,193.99999999445,-2.51867387142317,0.0125874826229779
Kar-1,Cd2,F1,flt,-0.0344447977435743,4.37009478597358,193.99999999525,-0.00788193378645461,0.993719291051927
Ler-0,Cd2,F1,flt,1.51020056757271,4.50694027246355,193.999999994434,0.335083332876567,0.737924265366566
Olympia-2,Cd2,F1,flt,-0.722812177611653,4.34961416355932,193.999999996258,-0.166178458693488,0.868189572465223
Tol-0,Cd2,F1,flt,-1.57010725195947,4.30082989655937,193.999999995768,-0.36507076302077,0.71545626813137
TRE-1,Cd2,F1,flt,30.4235676426655,4.44494070540614,193.999999993578,6.84453846722026,9.81772123873384e-11
Tri-0,Cd2,F1,flt,1.30202532393206,4.45020550552083,193.999999994053,0.292576448956525,0.770158596877793
Ws-2,Cd2,F1,flt,0.843132144587616,4.28706131575278,193.999999996638,0.196669019285899,0.844292432203597
aaCol-0,Cd2,F2,flt,0.218299655191165,2.0332367459284,203.999999994232,0.107365586239927,0.914604471168821
Abd-0,Cd2,F2,flt,-11.3199126515799,2.04586876693872,203.999999996052,-5.53305902827682,9.58897332857408e-08
Ang-0,Cd2,F2,flt,1.10914614850105,2.0396389014098,203.999999994262,0.543795349134795,0.587176104449681
Dja-1,Cd2,F2,flt,1.10513605632607,2.02044275333754,203.999999993852,0.546977168494634,0.584992247066769
En-1,Cd2,F2,flt,-2.68872297174048,2.06326024435965,203.999999992937,-1.30314291621266,0.193994895294715
Fei-0,Cd2,F2,flt,-2.38742871165468,2.12157188406583,203.999999993955,-1.12531125133472,0.261779369111229
Kar-1,Cd2,F2,flt,0.643040562445354,2.02727623144425,203.999999995177,0.317194347998272,0.751420532167016
Ler-0,Cd2,F2,flt,-0.742138557887846,2.07386852988114,203.999999992291,-0.357852268451356,0.720823855254902
Olympia-2,Cd2,F2,flt,-2.0521052031193,2.05533278142833,203.99999999238,-0.998429656580093,0.319253874761232
Tol-0,Cd2,F2,flt,2.58762801435831,2.02453285836512,203.999999994558,1.27813584435864,0.202653903954489
TRE-1,Cd2,F2,flt,3.95854296107166,2.03578719766104,203.999999993003,1.94447777528993,0.0532127554531948
Tri-0,Cd2,F2,flt,0.0596954324045546,2.095259877189,203.99999999286,0.0284907056420332,0.977298633157582
Ws-2,Cd2,F2,flt,1.99547095777556,2.04796858403301,203.999999992733,0.97436600020784,0.331028802106439
aaCol-0,Cd2,F3,flt,1.42383003155224,2.42171172252269,199.199233702406,0.587943650893774,0.557236059584727
Abd-0,Cd2,F3,flt,-15.5524747936735,2.36938843374065,198.847588464618,-6.56391943684815,4.4567359777377e-10
Ang-0,Cd2,F3,flt,1.35042463740924,2.36538062142905,198.834105441567,0.570912192809536,0.568703842757799
Dja-1,Cd2,F3,flt,-0.510924709923493,2.38018736654183,199.019571306938,-0.214657348873259,0.830254266335753
En-1,Cd2,F3,flt,-2.77590505933872,2.37918343850084,199.010778154867,-1.16674696638266,0.244708753103207
