"","gen","trait","Estimate","Std. Error","df","t value","Pr(>|t|)","ecotype","treat"
"ecotypeaaCol-0:treat.1Cd1","Anc","flt",1.1494695487353,3.06569083773566,687.528453608145,0.374946336592865,0.707816006910708,"aaCol-0","Cd1"
"ecotypeAbd-0:treat.1Cd1","Anc","flt",8.56444578523595,4.08807058554222,686.588857238317,2.09498481154527,0.0365381690872785,"Abd-0","Cd1"
"ecotypeAng-1:treat.1Cd1","Anc","flt",6.56613621540022,3.06569083773568,687.528453585159,2.14181291034877,0.0325592839795858,"Ang-1","Cd1"
"ecotypeDja-1:treat.1Cd1","Anc","flt",-2.45018485458242,3.26404253211552,687.220291329604,-0.750659597868164,0.453114486029506,"Dja-1","Cd1"
"ecotypeEn-1:treat.1Cd1","Anc","flt",-0.100530451266437,3.06569083773568,687.528453631358,-0.0327921035053519,0.973849892595721,"En-1","Cd1"
"ecotypeFei-0:treat.1Cd1","Anc","flt",3.74869844403632,3.16649275344689,687.399767941022,1.18386452644039,0.236875909979243,"Fei-0","Cd1"
"ecotypeKar-1:treat.1Cd1","Anc","flt",0.0661362154002115,3.06569083773568,687.528453584536,0.0215730218409955,0.98279481322387,"Kar-1","Cd1"
"ecotypeLer-0:treat.1Cd1","Anc","flt",-1.30858366664246,3.11402922154866,688.30909656736,-0.420222025402727,0.674454414346356,"Ler-0","Cd1"
"ecotypeOlympia-0:treat.1Cd1","Anc","flt",-1.43386378459979,3.06569083773568,687.528453578373,-0.467713106276184,0.640137980916121,"Olympia-0","Cd1"
"ecotypeSap-0:treat.1Cd1","Anc","flt",-1.35053045126643,3.06569083773568,687.528453560858,-0.440530543602998,0.659691366884903,"Sap-0","Cd1"
"ecotypeTol-0:treat.1Cd1","Anc","flt",4.50700703843848,3.63176501305086,688.229971090767,1.24099632609555,0.215029941519228,"Tol-0","Cd1"
"ecotypeTRE-1:treat.1Cd1","Anc","flt",4.64072805566912,3.5836889083102,687.749867546612,1.29495840024165,0.195769126659934,"TRE-1","Cd1"
"ecotypeTri-1:treat.1Cd1","Anc","flt",3.12842959149635,3.30558139431586,686.296747976685,0.946408276884624,0.344273478120586,"Tri-1","Cd1"
"ecotypeWs-2:treat.1Cd1","Anc","flt",1.56613621540024,3.06569083773568,687.528453582944,0.510859149958184,0.609613681412485,"Ws-2","Cd1"
"ecotypeaaCol-0:treat.1Cd2","Anc","flt",-1.85053045126471,3.06569083773566,687.528453586193,-0.6036259196415,0.546291470436582,"aaCol-0","Cd2"
"ecotypeAbd-0:treat.1Cd2","Anc","flt",-8.78554566651,3.23448031076133,688.308607666028,-2.71621553461924,0.00676908398911934,"Abd-0","Cd2"
"ecotypeAng-1:treat.1Cd2","Anc","flt",-3.26719711793312,3.06569083773568,687.528453582092,-1.06572948508607,0.286920053211668,"Ang-1","Cd2"
"ecotypeDja-1:treat.1Cd2","Anc","flt",1.89946954873371,3.06569083773568,687.528453606835,0.619589400650935,0.535733416232732,"Dja-1","Cd2"
"ecotypeEn-1:treat.1Cd2","Anc","flt",-1.10053045126644,3.06569083773568,687.528453609881,-0.358982855583472,0.719718128530886,"En-1","Cd2"
"ecotypeFei-0:treat.1Cd2","Anc","flt",-0.251301555963685,3.16649275344689,687.399767925798,-0.079362744692888,0.93676719817745,"Fei-0","Cd2"
"ecotypeKar-1:treat.1Cd2","Anc","flt",-1.10053045126646,3.06569083773568,687.528453592695,-0.358982855583478,0.719718128530885,"Kar-1","Cd2"
"ecotypeLer-0:treat.1Cd2","Anc","flt",-0.30858366664246,3.11402922154866,688.309096561109,-0.0990946599046349,0.921091964189627,"Ler-0","Cd2"
"ecotypeOlympia-0:treat.1Cd2","Anc","flt",1.23280288206687,3.06569083773568,687.528453562616,0.402128899265465,0.68771414717182,"Olympia-0","Cd2"
"ecotypeSap-0:treat.1Cd2","Anc","flt",4.42034285210738,3.54083625264823,686.891246832446,1.24838951499137,0.212313786096736,"Sap-0","Cd2"
"ecotypeTol-0:treat.1Cd2","Anc","flt",0.486050133653906,4.03863927513691,687.368300817848,0.120349974469416,0.904241086594942,"Tol-0","Cd2"
"ecotypeTRE-1:treat.1Cd2","Anc","flt",2.83530533585252,3.30993998579681,688.07106663224,0.856603245986037,0.391962414359218,"TRE-1","Cd2"
"ecotypeTri-1:treat.1Cd2","Anc","flt",1.57808399481247,3.10987680087089,686.517532021437,0.507442608135007,0.612007266473498,"Tri-1","Cd2"
"ecotypeWs-2:treat.1Cd2","Anc","flt",-3.49625280102555,3.26402638277284,687.225545370818,-1.07114722462979,0.284479268486449,"Ws-2","Cd2"
"ecotypeaaCol-0:treat.1Drought","Anc","flt",-1.48280288206534,3.06569083773566,687.528453599311,-0.4836765872845,0.628769419536856,"aaCol-0","Drought"
"ecotypeAbd-0:treat.1Drought","Anc","flt",-0.286084083102278,3.68204921317267,685.595111772101,-0.0776969743040915,0.938091770375969,"Abd-0","Drought"
"ecotypeAng-1:treat.1Drought","Anc","flt",-0.899469548733752,3.06569083773568,687.52845358053,-0.293398648572829,0.769305997040094,"Ang-1","Drought"
"ecotypeDja-1:treat.1Drought","Anc","flt",0.562221046295884,3.26428255155678,687.325284671847,0.172234185434638,0.863304123649105,"Dja-1","Drought"
"ecotypeEn-1:treat.1Drought","Anc","flt",-0.381606269356429,3.2642427841619,687.29846935568,-0.116904989790583,0.906969495928354,"En-1","Drought"
"ecotypeFei-0:treat.1Drought","Anc","flt",0.0018745351140327,3.35956015139054,687.305635993525,0.000557970397778657,0.999554965963071,"Fei-0","Drought"
"ecotypeKar-1:treat.1Drought","Anc","flt",-0.399469548733761,3.06569083773568,687.528453579632,-0.130303272533772,0.896364605493029,"Kar-1","Drought"
"ecotypeLer-0:treat.1Drought","Anc","flt",-0.607522764109759,3.10983139074675,686.502098239207,-0.19535553146625,0.845172431036179,"Ler-0","Drought"
"ecotypeOlympia-0:treat.1Drought","Anc","flt",-3.98160626935645,3.2642427841619,687.298469349048,-1.21976413294844,0.222972693708893,"Olympia-0","Drought"
"ecotypeSap-0:treat.1Drought","Anc","flt",-3.9556485731875,3.26427421735203,687.309764300354,-1.21180032981307,0.226005252646314,"Sap-0","Drought"
"ecotypeTol-0:treat.1Drought","Anc","flt",5.66048948453231,4.75054310593353,685.289412717572,1.19154575767605,0.233851901538959,"Tol-0","Drought"
"ecotypeTRE-1:treat.1Drought","Anc","flt",11.7035971618439,3.3057410329447,686.369219661566,3.54038536146871,0.00042653307539214,"TRE-1","Drought"
"ecotypeTri-1:treat.1Drought","Anc","flt",-5.55418843598816,3.11411119867438,688.33873090693,-1.78355494766933,0.0749364993932181,"Tri-1","Drought"
"ecotypeWs-2:treat.1Drought","Anc","flt",-1.5661362154004,3.06569083773568,687.528453555693,-0.510859149958234,0.609613681412456,"Ws-2","Drought"
"ecotypeaaCol-0:treat.1JActr","Anc","flt",-1.68386378459805,3.06569083773566,687.528453612335,-0.549260794295149,0.583004833995751,"aaCol-0","JActr"
"ecotypeAbd-0:treat.1JActr","Anc","flt",2.9545442595165,4.79466700122366,686.016539570552,0.616214694109615,0.537957242234255,"Abd-0","JActr"
"ecotypeAng-1:treat.1JActr","Anc","flt",-1.76719711793312,3.06569083773568,687.528453579532,-0.57644335696889,0.564504207172964,"Ang-1","JActr"
"ecotypeDja-1:treat.1JActr","Anc","flt",-0.767197117932962,3.06569083773568,687.528453610311,-0.250252604890718,0.802466765822206,"Dja-1","JActr"
"ecotypeEn-1:treat.1JActr","Anc","flt",0.732802882066887,3.06569083773568,687.528453597571,0.239033523226411,0.811150822712114,"En-1","JActr"
"ecotypeFei-0:treat.1JActr","Anc","flt",-0.417968222630359,3.16649275344689,687.39976792673,-0.131997214323443,0.895025120574476,"Fei-0","JActr"
"ecotypeKar-1:treat.1JActr","Anc","flt",2.23280288206687,3.06569083773568,687.528453590569,0.728319651343584,0.466665918205915,"Kar-1","JActr"
"ecotypeLer-0:treat.1JActr","Anc","flt",0.358083000024201,3.11402922154866,688.30909655469,0.114990250427425,0.908486385831027,"Ler-0","JActr"
"ecotypeOlympia-0:treat.1JActr","Anc","flt",0.566136215400199,3.06569083773568,687.528453580985,0.184668397880051,0.85354359234152,"Olympia-0","JActr"
"ecotypeSap-0:treat.1JActr","Anc","flt",3.64946954873356,3.06569083773568,687.528453573977,1.19042321678759,0.23429095420037,"Sap-0","JActr"
"ecotypeTol-0:treat.1JActr","Anc","flt",-3.92639112997388,4.04168622447823,687.789973163985,-0.971473516720305,0.33165404853806,"Tol-0","JActr"
"ecotypeTRE-1:treat.1JActr","Anc","flt",6.38259756982281,3.11406457801666,688.324192797812,2.04960347157858,0.0407815851967303,"TRE-1","JActr"
"ecotypeTri-1:treat.1JActr","Anc","flt",-1.92191600518753,3.10987680087089,686.517532028413,-0.618003904414902,0.5367777208253,"Tri-1","JActr"
"ecotypeWs-2:treat.1JActr","Anc","flt",-2.88006716195242,3.26409724109743,687.250724654302,-0.882347230863779,0.377897570307111,"Ws-2","JActr"
"ecotypeaaCol-0:treat.1Leaf","Anc","flt",-0.355648573185785,3.26427421735201,687.309764297121,-0.108951806590038,0.91327251563683,"aaCol-0","Leaf"
"ecotypeAbd-0:treat.1Leaf","Anc","flt",4.2344288575453,4.79411058243748,685.478221198473,0.883256400688275,0.377407409321695,"Abd-0","Leaf"
"ecotypeAng-1:treat.1Leaf","Anc","flt",0.100530451266248,3.06569083773568,687.528453597932,0.0327921035052902,0.973849892595771,"Ang-1","Leaf"
"ecotypeDja-1:treat.1Leaf","Anc","flt",5.93386378459975,3.06569083773568,687.528453590708,1.9355714906277,0.0533298860551005,"Dja-1","Leaf"
"ecotypeEn-1:treat.1Leaf","Anc","flt",0.600530451266257,3.06569083773568,687.528453602905,0.195887479544353,0.84475611820454,"En-1","Leaf"
"ecotypeFei-0:treat.1Leaf","Anc","flt",7.28309267990235,3.16648254919681,687.394009390102,2.30005773496202,0.0217436435646899,"Fei-0","Leaf"
"ecotypeKar-1:treat.1Leaf","Anc","flt",-0.399469548733759,3.06569083773568,687.528453571417,-0.130303272533772,0.89636460549303,"Kar-1","Leaf"
"ecotypeLer-0:treat.1Leaf","Anc","flt",2.11241592537856,3.30574616617836,686.37636746472,0.639013348027457,0.523027431506235,"Ler-0","Leaf"
"ecotypeOlympia-0:treat.1Leaf","Anc","flt",0.762221046295703,3.26428255155678,687.325284635723,0.233503391405927,0.815440062061429,"Olympia-0","Leaf"
"ecotypeSap-0:treat.1Leaf","Anc","flt",9.35053045126628,3.06569083773568,687.528453560372,3.0500565602279,0.00237593343576762,"Sap-0","Leaf"
"ecotypeTol-0:treat.1Leaf","Anc","flt",2.56283474716953,3.35501552197934,685.278280360239,0.763881636427587,0.445200701970295,"Tol-0","Leaf"
"ecotypeTRE-1:treat.1Leaf","Anc","flt",11.7503251390222,3.10982550980106,686.493954918103,3.77845158900053,0.000171510501377544,"TRE-1","Leaf"
"ecotypeTri-1:treat.1Leaf","Anc","flt",-2.05418843598816,3.11411119867437,688.338730915442,-0.659638755630368,0.509706311617886,"Tri-1","Leaf"
"ecotypeWs-2:treat.1Leaf","Anc","flt",0.267197117932942,3.06569083773568,687.528453565254,0.0871572288516522,0.93057191394952,"Ws-2","Leaf"
"ecotypeaaCol-0:treat.1Nutrient1","Anc","flt",-0.149469548732021,3.06569083773566,687.528453588632,-0.0487555845136754,0.961128238024137,"aaCol-0","Nutrient1"
"ecotypeAbd-0:treat.1Nutrient1","Anc","flt",1.58503255089179,4.09030202517953,686.322289230375,0.387509905413945,0.698498895890264,"Abd-0","Nutrient1"
"ecotypeAng-1:treat.1Nutrient1","Anc","flt",-6.23280288206709,3.06569083773568,687.52845360682,-2.03308265965613,0.0424278264885746,"Ang-1","Nutrient1"
"ecotypeDja-1:treat.1Nutrient1","Anc","flt",3.81839373064373,3.2642427841619,687.2984693885,1.1697640105603,0.242501436393134,"Dja-1","Nutrient1"
"ecotypeEn-1:treat.1Nutrient1","Anc","flt",0.267197117932915,3.06569083773568,687.528453602916,0.0871572288516434,0.930571913949525,"En-1","Nutrient1"
"ecotypeFei-0:treat.1Nutrient1","Anc","flt",-1.71690732009767,3.16648254919681,687.394009395959,-0.542212784508529,0.587847654602943,"Fei-0","Nutrient1"
"ecotypeKar-1:treat.1Nutrient1","Anc","flt",0.100530451266231,3.06569083773568,687.528453583565,0.0327921035052845,0.973849892595775,"Kar-1","Nutrient1"
"ecotypeLer-0:treat.1Nutrient1","Anc","flt",0.0591439025569001,3.10983139074675,686.502098255864,0.0190183630961092,0.984831982422903,"Ler-0","Nutrient1"
"ecotypeOlympia-0:treat.1Nutrient1","Anc","flt",0.433863784599561,3.06569083773568,687.528453557305,0.14152235419799,0.887498758625712,"Olympia-0","Nutrient1"
"ecotypeSap-0:treat.1Nutrient1","Anc","flt",3.85053045126626,3.06569083773568,687.528453564962,1.25600742379824,0.209539915969088,"Sap-0","Nutrient1"
"ecotypeTol-0:treat.1Nutrient1","Anc","flt",0.928298461019616,3.35501778432609,685.267247569783,0.276689579815769,0.782101907466613,"Tol-0","Nutrient1"
"ecotypeTRE-1:treat.1Nutrient1","Anc","flt",-1.59510358896419,3.30571041691301,686.365405663989,-0.482529740295207,0.629583526795369,"TRE-1","Nutrient1"
"ecotypeTri-1:treat.1Nutrient1","Anc","flt",-5.05418843598817,3.11411119867438,688.338730909696,-1.62299549166377,0.1050482268981,"Tri-1","Nutrient1"
"ecotypeWs-2:treat.1Nutrient1","Anc","flt",-0.138981906520844,3.26427421735203,687.309764315873,-0.0425766639892114,0.966051363590553,"Ws-2","Nutrient1"
"ecotypeaaCol-0:treat.1Nutrient2","Anc","flt",-2.48280288206535,3.06569083773566,687.528453587852,-0.809867339362623,0.418296629693147,"aaCol-0","Nutrient2"
"ecotypeAbd-0:treat.1Nutrient2","Anc","flt",-2.7053450124077,3.68508072426841,686.242303402458,-0.734134531868304,0.463117502802306,"Abd-0","Nutrient2"
"ecotypeAng-1:treat.1Nutrient2","Anc","flt",-5.56613621540043,3.06569083773568,687.528453584641,-1.81562215827072,0.0698638418603358,"Ang-1","Nutrient2"
"ecotypeDja-1:treat.1Nutrient2","Anc","flt",3.68597897314476,3.26431485802762,687.338150179944,1.12917384917088,0.259218433873127,"Dja-1","Nutrient2"
"ecotypeEn-1:treat.1Nutrient2","Anc","flt",-0.39946954873375,3.06569083773568,687.528453588791,-0.130303272533769,0.896364605493031,"En-1","Nutrient2"
"ecotypeFei-0:treat.1Nutrient2","Anc","flt",2.28309267990234,3.1664825491968,687.394009406016,0.721018557478378,0.471143238280791,"Fei-0","Nutrient2"
"ecotypeKar-1:treat.1Nutrient2","Anc","flt",-0.566136215400433,3.06569083773568,687.528453561753,-0.184668397880127,0.853543592341462,"Kar-1","Nutrient2"
"ecotypeLer-0:treat.1Nutrient2","Anc","flt",-1.10752276410976,3.10983139074675,686.502098237844,-0.356135952388022,0.721848170788433,"Ler-0","Nutrient2"
"ecotypeOlympia-0:treat.1Nutrient2","Anc","flt",1.7671971179329,3.06569083773568,687.528453543845,0.576443356968816,0.564504207173024,"Olympia-0","Nutrient2"
"ecotypeSap-0:treat.1Nutrient2","Anc","flt",1.64435142681248,3.26427421735203,687.309764340773,0.503741817421937,0.614604234882393,"Sap-0","Nutrient2"
"ecotypeTol-0:treat.1Nutrient2","Anc","flt",-0.661399818502144,4.75090034294092,685.445536824961,-0.139215679294321,0.889320611292719,"Tol-0","Nutrient2"
"ecotypeTRE-1:treat.1Nutrient2","Anc","flt",2.41699180568884,3.10982550980106,686.493954896951,0.7772113895366,0.437301797236064,"TRE-1","Nutrient2"
"ecotypeTri-1:treat.1Nutrient2","Anc","flt",-5.22085510265484,3.11411119867437,688.338730905601,-1.67651531033229,0.0940913606340278,"Tri-1","Nutrient2"
"ecotypeWs-2:treat.1Nutrient2","Anc","flt",-2.39946954873373,3.06569083773568,687.5284535728,-0.78268477669,0.434081737091474,"Ws-2","Nutrient2"
"ecotypeaaCol-0:treat.1Salt1","Anc","flt",-0.683863784598042,3.06569083773566,687.528453600707,-0.223070042217026,0.823547251014961,"aaCol-0","Salt1"
"ecotypeAbd-0:treat.1Salt1","Anc","flt",-3.59841571052932,3.42151869410445,687.775583138445,-1.05170131518781,0.29330597223295,"Abd-0","Salt1"
"ecotypeAng-1:treat.1Salt1","Anc","flt",-4.10053045126645,3.06569083773568,687.528453592299,-1.33755511181783,0.181483796108088,"Ang-1","Salt1"
"ecotypeDja-1:treat.1Salt1","Anc","flt",-4.51448935190327,3.26411171021851,687.255243350468,-1.38306827482968,0.167093087362461,"Dja-1","Salt1"
"ecotypeEn-1:treat.1Salt1","Anc","flt",1.23280288206689,3.06569083773568,687.528453599434,0.402128899265472,0.687714147171809,"En-1","Salt1"
"ecotypeFei-0:treat.1Salt1","Anc","flt",-3.59859378993399,3.35934710170506,687.222321835675,-1.07121821026101,0.284447381590785,"Fei-0","Salt1"
"ecotypeKar-1:treat.1Salt1","Anc","flt",-0.267197117933126,3.06569083773568,687.528453574244,-0.0871572288517121,0.930571913949472,"Kar-1","Salt1"
"ecotypeLer-0:treat.1Salt1","Anc","flt",-0.975250333309128,3.11402922154866,688.309096571605,-0.313179570236698,0.754239111542628,"Ler-0","Salt1"
"ecotypeOlympia-0:treat.1Salt1","Anc","flt",4.0661362154002,3.06569083773568,687.528453572232,1.32633603015347,0.185168829551365,"Olympia-0","Salt1"
"ecotypeSap-0:treat.1Salt1","Anc","flt",0.4828028820669,3.06569083773568,687.528453585425,0.157485835206885,0.874908209058963,"Sap-0","Salt1"
"ecotypeTol-0:treat.1Salt1","Anc","flt",-6.21278679441195,3.36418869447092,688.858781398324,-1.84674147577475,0.0652133358259783,"Tol-0","Salt1"
"ecotypeTRE-1:treat.1Salt1","Anc","flt",0.88259756982282,3.11406457801666,688.324192790253,0.28342301442732,0.77693781022977,"TRE-1","Salt1"
"ecotypeTri-1:treat.1Salt1","Anc","flt",-6.08858267185419,3.10987680087089,686.517532018159,-1.95782118126003,0.0506556895321392,"Tri-1","Salt1"
"ecotypeWs-2:treat.1Salt1","Anc","flt",1.23280288206691,3.06569083773568,687.528453568643,0.402128899265477,0.687714147171811,"Ws-2","Salt1"
"ecotypeaaCol-0:treat.1Salt2","Anc","flt",-1.85053045126471,3.06569083773566,687.528453592976,-0.603625919641501,0.546291470436579,"aaCol-0","Salt2"
"ecotypeAng-1:treat.1Salt2","Anc","flt",0.352177314763256,3.26411171021851,687.25524331566,0.107893768972656,0.914111450239236,"Ang-1","Salt2"
"ecotypeEn-1:treat.1Salt2","Anc","flt",0.399469548733559,3.06569083773568,687.528453589732,0.130303272533706,0.896364605493081,"En-1","Salt2"
"ecotypeFei-0:treat.1Salt2","Anc","flt",0.582031777369647,3.16649275344689,687.399767938346,0.183809603459877,0.85421702860576,"Fei-0","Salt2"
"ecotypeKar-1:treat.1Salt2","Anc","flt",0.232802882066875,3.06569083773568,687.528453569852,0.0759381471873476,0.939490398378084,"Kar-1","Salt2"
"ecotypeOlympia-0:treat.1Salt2","Anc","flt",3.23280288206687,3.06569083773568,687.528453578106,1.0545104034217,0.292019727721937,"Olympia-0","Salt2"
"ecotypeSap-0:treat.1Salt2","Anc","flt",3.48708053230779,3.26402638277285,687.225545358685,1.06833711599643,0.285743592829925,"Sap-0","Salt2"
"ecotypeTol-0:treat.1Salt2","Anc","flt",-7.75709946084806,4.038653179878,687.357764088125,-1.92071443507372,0.0551811043109211,"Tol-0","Salt2"
"ecotypeTRE-1:treat.1Salt2","Anc","flt",-0.100390166826646,3.30783836003401,687.721487321578,-0.0303491754734999,0.975797383374816,"TRE-1","Salt2"
"ecotypeTri-1:treat.1Salt2","Anc","flt",-6.75524933852086,3.10987680087089,686.517532054954,-2.17219194555525,0.0301827108476389,"Tri-1","Salt2"
"ecotypeWs-2:treat.1Salt2","Anc","flt",-1.60053045126643,3.06569083773568,687.528453571531,-0.522078231622527,0.601784020565947,"Ws-2","Salt2"
"ecotypeaaCol-0:treat.1Cd11","Anc","height",0.496967155640489,3.86726332485802,695.562648353633,0.12850615897968,0.897785570816886,"aaCol-0","Cd1"
"ecotypeAbd-0:treat.1Cd11","Anc","height",-10.6619371117503,4.11590337224503,699.217675188077,-2.5904245429199,0.00978549174929099,"Abd-0","Cd1"
"ecotypeAng-1:treat.1Cd11","Anc","height",-1.03621462709093,4.16947190593496,699.40587307772,-0.248524189745938,0.80380181119104,"Ang-1","Cd1"
"ecotypeDja-1:treat.1Cd11","Anc","height",-1.22803284435994,3.86726332485802,695.562648944805,-0.31754570123694,0.750924867520859,"Dja-1","Cd1"
"ecotypeEn-1:treat.1Cd11","Anc","height",5.98639622158307,4.11590337224503,699.217675314204,1.45445499570068,0.146268935302328,"En-1","Cd1"
"ecotypeFei-0:treat.1Cd11","Anc","height",-2.42920567292761,4.31105393372137,698.741647692608,-0.563483016050018,0.573286801777336,"Fei-0","Cd1"
"ecotypeKar-1:treat.1Cd11","Anc","height",-2.12668242243612,4.07555590254571,700.45498994322,-0.521814072310414,0.601964749986873,"Kar-1","Cd1"
"ecotypeLer-0:treat.1Cd11","Anc","height",-2.16296591598793,3.92534707193505,697.966491331683,-0.551025393767707,0.581792601699797,"Ler-0","Cd1"
"ecotypeOlympia-0:treat.1Cd11","Anc","height",-1.10303284435992,3.86726332485802,695.562648872576,-0.28522310267052,0.775558129492705,"Olympia-0","Cd1"
"ecotypeSap-0:treat.1Cd11","Anc","height",0.305814639369598,4.16996811069593,698.861078848196,0.0733374048077698,0.941558611576092,"Sap-0","Cd1"
"ecotypeTol-0:treat.1Cd11","Anc","height",-12.3068972309843,3.92477682380817,695.227018633841,-3.13569351417109,0.0017867224540886,"Tol-0","Cd1"
"ecotypeTRE-1:treat.1Cd11","Anc","height",3.90530048897342,3.86726332485802,695.562648683972,1.00983567989046,0.312925177849735,"TRE-1","Cd1"
"ecotypeTri-1:treat.1Cd11","Anc","height",-6.70259834271092,4.23461135202563,701.133734740074,-1.58281310503377,0.113915014862614,"Tri-1","Cd1"
"ecotypeWs-2:treat.1Cd11","Anc","height",-1.5613661776933,3.86726332485802,695.562649013949,-0.40373929741405,0.686528529930892,"Ws-2","Cd1"
"ecotypeaaCol-0:treat.1Cd21","Anc","height",-2.20303284435951,3.86726332485802,695.562648448246,-0.569661970054855,0.569090916156853,"aaCol-0","Cd2"
"ecotypeAbd-0:treat.1Cd21","Anc","height",-15.1696995110266,3.86726332485802,695.562649125046,-3.92259286134428,9.62894993559217e-05,"Abd-0","Cd2"
"ecotypeAng-1:treat.1Cd21","Anc","height",-6.59489725074075,3.92473489756076,695.351516035456,-1.68034209261867,0.093339910812282,"Ang-1","Cd2"
"ecotypeDja-1:treat.1Cd21","Anc","height",-8.01504083991274,4.11552573325488,699.635749118903,-1.94751323631594,0.0518729037416786,"Dja-1","Cd2"
"ecotypeEn-1:treat.1Cd21","Anc","height",-0.861366177693231,3.86726332485802,695.562649074734,-0.222732745442116,0.823808902901377,"En-1","Cd2"
"ecotypeFei-0:treat.1Cd21","Anc","height",1.0493572655766,4.3112625417953,701.061853379374,0.243399063593011,0.80776747123845,"Fei-0","Cd2"
"ecotypeKar-1:treat.1Cd21","Anc","height",0.00665091089721435,4.07555590254571,700.454990005314,0.00163190275296187,0.998698395207084,"Kar-1","Cd2"
"ecotypeLer-0:treat.1Cd21","Anc","height",-1.40931541216193,4.17011219313765,701.746179897316,-0.337956234002793,0.735497244275506,"Ler-0","Cd2"
"ecotypeOlympia-0:treat.1Cd21","Anc","height",-5.66969951102657,3.86726332485802,695.562648942081,-1.46607537029683,0.143079671812782,"Olympia-0","Cd2"
"ecotypeSap-0:treat.1Cd21","Anc","height",-7.23105648099816,4.16948274737832,699.358378586112,-1.73428142508682,0.0833087965857364,"Sap-0","Cd2"
"ecotypeTol-0:treat.1Cd21","Anc","height",-6.40689723098429,3.92477682380817,695.227018772129,-1.63242332458735,0.103043148650746,"Tol-0","Cd2"
"ecotypeTRE-1:treat.1Cd21","Anc","height",0.610502665134018,4.11541339170605,699.759288155986,0.148345404708161,0.88211292071449,"TRE-1","Cd2"
"ecotypeTri-1:treat.1Cd21","Anc","height",-13.3036940753206,3.99327469745737,697.910467968956,-3.33152489704537,0.000909227643660384,"Tri-1","Cd2"
"ecotypeWs-2:treat.1Cd21","Anc","height",-2.61136617769328,3.86726332485802,695.562649126093,-0.675249125371921,0.499741904848799,"Ws-2","Cd2"
"ecotypeaaCol-0:treat.1Drought1","Anc","height",-3.88030048897299,3.86726332485802,695.562648098528,-1.00337116017706,0.316030736332641,"aaCol-0","Drought"
"ecotypeAbd-0:treat.1Drought1","Anc","height",-4.09257968167166,4.46228614959865,703.386575611907,-0.91714864185475,0.359379107274535,"Abd-0","Drought"
"ecotypeAng-1:treat.1Drought1","Anc","height",1.73404604082891,4.17026248988563,701.721889025176,0.415812204875495,0.677674554640216,"Ang-1","Drought"
"ecotypeDja-1:treat.1Drought1","Anc","height",3.30262163298533,4.11544152701161,699.79747793675,0.802495093493286,0.422539069945875,"Dja-1","Drought"
"ecotypeEn-1:treat.1Drought1","Anc","height",-0.62196715564006,3.86726332485802,695.562648816762,-0.160828757545982,0.87227497319717,"En-1","Drought"
"ecotypeFei-0:treat.1Drought1","Anc","height",-7.55090238348408,4.0756002344933,700.49898459678,-1.85270928183241,0.0643444507282305,"Fei-0","Drought"
"ecotypeKar-1:treat.1Drought1","Anc","height",1.34204276286506,4.31081487222353,699.056816475188,0.311319971431022,0.755650201482375,"Kar-1","Drought"
"ecotypeLer-0:treat.1Drought1","Anc","height",-1.2402335606014,3.92472970540956,695.319791730545,-0.31600483439457,0.75209367129347,"Ler-0","Drought"
"ecotypeOlympia-0:treat.1Drought1","Anc","height",-8.19696715564007,3.86726332485802,695.562648948114,-2.11957823067066,0.0343952281915385,"Olympia-0","Drought"
"ecotypeSap-0:treat.1Drought1","Anc","height",-1.46588207118686,3.92538179042839,697.965877473005,-0.373436814416688,0.708936758211507,"Sap-0","Drought"
"ecotypeTol-0:treat.1Drought1","Anc","height",-5.75477740162934,4.51240149106459,703.57413500988,-1.27532477174846,0.202615250050682,"Tol-0","Drought"
"ecotypeTRE-1:treat.1Drought1","Anc","height",-5.04908955279024,4.11555803242704,699.694015395637,-1.22682987653382,0.220299192725307,"TRE-1","Drought"
"ecotypeTri-1:treat.1Drought1","Anc","height",-2.74762838660072,3.99326902928803,697.890623636878,-0.688064932877962,0.491640521069835,"Tri-1","Drought"
"ecotypeWs-2:treat.1Drought1","Anc","height",-3.75530048897344,3.86726332485802,695.562648920039,-0.971048561610765,0.33186164385662,"Ws-2","Drought"
"ecotypeaaCol-0:treat.1JActr1","Anc","height",0.0469671556404892,3.86726332485802,695.562648405695,0.0121448041405904,0.99031356896336,"aaCol-0","JActr"
"ecotypeAbd-0:treat.1JActr1","Anc","height",-0.928201815276448,4.11552094287249,699.641036905764,-0.225536895124775,0.821627489820945,"Abd-0","JActr"
"ecotypeAng-1:treat.1JActr1","Anc","height",1.92176941592591,3.92473489756076,695.35151596325,0.489655853474409,0.624531880896055,"Ang-1","JActr"
"ecotypeDja-1:treat.1JActr1","Anc","height",4.18863382230673,3.86726332485802,695.562648959118,1.08310023664099,0.279139246532717,"Dja-1","JActr"
"ecotypeEn-1:treat.1JActr1","Anc","height",7.67196715564009,3.86726332485802,695.562649046845,1.98382331669172,0.0476682383533544,"En-1","JActr"
"ecotypeFei-0:treat.1JActr1","Anc","height",0.0643730059410936,4.31062098850398,699.286221862109,0.0149335805937869,0.988089428976711,"Fei-0","JActr"
"ecotypeKar-1:treat.1JActr1","Anc","height",-2.19334908910279,4.07555590254571,700.454990143321,-0.538171759031145,0.590629434839149,"Kar-1","JActr"
