"","gen","trait","Estimate","Std. Error","df","t value","Pr(>|t|)","ecotype","treat"
"ecotypeSap-0:treat.1JA2","Anc","diam",-1.00096448380171,1.62564555023443,89.5523574723093,-0.615733536537138,0.539632202288395,"Sap-0","JA"
"ecotypeTol-0:treat.1JA2","Anc","diam",-1.45,1.23923116667009,71.6264044587169,-1.1700803199586,0.245847263287374,"Tol-0","JA"
"ecotypeTRE-1:treat.1JA2","Anc","diam",1.71666666666666,1.23923116667009,71.6264044642689,1.38526750523833,0.170269768396655,"TRE-1","JA"
"ecotypeTri-1:treat.1JA2","Anc","diam",-0.916666666666673,1.23923116667009,71.6264044612033,-0.739705949399116,0.461896009162164,"Tri-1","JA"
"ecotypeWs-2:treat.1JA2","Anc","diam",-1.03258051753701,1.51208406296363,88.6892682197054,-0.682885656180506,0.496459052428418,"Ws-2","JA"
"ecotypeaaCol-0:treat.1JA3","Anc","biomass",135.699999999995,81.3035140013248,45.1828320418042,1.66905455030866,0.102022320639172,"aaCol-0","JA"
"ecotypeAbd-0:treat.1JA3","Anc","biomass",-164.310762844643,87.6112129734281,55.6170689664251,-1.87545357800807,0.0659833702076207,"Abd-0","JA"
"ecotypeAng-1:treat.1JA3","Anc","biomass",14.6499999999986,81.3035140013249,45.1828320924827,0.180189013721595,0.857809928187005,"Ang-1","JA"
"ecotypeDja-1:treat.1JA3","Anc","biomass",53.0166666666653,81.3035140013249,45.1828320859083,0.65208333634634,0.517651097074886,"Dja-1","JA"
"ecotypeEn-1:treat.1JA3","Anc","biomass",-63.5000000000016,81.3035140013249,45.1828320956935,-0.78102405265001,0.438861506895257,"En-1","JA"
"ecotypeFei-0:treat.1JA3","Anc","biomass",16.5833333333321,81.3035140013249,45.1828320917057,0.203968223723539,0.839294267516441,"Fei-0","JA"
"ecotypeKar-1:treat.1JA3","Anc","biomass",16.8582062689238,84.5132284043495,50.4374960814616,0.19947417211737,0.842693862548485,"Kar-1","JA"
"ecotypeLer-0:treat.1JA3","Anc","biomass",-4.85000000000143,81.3035140013249,45.1828320878309,-0.0596530181945444,0.952695060270659,"Ler-0","JA"
"ecotypeOlympia-0:treat.1JA3","Anc","biomass",-0.913365991905778,89.1163287238331,58.0398490647122,-0.0102491429459157,0.991857658819087,"Olympia-0","JA"
"ecotypeSap-0:treat.1JA3","Anc","biomass",16.6333333333319,81.3035140013249,45.1828320948891,0.204583203292552,0.838816583797181,"Sap-0","JA"
"ecotypeTol-0:treat.1JA3","Anc","biomass",195.696075967031,84.5145223233825,50.4368426935455,2.31553194157838,0.0246888587082987,"Tol-0","JA"
"ecotypeTRE-1:treat.1JA3","Anc","biomass",139.333333333332,81.3035140013249,45.1828320920185,1.71374306565718,0.093429817696624,"TRE-1","JA"
"ecotypeTri-1:treat.1JA3","Anc","biomass",11.1166666666652,81.3035140013249,45.182832093813,0.136730457511149,0.89185129634593,"Tri-1","JA"
"ecotypeWs-2:treat.1JA3","Anc","biomass",6.59999999999847,81.3035140013249,45.1828320952748,0.0811773031100589,0.93565947597488,"Ws-2","JA"
"ecotypeaaCol-0:treat.1JA4","Anc","fruit",190.166666666667,52.5098990985068,124.09837292094,3.62153936555697,0.000425208771146166,"aaCol-0","JA"
"ecotypeAbd-0:treat.1JA4","Anc","fruit",77.6140051036189,57.6850714833247,124.639477379619,1.34547818192537,0.180913508741891,"Abd-0","JA"
"ecotypeAng-1:treat.1JA4","Anc","fruit",-40.6666666666667,52.5098990985068,124.098372919423,-0.774457147410955,0.440133528098095,"Ang-1","JA"
"ecotypeDja-1:treat.1JA4","Anc","fruit",-1.91435904453509,55.1409346164615,124.327743740167,-0.0347175661393956,0.972360631294233,"Dja-1","JA"
"ecotypeEn-1:treat.1JA4","Anc","fruit",-74.8110078348792,55.1446852399036,124.353382363076,-1.35663133281872,0.177356135079646,"En-1","JA"
"ecotypeFei-0:treat.1JA4","Anc","fruit",1.06867893909275,55.1445659023549,124.352560327317,0.0193795874825648,0.984569354800594,"Fei-0","JA"
"ecotypeKar-1:treat.1JA4","Anc","fruit",51.3333333333333,52.5098990985068,124.09837291535,0.977593448371206,0.330177319711159,"Kar-1","JA"
"ecotypeLer-0:treat.1JA4","Anc","fruit",7.83333333333331,52.5098990985068,124.098372915881,0.149178221017684,0.881655161790481,"Ler-0","JA"
"ecotypeOlympia-0:treat.1JA4","Anc","fruit",65.6644783952126,58.8723797627696,124.62609005679,1.11536986715693,0.266838081338616,"Olympia-0","JA"
"ecotypeSap-0:treat.1JA4","Anc","fruit",-29.1889921651209,55.1446852399036,124.353382372695,-0.52931650689701,0.59752955262809,"Sap-0","JA"
"ecotypeTol-0:treat.1JA4","Anc","fruit",118.39700273126,55.1427628263746,124.340088413295,2.14709957685746,0.0337264047954321,"Tol-0","JA"
"ecotypeTRE-1:treat.1JA4","Anc","fruit",59.0072008330693,57.6825323614179,124.623503041888,1.02296481131153,0.308306111864954,"TRE-1","JA"
"ecotypeTri-1:treat.1JA4","Anc","fruit",5.16666666666667,52.5098990985068,124.098372907796,0.0983941457776214,0.921778075546456,"Tri-1","JA"
"ecotypeWs-2:treat.1JA4","Anc","fruit",42.8333333333333,52.5098990985068,124.098372915856,0.815719208543506,0.416223655392435,"Ws-2","JA"
"ecotypeaaCol-0:treatactr2","Anc","flt",1.16666666666665,3.59388131495503,129.999999999414,0.324625819392493,0.745986068332209,"aaCol-0","actr"
"ecotypeAbd-0:treatactr2","Anc","flt",-2.64999999999999,4.17571274432005,129.999999998522,-0.634622197995926,0.526790121739433,"Abd-0","actr"
"ecotypeAng-1:treatactr2","Anc","flt",-3.66666666666667,3.59388131495503,129.999999999414,-1.02025257523357,0.30950360327432,"Ang-1","actr"
"ecotypeDja-1:treatactr2","Anc","flt",-0.333333333333339,3.59388131495503,129.999999999414,-0.0927502341121439,0.926244771933614,"Dja-1","actr"
"ecotypeEn-1:treatactr2","Anc","flt",-0.666666666666668,3.59388131495503,129.999999999414,-0.185500468224285,0.853125627915833,"En-1","actr"
"ecotypeFei-0:treatactr2","Anc","flt",4.6,3.9368997303944,129.999999998698,1.16843209505343,0.244770768100081,"Fei-0","actr"
"ecotypeKar-1:treatactr2","Anc","flt",0.333333333333331,3.59388131495503,129.999999999414,0.0927502341121418,0.926244771933616,"Kar-1","actr"
"ecotypeLer-0:treatactr2","Anc","flt",0.766666666666658,3.76929452239821,129.999999998941,0.203397920250304,0.839142057171707,"Ler-0","actr"
"ecotypeOlympia-0:treatactr2","Anc","flt",0.333333333333333,3.59388131495503,129.999999999584,0.0927502341121424,0.926244771933615,"Olympia-0","actr"
"ecotypeSap-0:treatactr2","Anc","flt",0.500000000000003,3.59388131495503,129.999999999584,0.139125351168214,0.88956639288722,"Sap-0","actr"
"ecotypeTol-0:treatactr2","Anc","flt",-2.25000000000001,4.01808146165289,129.999999998171,-0.559968736690183,0.576464395422817,"Tol-0","actr"
"ecotypeTRE-1:treatactr2","Anc","flt",7.06666666666665,3.76929452239821,129.999999998941,1.8747982214376,0.063064262555238,"TRE-1","actr"
"ecotypeTri-1:treatactr2","Anc","flt",-0.633333333333336,3.76929452239821,129.999999998941,-0.168024368902427,0.866825227644484,"Tri-1","actr"
"ecotypeWs-2:treatactr2","Anc","flt",2,3.59388131495503,129.999999999414,0.556501404672854,0.578824832493395,"Ws-2","actr"
"ecotypeaaCol-0:treatactr21","Anc","height",4.04999999999969,3.88577684881029,127.999999998791,1.04226263050584,0.299254489597855,"aaCol-0","actr"
"ecotypeAbd-0:treatactr21","Anc","height",0.24999999999999,3.88577684881029,127.999999999666,0.0643371994139429,0.948802102520028,"Abd-0","actr"
"ecotypeAng-1:treatactr21","Anc","height",4.50333333333332,4.07543714104696,127.999999999978,1.10499393745439,0.271234950377162,"Ang-1","actr"
"ecotypeDja-1:treatactr21","Anc","height",1.43333333333333,3.88577684881029,127.999999998791,0.368866609973287,0.71283657557439,"Dja-1","actr"
"ecotypeEn-1:treatactr21","Anc","height",-10.6666666666667,3.88577684881029,127.999999999666,-2.74505384166168,0.00692064960722115,"En-1","actr"
"ecotypeFei-0:treatactr21","Anc","height",-1.04,4.51486470675617,127.999999998307,-0.230350202619297,0.818187396790369,"Fei-0","actr"
"ecotypeKar-1:treatactr21","Anc","height",6.50500000000002,4.51486470675617,127.999999998307,1.44079621926782,0.152083991758805,"Kar-1","actr"
"ecotypeLer-0:treatactr21","Anc","height",-0.646666666666664,4.07543714104696,127.999999998136,-0.158674184949038,0.874175654051396,"Ler-0","actr"
"ecotypeOlympia-0:treatactr21","Anc","height",-1.85,3.88577684881029,127.999999998791,-0.476095275663197,0.634818123053083,"Olympia-0","actr"
"ecotypeSap-0:treatactr21","Anc","height",2.41666666666666,4.07543714104696,127.999999998136,0.592983423134294,0.5542384997456,"Sap-0","actr"
"ecotypeTol-0:treatactr21","Anc","height",-1.16666666666666,4.07543714104696,127.999999998136,-0.286267859444141,0.775135778916291,"Tol-0","actr"
"ecotypeTRE-1:treatactr21","Anc","height",-5.76666666666668,3.88577684881029,127.999999998791,-1.48404473314834,0.140255388130101,"TRE-1","actr"
"ecotypeTri-1:treatactr21","Anc","height",-1.22,4.25665526704947,128.000000000007,-0.286610007966573,0.77487434812888,"Tri-1","actr"
"ecotypeWs-2:treatactr21","Anc","height",-3.3,3.88577684881029,127.999999998791,-0.84925103226408,0.397327173050009,"Ws-2","actr"
"ecotypeaaCol-0:treatactr22","Anc","diam",1.42849766649077,1.22661650496259,79.6917409177669,1.16458376412792,0.247661970957477,"aaCol-0","actr"
"ecotypeAbd-0:treatactr22","Anc","diam",0.316666666666637,1.17738271045249,75.0946912049181,0.26895814237406,0.788699464803826,"Abd-0","actr"
"ecotypeAng-1:treatactr22","Anc","diam",0.0175561274255029,1.34140945937812,88.4526436791461,0.0130878213976826,0.989587202286748,"Ang-1","actr"
"ecotypeDja-1:treatactr22","Anc","diam",0.79037977633549,1.27324918054107,83.7290540952792,0.620758126857477,0.536444925029928,"Dja-1","actr"
"ecotypeEn-1:treatactr22","Anc","diam",0.257167317968057,1.44718097358006,94.2074154536105,0.177702251938728,0.859338352845644,"En-1","actr"
"ecotypeFei-0:treatactr22","Anc","diam",2.45079234016487,1.44690487475759,94.2363646122315,1.69381718378375,0.0936029632523645,"Fei-0","actr"
"ecotypeKar-1:treatactr22","Anc","diam",1.11879511798624,1.3420717149359,88.3281302050409,0.833632886778836,0.406736585738124,"Kar-1","actr"
"ecotypeLer-0:treatactr22","Anc","diam",0.678928773228227,1.69163535324357,101.511225192176,0.401344634898082,0.689010033120221,"Ler-0","actr"
"ecotypeOlympia-0:treatactr22","Anc","diam",-0.302887336179193,1.2271174743204,79.5812293027506,-0.24682831311398,0.805676713526848,"Olympia-0","actr"
"ecotypeSap-0:treatactr22","Anc","diam",-0.324405478750069,1.40562738302958,92.2202790851221,-0.230790522912886,0.817988781478037,"Sap-0","actr"
"ecotypeTol-0:treatactr22","Anc","diam",1.52711266382081,1.2271174743204,79.5812292947383,1.24447145100476,0.21697876605666,"Tol-0","actr"
"ecotypeTRE-1:treatactr22","Anc","diam",0.849999999999973,1.17738271045249,75.0946912123329,0.721940276898838,0.47257327379095,"TRE-1","actr"
"ecotypeTri-1:treatactr22","Anc","diam",-1.04761369330761,1.27337196481707,83.7038180658329,-0.822708306962064,0.413011521819205,"Tri-1","actr"
"ecotypeWs-2:treatactr22","Anc","diam",-0.465215421165745,1.40615221801678,92.1314669481835,-0.330842859830552,0.741514437552543,"Ws-2","actr"
"ecotypeaaCol-0:treatactr23","Anc","biomass",35.4666666666634,82.1562267443443,47.8014223516979,0.431697852641521,0.667901981768512,"aaCol-0","actr"
"ecotypeAbd-0:treatactr23","Anc","biomass",-31.0333333333344,82.1562267443444,47.8014223333681,-0.377735621061379,0.707299122068235,"Abd-0","actr"
"ecotypeAng-1:treatactr23","Anc","biomass",23.1499999999988,82.1562267443444,47.8014223380834,0.281780224304087,0.779328375322028,"Ang-1","actr"
"ecotypeDja-1:treatactr23","Anc","biomass",27.7885229457385,84.8515224855999,52.5913609488354,0.327495867271615,0.744592984201671,"Dja-1","actr"
"ecotypeEn-1:treatactr23","Anc","biomass",4.51666666666543,82.1562267443444,47.8014223398124,0.054976559241462,0.956386279208202,"En-1","actr"
"ecotypeFei-0:treatactr23","Anc","biomass",44.4601475880656,91.2276603338393,64.0751206937796,0.487353807226534,0.627670875320017,"Fei-0","actr"
"ecotypeKar-1:treatactr23","Anc","biomass",47.6219311625878,84.8653920408867,52.598849259851,0.561146658459368,0.577080523948776,"Kar-1","actr"
"ecotypeLer-0:treatactr23","Anc","biomass",-11.4104060182342,84.8395516639005,52.5837954245506,-0.134493945270215,0.893525471795378,"Ler-0","actr"
"ecotypeOlympia-0:treatactr23","Anc","biomass",13.2685229457386,84.8515224856,52.5913609530817,0.156373422150326,0.876337421468547,"Olympia-0","actr"
"ecotypeSap-0:treatactr23","Anc","biomass",-18.0166666666677,82.1562267443444,47.8014223366708,-0.219297640369152,0.827351934045455,"Sap-0","actr"
"ecotypeTol-0:treatactr23","Anc","biomass",150.001931162588,84.8653920408866,52.5988492644594,1.76752769951642,0.0829404674363637,"Tol-0","actr"
"ecotypeTRE-1:treatactr23","Anc","biomass",1.81666666666567,82.1562267443444,47.801422337015,0.0221123430159325,0.98245038829766,"TRE-1","actr"
"ecotypeTri-1:treatactr23","Anc","biomass",-95.2901048564317,84.8404819325489,52.5842625921328,-1.12316788737941,0.266468068873284,"Tri-1","actr"
"ecotypeWs-2:treatactr23","Anc","biomass",-25.7666666666677,82.1562267443444,47.8014223409468,-0.313630112868365,0.755166534133598,"Ws-2","actr"
"ecotypeaaCol-0:treatactr24","Anc","fruit",13.9053701737804,53.4469295851443,112.121562128982,0.260171543654876,0.795208633554271,"aaCol-0","actr"
"ecotypeAbd-0:treatactr24","Anc","fruit",-22.7187607850049,53.4629088037487,111.939149201119,-0.424944345404041,0.67169297281138,"Abd-0","actr"
"ecotypeAng-1:treatactr24","Anc","fruit",-21.4416809991384,53.4469295851442,112.121562077162,-0.401177039833139,0.689053324316218,"Ang-1","actr"
"ecotypeDja-1:treatactr24","Anc","fruit",-54.1666666666668,51.1128149293499,108.829872287034,-1.05974728141148,0.291605928109751,"Dja-1","actr"
"ecotypeEn-1:treatactr24","Anc","fruit",59.1666666666664,51.1128149293499,108.829872295111,1.15757010738792,0.249573750053251,"En-1","actr"
"ecotypeFei-0:treatactr24","Anc","fruit",-125.450828540023,58.9012574079831,117.309785789166,-2.12984975297013,0.0352736053736193,"Fei-0","actr"
"ecotypeKar-1:treatactr24","Anc","fruit",118.747167109356,55.6916674783778,114.592699681901,2.13222502550242,0.0351234246699144,"Kar-1","actr"
"ecotypeLer-0:treatactr24","Anc","fruit",7.95406080754398,55.6863349028281,114.646570701089,0.142836852549619,0.886669766263971,"Ler-0","actr"
"ecotypeOlympia-0:treatactr24","Anc","fruit",-20.6666666666668,51.1128149293499,108.829872291061,-0.404334347369305,0.686760390382429,"Olympia-0","actr"
"ecotypeSap-0:treatactr24","Anc","fruit",14.9808198367639,55.6971421418656,114.53441271009,0.26896927312009,0.788437239633135,"Sap-0","actr"
"ecotypeTol-0:treatactr24","Anc","fruit",-8.09103190538335,53.4572053282715,112.007582261276,-0.151355310396376,0.879967707076993,"Tol-0","actr"
"ecotypeTRE-1:treatactr24","Anc","fruit",-44.3333333333335,51.1128149293499,108.829872300414,-0.867362390324476,0.387651937212379,"TRE-1","actr"
"ecotypeTri-1:treatactr24","Anc","fruit",-2.95306013386964,58.897816257335,117.336331346866,-0.0501387032919386,0.960097108171488,"Tri-1","actr"
"ecotypeWs-2:treatactr24","Anc","fruit",-17.1666666666669,51.1128149293499,108.829872302781,-0.335858369185796,0.737624308641527,"Ws-2","actr"
