layer,P.layer,P.row,replicate,Row,Col,treat.1,Generation,ecotype,treat,flt,height,diam,biomass,fruit,rm,id
8,7,7_3,4,6,1,JA,F4,aaCol-0,JA,27,35.1,5.9,114.3,121,FALSE,468
2,7,7_4,4,4,12,actr,F4,aaCol-0,actr1,30,40.5,7.8,188.4,160,FALSE,482
8,7,7_5,4,2,6,Salt1,F4,aaCol-0,Salt1,27,36.5,7.5,80.1,72,FALSE,491
2,7,7_6,4,6,4,JActr,F4,aaCol-0,JActr,32,42.2,9.3,165.8,132,FALSE,516
2,7,7_7,4,3,4,Salt2,F4,aaCol-0,Salt2,27,47.4,5.8,136.2,144,FALSE,523
8,8,8_1,4,1,8,Drought,F4,aaCol-0,Drought,28,40,7.5,106.8,109,FALSE,536
2,8,8_2,4,4,11,Nutrient1,F4,aaCol-0,Nutrient1,29,39.8,8.4,149.3,144,FALSE,548
2,8,8_3,4,2,6,Nutrient2,F4,aaCol-0,Nutrient2,30,33.8,8,215.3,80,FALSE,573
2,8,8_6,4,1,11,Leaf,F4,aaCol-0,Leaf,25,36.1,7.9,163.5,184,FALSE,583
2,8,8_7,4,3,3,actr,F4,aaCol-0,actr2,31,35.9,8.5,114,88,FALSE,598
10,9,9_1,5,3,9,actr,F4,aaCol-0,actr1,28,37.1,6.1,190.3,170,FALSE,606
3,9,9_2,5,2,14,Cd1,F4,aaCol-0,Cd1,28,42.8,12.6,244.6,160,FALSE,624
3,9,9_3,5,6,6,Cd2,F4,aaCol-0,Cd2,28,37.6,10.3,234.2,213,FALSE,640
3,9,9_4,5,2,7,Salt1,F4,aaCol-0,Salt1,26,46.3,8.1,356.3,324,FALSE,646
3,9,9_5,5,2,13,Salt2,F4,aaCol-0,Salt2,30,51.4,11.5,292.5,168,FALSE,667
10,9,9_6,5,6,1,JA,F4,aaCol-0,JA,28,33.6,7.1,120.5,102,FALSE,682
3,9,9_7,5,6,11,JActr,F4,aaCol-0,JActr,24,35.2,7.7,215.1,202,FALSE,693
10,10,10_1,5,3,12,actr,F4,aaCol-0,actr2,23,35.4,7,154.6,138,FALSE,704
3,10,10_2,5,1,3,Drought,F4,aaCol-0,Drought,28,43.4,8.9,257.9,227,FALSE,719
3,10,10_3,5,2,11,Nutrient2,F4,aaCol-0,Nutrient2,24,38.3,3.8,156.6,181,FALSE,742
10,10,10_4,5,4,1,Leaf,F4,aaCol-0,Leaf,28,27.5,6,78.9,72,FALSE,748
10,10,10_5,5,4,5,Nutrient1,F4,aaCol-0,Nutrient1,28,40.6,5.8,113.1,88,FALSE,764
11,11,11_1,6,2,13,actr,F4,aaCol-0,actr1,24,31.6,6.7,112.6,121,FALSE,774
6,11,11_2,6,6,12,JActr,F4,aaCol-0,JActr,21,31.3,7.3,214.6,240,FALSE,791
11,11,11_3,6,6,13,JA,F4,aaCol-0,JA,28,37.1,7.5,152.4,121,FALSE,807
11,11,11_4,6,2,14,Cd2,F4,aaCol-0,Cd2,26,37.4,7.4,114,109,FALSE,819
6,11,11_5,6,5,2,Salt1,F4,aaCol-0,Salt1,27,54.3,9.8,216.5,109,FALSE,840
6,11,11_6,6,2,5,Salt2,F4,aaCol-0,Salt2,25,47.1,7.2,121.8,90,FALSE,842
6,11,11_7,6,1,9,Cd1,F4,aaCol-0,Cd1,22,37.4,7.7,72,63,FALSE,865
6,12,12_3,6,3,8,Drought,F4,aaCol-0,Drought,24,46.9,9.1,205.4,137,FALSE,870
11,12,12_4,6,4,1,Nutrient2,F4,aaCol-0,Nutrient2,29,40.6,8.9,160.9,97,FALSE,887
11,12,12_5,6,2,4,actr,F4,aaCol-0,actr2,25,41.3,6.8,183.9,145,FALSE,904
11,12,12_6,6,2,7,Leaf,F4,aaCol-0,Leaf,25,37.2,8.4,170.9,158,FALSE,918
11,12,12_7,6,3,1,Nutrient1,F4,aaCol-0,Nutrient1,30,42.6,9.1,190.3,156,FALSE,928
1,6,6_1,3,2,1,Leaf,F4,aaCol-0,Leaf,32,40.2,9,154,122,FALSE,948
12,6,6_2,3,1,12,Nutrient1,F4,aaCol-0,Nutrient1,29,35.2,7.1,84.9,73,FALSE,957
12,6,6_3,3,1,13,Drought,F4,aaCol-0,Drought,29,33.5,7.2,100.4,77,FALSE,969
12,6,6_5,3,2,5,Nutrient2,F4,aaCol-0,Nutrient2,25,35.7,7.5,175.4,126,FALSE,988
12,6,6_7,3,5,4,actr,F4,aaCol-0,actr2,27,37.4,9.3,173.2,128,FALSE,1004
4,1,1_1,1,4,7,JA,F1,Abd-0,JA,51,30.3,9,139.8,122,FALSE,2
3,1,1_2,1,3,4,Salt1,F1,Abd-0,Salt1,81,36.3,8.4,653.5,164,FALSE,16
4,1,1_3,1,6,12,Salt2,F1,Abd-0,Salt2,NA,NA,NA,NA,NA,FALSE,38
4,1,1_4,1,5,7,Cd2,F1,Abd-0,Cd2,89,24.5,8.8,300.5,87,FALSE,52
3,1,1_5,1,2,11,actr,F1,Abd-0,actr1,52,30.5,10.4,284.3,113,FALSE,63
3,1,1_6,1,3,3,Cd1,F1,Abd-0,Cd1,77,35,8.1,486.7,161,FALSE,79
4,1,1_7,1,4,10,JActr,F1,Abd-0,JActr,92,32.1,10,500.8,151,FALSE,87
3,2,2_1,1,4,13,Nutrient2,F1,Abd-0,Nutrient2,54,35,10.7,516.9,152,FALSE,106
4,2,2_2,1,6,14,actr,F1,Abd-0,actr2,NA,27,7.8,522.1,27,FALSE,115
4,2,2_4,1,2,12,Drought,F1,Abd-0,Drought,59,34.6,12.5,487.3,179,FALSE,131
4,2,2_5,1,4,3,Leaf,F1,Abd-0,Leaf,64,35.5,9.8,237.6,139,FALSE,153
3,2,2_6,1,2,3,Nutrient1,F1,Abd-0,Nutrient1,NA,33.8,9.5,NA,72,FALSE,156
5,3,3_1,2,5,3,JA,F1,Abd-0,JA,83,27.4,7.8,360.9,139,FALSE,172
9,3,3_2,2,1,14,Salt2,F1,Abd-0,Salt2,NA,NA,NA,NA,NA,FALSE,184
9,3,3_3,2,2,11,Salt1,F1,Abd-0,Salt1,57,33.5,10.5,347.7,181,FALSE,209
5,3,3_4,2,4,5,Cd2,F1,Abd-0,Cd2,64,32.1,7.9,192.9,113,FALSE,222
5,3,3_5,2,6,1,actr,F1,Abd-0,actr1,NA,32.9,8.3,578.3,107,FALSE,226
9,3,3_6,2,4,7,JActr,F1,Abd-0,JActr,91,30.4,9,313.2,90,FALSE,239
5,3,3_7,2,2,1,Cd1,F1,Abd-0,Cd1,70,33.7,10.4,495.1,196,FALSE,255
9,4,4_1,2,4,11,Drought,F1,Abd-0,Drought,62,34.6,9.7,390.9,133,FALSE,268
5,4,4_3,2,2,12,Leaf,F1,Abd-0,Leaf,91,27.8,7.2,341.1,139,FALSE,291
9,4,4_4,2,4,6,Nutrient1,F1,Abd-0,Nutrient1,76,32,9.9,409.6,160,FALSE,300
9,4,4_6,2,5,7,actr,F1,Abd-0,actr2,70,33.7,8.8,516.6,183,FALSE,322
5,4,4_7,2,1,14,Nutrient2,F1,Abd-0,Nutrient2,63,34.3,10,333.5,136,FALSE,334
1,5,5_1,3,6,5,Salt1,F1,Abd-0,Salt1,49,32.5,8.3,174.6,136,FALSE,337
1,5,5_2,3,2,1,JActr,F1,Abd-0,JActr,78,29.3,9.5,371.9,136,FALSE,358
1,5,5_3,3,3,13,Cd1,F1,Abd-0,Cd1,52,31.8,9.1,298.6,146,FALSE,376
1,5,5_4,3,1,3,Cd2,F1,Abd-0,Cd2,85,31.5,8,527.7,152,FALSE,380
1,5,5_5,3,4,2,JA,F1,Abd-0,JA,62,31.8,7.7,210.5,125,FALSE,394
11,5,5_6,3,6,10,Salt2,F1,Abd-0,Salt2,NA,NA,NA,NA,NA,FALSE,419
11,5,5_7,3,4,2,actr,F1,Abd-0,actr1,83,24,8,450.2,36,FALSE,422
6,7,7_1,4,1,13,Cd2,F1,Abd-0,Cd2,32,17.6,3.9,16.2,34,FALSE,436
6,7,7_2,4,6,5,Cd1,F1,Abd-0,Cd1,71,29.2,8.4,294.2,149,FALSE,451
8,7,7_3,4,1,10,JA,F1,Abd-0,JA,82,27,NA,326.6,NA,FALSE,470
6,7,7_4,4,1,4,actr,F1,Abd-0,actr1,73,39.5,10.4,489.2,114,FALSE,489
6,7,7_5,4,2,1,Salt1,F1,Abd-0,Salt1,60,34.2,10.7,401.2,180,FALSE,503
6,7,7_6,4,1,1,JActr,F1,Abd-0,JActr,39,19,4.8,86.9,143,FALSE,511
6,7,7_7,4,1,11,Salt2,F1,Abd-0,Salt2,NA,NA,NA,NA,NA,FALSE,525
8,8,8_1,4,2,10,Drought,F1,Abd-0,Drought,77,32.5,8.5,357.9,127,FALSE,534
8,8,8_2,4,6,1,Nutrient1,F1,Abd-0,Nutrient1,NA,NA,NA,NA,NA,FALSE,558
6,8,8_3,4,3,7,Nutrient2,F1,Abd-0,Nutrient2,NA,23.3,9.3,654.2,27,FALSE,572
6,8,8_6,4,5,13,Leaf,F1,Abd-0,Leaf,63,28.6,8.3,184.6,67,FALSE,575
8,8,8_7,4,3,12,actr,F1,Abd-0,actr2,81,27.7,NA,388.2,93,FALSE,593
2,9,9_1,5,6,13,actr,F1,Abd-0,actr1,67,35,11,426.5,204,FALSE,604
2,9,9_2,5,5,1,Cd1,F1,Abd-0,Cd1,90,30.2,9.4,474.8,129,FALSE,621
2,9,9_3,5,3,9,Cd2,F1,Abd-0,Cd2,32,18.3,2.8,43.5,73,FALSE,631
2,9,9_4,5,4,6,Salt1,F1,Abd-0,Salt1,61,39.6,6.8,332.7,129,FALSE,649
7,9,9_5,5,5,2,Salt2,F1,Abd-0,Salt2,NA,NA,NA,NA,NA,FALSE,664
2,9,9_6,5,3,10,JA,F1,Abd-0,JA,96,29.5,9.3,528.4,86,FALSE,676
7,9,9_7,5,3,14,JActr,F1,Abd-0,JActr,92,21,9,336.8,128,FALSE,696
7,10,10_1,5,5,11,actr,F1,Abd-0,actr2,73,24.4,NA,268.9,27,FALSE,702
7,10,10_2,5,4,1,Drought,F1,Abd-0,Drought,69,37.3,8.5,329.3,155,FALSE,727
2,10,10_3,5,4,3,Nutrient2,F1,Abd-0,Nutrient2,59,30.2,9.4,381.5,160,FALSE,730
2,10,10_4,5,4,7,Leaf,F1,Abd-0,Leaf,58,34.5,7.5,252.8,108,FALSE,755
2,10,10_5,5,5,4,Nutrient1,F1,Abd-0,Nutrient1,55,29.2,9.8,350.2,144,FALSE,762
12,11,11_1,6,2,9,actr,F1,Abd-0,actr1,56,32,9.3,378.5,152,FALSE,772
12,11,11_2,6,1,8,JActr,F1,Abd-0,JActr,82,29.1,8.4,510.5,145,FALSE,795
12,11,11_3,6,1,7,JA,F1,Abd-0,JA,62,33.8,10,430.3,162,FALSE,799
12,11,11_4,6,3,13,Cd2,F1,Abd-0,Cd2,27,22.5,4.8,38.9,78,FALSE,815
12,11,11_5,6,3,5,Salt1,F1,Abd-0,Salt1,55,33,10.9,392.1,156,FALSE,837
10,11,11_6,6,1,5,Salt2,F1,Abd-0,Salt2,NA,NA,NA,NA,NA,FALSE,851
12,11,11_7,6,3,6,Cd1,F1,Abd-0,Cd1,62,37.5,11.2,455.8,177,FALSE,856
12,12,12_3,6,3,8,Drought,F1,Abd-0,Drought,57,35.8,11.4,399.6,147,FALSE,873
12,12,12_4,6,1,4,Nutrient2,F1,Abd-0,Nutrient2,68,34,7.8,357.8,173,FALSE,883
10,12,12_5,6,3,1,actr,F1,Abd-0,actr2,88,31,7.9,405.1,117,FALSE,903
12,12,12_6,6,6,12,Leaf,F1,Abd-0,Leaf,NA,32.4,7.5,694.6,75,FALSE,913
12,12,12_7,6,4,12,Nutrient1,F1,Abd-0,Nutrient1,45,39.3,7.3,138.7,90,FALSE,926
1,6,6_1,3,1,7,Leaf,F1,Abd-0,Leaf,65,36.5,6.9,306.7,175,FALSE,939
11,6,6_2,3,4,9,Nutrient1,F1,Abd-0,Nutrient1,62,30.5,9,257,109,FALSE,955
1,6,6_3,3,4,10,Drought,F1,Abd-0,Drought,55,29,8.6,339.1,138,FALSE,977
1,6,6_5,3,3,8,Nutrient2,F1,Abd-0,Nutrient2,61,30.2,7,231.8,90,FALSE,989
11,6,6_7,3,3,1,actr,F1,Abd-0,actr2,63,33.1,9.3,318,125,FALSE,1001
7,1,1_1,1,6,2,JA,F2,Abd-0,JA,39,30.1,8.9,257.6,118,FALSE,2
10,1,1_2,1,5,1,Salt1,F2,Abd-0,Salt1,46,29,8.4,254.2,122,FALSE,16
10,1,1_3,1,3,9,Salt2,F2,Abd-0,Salt2,NA,NA,NA,NA,NA,FALSE,38
10,1,1_4,1,2,6,Cd2,F2,Abd-0,Cd2,41,34,9.5,343.6,148,FALSE,52
10,1,1_5,1,6,3,actr,F2,Abd-0,actr1,41,33.7,9.2,324.7,98,FALSE,63
7,1,1_6,1,5,9,Cd1,F2,Abd-0,Cd1,52,30.7,10.2,369.4,60,FALSE,79
7,1,1_7,1,3,14,JActr,F2,Abd-0,JActr,37,35.2,10.5,256.4,138,FALSE,87
10,2,2_1,1,6,14,Nutrient2,F2,Abd-0,Nutrient2,50,31.9,10.2,382.4,121,FALSE,106
7,2,2_2,1,2,13,actr,F2,Abd-0,actr2,47,30.8,10.9,371.8,100,FALSE,115
7,2,2_4,1,4,2,Drought,F2,Abd-0,Drought,38,35.4,11.5,356.9,178,FALSE,131
10,2,2_5,1,3,1,Leaf,F2,Abd-0,Leaf,38,29.4,9.1,226.2,178,FALSE,153
10,2,2_6,1,3,2,Nutrient1,F2,Abd-0,Nutrient1,41,31.8,9,323.1,111,FALSE,156
5,3,3_1,2,6,7,JA,F2,Abd-0,JA,47,NA,7,230.1,121,FALSE,172
1,3,3_2,2,6,7,Salt2,F2,Abd-0,Salt2,NA,NA,NA,NA,NA,FALSE,184
1,3,3_3,2,5,1,Salt1,F2,Abd-0,Salt1,35,27.8,8.3,208.2,99,FALSE,209
1,3,3_4,2,2,10,Cd2,F2,Abd-0,Cd2,32,32.6,8.9,272.8,203,FALSE,222
1,3,3_5,2,2,9,actr,F2,Abd-0,actr1,43,30.4,9,376.4,48,FALSE,226
1,3,3_6,2,4,1,JActr,F2,Abd-0,JActr,44,28.3,9.6,278.9,118,FALSE,239
5,3,3_7,2,4,14,Cd1,F2,Abd-0,Cd1,41,31.1,10.3,337,166,FALSE,255
5,4,4_1,2,3,4,Drought,F2,Abd-0,Drought,54,27.8,6.9,228,95,FALSE,268
1,4,4_3,2,5,7,Leaf,F2,Abd-0,Leaf,40,31.7,8.2,313.6,141,FALSE,291
1,4,4_4,2,5,6,Nutrient1,F2,Abd-0,Nutrient1,44,29.2,7.9,295.4,141,FALSE,300
5,4,4_6,2,5,11,actr,F2,Abd-0,actr2,40,32.4,9.1,298.7,144,FALSE,322
1,4,4_7,2,1,11,Nutrient2,F2,Abd-0,Nutrient2,35,37.7,8.7,341.9,240,FALSE,334
2,5,5_1,3,5,7,Salt1,F2,Abd-0,Salt1,34,27.9,8.2,249.8,72,FALSE,337
2,5,5_2,3,3,2,JActr,F2,Abd-0,JActr,34,30.7,9.5,276.9,134,FALSE,358
6,5,5_3,3,1,6,Cd1,F2,Abd-0,Cd1,33,32.9,9.4,281.1,213,FALSE,376
6,5,5_4,3,4,2,Cd2,F2,Abd-0,Cd2,30,30.7,9.2,233.3,193,FALSE,380
2,5,5_5,3,3,11,JA,F2,Abd-0,JA,39,25.2,7.6,350.4,107,FALSE,394
2,5,5_6,3,2,13,Salt2,F2,Abd-0,Salt2,NA,NA,NA,NA,NA,FALSE,419
6,5,5_7,3,2,9,actr,F2,Abd-0,actr1,43,37.2,9.6,574,196,FALSE,422
8,7,7_1,4,5,3,Cd2,F2,Abd-0,Cd2,24,39.2,8.1,155.7,164,FALSE,436
3,7,7_2,4,5,2,Cd1,F2,Abd-0,Cd1,44,27.9,10.5,341.4,113,FALSE,451
8,7,7_3,4,5,7,JA,F2,Abd-0,JA,33,31.1,9.8,237.1,217,FALSE,470
3,7,7_4,4,4,10,actr,F2,Abd-0,actr1,35,32.2,11.7,496.9,267,FALSE,489
8,7,7_5,4,1,1,Salt1,F2,Abd-0,Salt1,43,31,10.7,240.5,106,FALSE,503
8,7,7_6,4,1,7,JActr,F2,Abd-0,JActr,23,21.7,5.5,141.1,169,FALSE,511
8,7,7_7,4,4,3,Salt2,F2,Abd-0,Salt2,NA,NA,NA,NA,NA,FALSE,525
8,8,8_1,4,3,7,Drought,F2,Abd-0,Drought,37,35.2,11.1,337,230,FALSE,534
8,8,8_2,4,2,8,Nutrient1,F2,Abd-0,Nutrient1,37,35,10.9,343.3,221,FALSE,558
3,8,8_3,4,6,14,Nutrient2,F2,Abd-0,Nutrient2,39,30,11.4,490.6,223,FALSE,572
3,8,8_6,4,2,12,Leaf,F2,Abd-0,Leaf,35,31,9.4,326.7,188,FALSE,575
8,8,8_7,4,1,6,actr,F2,Abd-0,actr2,32,NA,9.3,264.9,191,FALSE,593
9,9,9_1,5,5,1,actr,F2,Abd-0,actr1,46,30.7,10.5,389.7,157,FALSE,604
9,9,9_2,5,5,14,Cd1,F2,Abd-0,Cd1,47,36.3,11,625.7,206,FALSE,621
11,9,9_3,5,6,5,Cd2,F2,Abd-0,Cd2,23,30,8.2,167.2,179,FALSE,631
9,9,9_4,5,4,2,Salt1,F2,Abd-0,Salt1,35,36.8,13,532.2,305,FALSE,649
11,9,9_5,5,2,10,Salt2,F2,Abd-0,Salt2,NA,NA,NA,NA,NA,FALSE,664
11,9,9_6,5,6,3,JA,F2,Abd-0,JA,36,35.2,10.7,468.4,286,FALSE,676
11,9,9_7,5,5,14,JActr,F2,Abd-0,JActr,46,32.3,11.7,421.9,142,FALSE,696
9,10,10_1,5,5,5,actr,F2,Abd-0,actr2,51,32.3,11.2,319.1,234,FALSE,702
9,10,10_2,5,5,4,Drought,F2,Abd-0,Drought,34,33.8,10.9,386.9,218,FALSE,727
9,10,10_3,5,6,8,Nutrient2,F2,Abd-0,Nutrient2,34,29.7,10.3,246.2,198,FALSE,730
9,10,10_4,5,2,7,Leaf,F2,Abd-0,Leaf,31,33.4,9.2,226.4,248,FALSE,755
9,10,10_5,5,6,10,Nutrient1,F2,Abd-0,Nutrient1,34,31,9.8,347.3,220,FALSE,762
12,11,11_1,6,6,14,actr,F2,Abd-0,actr1,42,31.6,10.4,454.2,185,FALSE,772
12,11,11_2,6,4,5,JActr,F2,Abd-0,JActr,23,24.6,6.5,148.3,122,FALSE,795
4,11,11_3,6,3,11,JA,F2,Abd-0,JA,40,31.4,11.2,428.6,207,FALSE,799
4,11,11_4,6,3,3,Cd2,F2,Abd-0,Cd2,23,32.7,6.7,166.4,170,FALSE,815
4,11,11_5,6,6,10,Salt1,F2,Abd-0,Salt1,40,31.3,10.2,277.6,155,FALSE,837
12,11,11_6,6,4,12,Salt2,F2,Abd-0,Salt2,NA,NA,NA,NA,NA,FALSE,851
12,11,11_7,6,3,4,Cd1,F2,Abd-0,Cd1,29,32,10.7,443,207,FALSE,856
4,12,12_3,6,5,13,Drought,F2,Abd-0,Drought,46,31,12.8,386.8,122,FALSE,873
4,12,12_4,6,4,14,Nutrient2,F2,Abd-0,Nutrient2,60,NA,10,315.9,NA,FALSE,883
12,12,12_5,6,3,9,actr,F2,Abd-0,actr2,32,39.7,7.1,213,178,FALSE,903
12,12,12_6,6,1,4,Leaf,F2,Abd-0,Leaf,37,32.5,11.9,420.9,216,FALSE,913
12,12,12_7,6,3,7,Nutrient1,F2,Abd-0,Nutrient1,36,46.4,10.8,423.7,180,FALSE,926
6,6,6_1,3,1,2,Leaf,F2,Abd-0,Leaf,31,34.4,8.9,265.3,232,FALSE,939
6,6,6_2,3,2,2,Nutrient1,F2,Abd-0,Nutrient1,31,33.4,9.3,258.9,284,FALSE,955
6,6,6_3,3,5,1,Drought,F2,Abd-0,Drought,33,32.2,9.3,337.7,199,FALSE,977
2,6,6_5,3,4,8,Nutrient2,F2,Abd-0,Nutrient2,35,30.5,9.2,338.5,213,FALSE,989
2,6,6_7,3,1,8,actr,F2,Abd-0,actr2,35,27.4,7.7,278.1,148,FALSE,1001
11,1,1_1,1,3,8,JA,F3,Abd-0,JA,30,46.7,14.3,424.6,256,FALSE,2
11,1,1_2,1,6,12,Salt1,F3,Abd-0,Salt1,37,34.5,12.8,561.3,238,FALSE,16
11,1,1_3,1,6,7,Salt2,F3,Abd-0,Salt2,NA,NA,NA,NA,NA,FALSE,38
1,1,1_4,1,3,11,Cd2,F3,Abd-0,Cd2,50,32,12.1,778.9,225,FALSE,52
1,1,1_5,1,1,8,actr,F3,Abd-0,actr1,51,31.4,13.1,727.3,266,FALSE,63
1,1,1_6,1,4,13,Cd1,F3,Abd-0,Cd1,55,32,12.7,797.9,222,FALSE,79
1,1,1_7,1,4,6,JActr,F3,Abd-0,JActr,NA,31,4.5,NA,66,FALSE,87
11,2,2_1,1,1,14,Nutrient2,F3,Abd-0,Nutrient2,49,39.3,11.6,718.6,220,FALSE,106
11,2,2_2,1,6,10,actr,F3,Abd-0,actr2,43,38,13.7,666.6,260,FALSE,115
1,2,2_4,1,6,2,Drought,F3,Abd-0,Drought,66,41.1,12,NA,223,FALSE,131
1,2,2_5,1,5,11,Leaf,F3,Abd-0,Leaf,45,38.1,13.5,479.2,276,FALSE,153
1,2,2_6,1,2,2,Nutrient1,F3,Abd-0,Nutrient1,58,34.5,13.5,549.6,205,FALSE,156
6,3,3_1,2,4,8,JA,F3,Abd-0,JA,36,44.9,7.5,231.5,185,FALSE,172
6,3,3_2,2,6,9,Salt2,F3,Abd-0,Salt2,NA,NA,NA,NA,NA,FALSE,184
6,3,3_3,2,3,10,Salt1,F3,Abd-0,Salt1,46,32.1,11.5,513.9,165,FALSE,209
4,3,3_4,2,5,6,Cd2,F3,Abd-0,Cd2,50,28,12.4,593.9,149,FALSE,222
4,3,3_5,2,2,10,actr,F3,Abd-0,actr1,50,34.9,13,744.6,193,FALSE,226
6,3,3_6,2,1,9,JActr,F3,Abd-0,JActr,47,35.6,12.5,654.7,226,FALSE,239
6,3,3_7,2,4,10,Cd1,F3,Abd-0,Cd1,49,31,10.9,550.1,166,FALSE,255
4,4,4_1,2,3,3,Drought,F3,Abd-0,Drought,42,36.3,12.5,636.5,234,FALSE,268
6,4,4_3,2,4,2,Leaf,F3,Abd-0,Leaf,51,31.4,10,437,189,FALSE,291
6,4,4_4,2,2,4,Nutrient1,F3,Abd-0,Nutrient1,37,34.4,12.1,452.5,170,FALSE,300
4,4,4_6,2,1,11,actr,F3,Abd-0,actr2,64,36,11.3,NA,139,FALSE,322
6,4,4_7,2,3,12,Nutrient2,F3,Abd-0,Nutrient2,42,33,12.3,484.2,165,FALSE,334
12,5,5_1,3,6,7,Salt1,F3,Abd-0,Salt1,47,35.4,11.5,833,142,FALSE,337
8,5,5_2,3,5,5,JActr,F3,Abd-0,JActr,45,35.4,11.2,558.8,202,FALSE,358
12,5,5_3,3,2,6,Cd1,F3,Abd-0,Cd1,42,36.9,12.1,658.8,237,FALSE,376
8,5,5_4,3,5,10,Cd2,F3,Abd-0,Cd2,47,33.5,10.5,428.6,134,FALSE,380
12,5,5_5,3,6,11,JA,F3,Abd-0,JA,54,36.7,13,833.6,202,FALSE,394
12,5,5_6,3,3,7,Salt2,F3,Abd-0,Salt2,NA,NA,NA,NA,NA,FALSE,419
12,5,5_7,3,4,1,actr,F3,Abd-0,actr1,49,33.2,11.5,543.6,162,FALSE,422
10,7,7_1,4,2,7,Cd2,F3,Abd-0,Cd2,22,36.3,8.1,167.7,163,FALSE,436
10,7,7_2,4,6,4,Cd1,F3,Abd-0,Cd1,42,34.8,9.1,362,74,FALSE,451
10,7,7_3,4,1,2,JA,F3,Abd-0,JA,43,34.1,11.7,417.6,206,FALSE,470
10,7,7_4,4,1,4,actr,F3,Abd-0,actr1,48,30.1,10.2,514.2,149,FALSE,489
3,7,7_5,4,4,3,Salt1,F3,Abd-0,Salt1,54,31.2,11.7,651.8,198,FALSE,503
3,7,7_6,4,5,10,JActr,F3,Abd-0,JActr,24,21.2,NA,136.8,166,FALSE,511
10,7,7_7,4,1,7,Salt2,F3,Abd-0,Salt2,NA,NA,NA,NA,NA,FALSE,525
3,8,8_1,4,4,12,Drought,F3,Abd-0,Drought,45,34.7,10.9,478.8,184,FALSE,534
3,8,8_2,4,5,13,Nutrient1,F3,Abd-0,Nutrient1,51,28.8,11.1,516.8,159,FALSE,558
3,8,8_3,4,6,11,Nutrient2,F3,Abd-0,Nutrient2,59,30,9.9,472.8,111,FALSE,572
10,8,8_6,4,1,3,Leaf,F3,Abd-0,Leaf,44,32.1,12,679,147,FALSE,575
10,8,8_7,4,6,10,actr,F3,Abd-0,actr2,51,40.4,10.7,468.3,78,FALSE,593
7,9,9_1,5,3,9,actr,F3,Abd-0,actr1,52,28.8,9.9,432.7,165,FALSE,604
7,9,9_2,5,5,13,Cd1,F3,Abd-0,Cd1,48,34.5,10.2,437,162,FALSE,621
7,9,9_3,5,5,1,Cd2,F3,Abd-0,Cd2,26,33.5,7.4,127.2,155,FALSE,631
5,9,9_4,5,4,1,Salt1,F3,Abd-0,Salt1,58,30,10.2,594,171,FALSE,649
5,9,9_5,5,5,14,Salt2,F3,Abd-0,Salt2,NA,NA,NA,NA,NA,FALSE,664
5,9,9_6,5,6,2,JA,F3,Abd-0,JA,49,33.4,10.8,607.9,182,FALSE,676
5,9,9_7,5,6,6,JActr,F3,Abd-0,JActr,26,27.3,8.6,304.7,162,FALSE,696
7,10,10_1,5,3,3,actr,F3,Abd-0,actr2,51,38.8,10.8,418.1,106,FALSE,702
7,10,10_2,5,4,13,Drought,F3,Abd-0,Drought,62,29.7,12.3,580.3,144,FALSE,727
5,10,10_3,5,6,4,Nutrient2,F3,Abd-0,Nutrient2,41,46.6,11.5,530.7,170,FALSE,730
5,10,10_4,5,5,4,Leaf,F3,Abd-0,Leaf,46,35,11.4,679,205,FALSE,755
5,10,10_5,5,1,9,Nutrient1,F3,Abd-0,Nutrient1,47,34.3,11.1,633,218,FALSE,762
9,11,11_1,6,4,5,actr,F3,Abd-0,actr1,57,34.6,12.2,674.4,141,FALSE,772
2,11,11_2,6,2,10,JActr,F3,Abd-0,JActr,24,23.7,7.2,225.1,214,FALSE,795
9,11,11_3,6,2,3,JA,F3,Abd-0,JA,62,30.2,11.1,NA,148,FALSE,799
9,11,11_4,6,1,2,Cd2,F3,Abd-0,Cd2,20,36.1,7.5,118,143,FALSE,815
9,11,11_5,6,4,2,Salt1,F3,Abd-0,Salt1,51,34,12.4,743.6,200,FALSE,837
9,11,11_6,6,6,1,Salt2,F3,Abd-0,Salt2,NA,NA,NA,NA,NA,FALSE,851
2,11,11_7,6,6,12,Cd1,F3,Abd-0,Cd1,57,33.2,13.2,NA,277,FALSE,856
2,12,12_3,6,1,7,Drought,F3,Abd-0,Drought,59,34.6,13.3,527.8,125,FALSE,873
9,12,12_4,6,5,3,Nutrient2,F3,Abd-0,Nutrient2,50,32.1,12.1,715.1,248,FALSE,883
9,12,12_5,6,1,14,actr,F3,Abd-0,actr2,54,38,8.2,471.9,190,FALSE,903
2,12,12_6,6,1,3,Leaf,F3,Abd-0,Leaf,62,35,13.5,1092.5,206,FALSE,913
9,12,12_7,6,5,2,Nutrient1,F3,Abd-0,Nutrient1,40,42,11.1,430.1,160,FALSE,926
12,6,6_1,3,5,8,Leaf,F3,Abd-0,Leaf,41,41.6,13.2,759.7,253,FALSE,939
12,6,6_2,3,5,1,Nutrient1,F3,Abd-0,Nutrient1,38,32.2,10.6,498.2,171,FALSE,955
8,6,6_3,3,2,10,Drought,F3,Abd-0,Drought,34,NA,NA,NA,NA,FALSE,977
